Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,5.088,-0.30783,0.0033,0.004,0.0026,864.0,0.0002346,0.0002346,0.0002346
1,4.981,-0.30902,0.0055,0.0046,0.0064,864.0,0.0001944,0.0001944,0.0001944
2,4.892,-0.3104,0.0275,0.0308,0.0242,864.0,0.0003207,0.0003207,0.0003207
3,4.944,-0.27711,0.0953,0.1006,0.09,864.0,0.0003905,0.0003905,0.0003905
4,4.987,-0.32195,0.3114,0.3032,0.3196,864.0,0.00102,0.00102,0.00102
5,4.882,-0.31039,0.0905,0.0966,0.0844,864.0,0.0006179,0.0006179,0.0006179
6,4.969,-0.30806,0.0779,0.065,0.0908,864.0,0.0003176,0.0003176,0.0003176
7,5.015,-0.30824,0.0115,0.0098,0.0132,864.0,0.0003869,0.0003869,0.0003869
8,5.111,-0.3073,0.0087,0.0096,0.0078,864.0,0.0002965,0.0002965,0.0002965
9,4.972,-0.30941,0.2858,0.2608,0.3108,864.0,0.00818,0.00818,0.00818
10,4.876,-0.31036,0.132,0.137,0.127,864.0,0.0064,0.0064,0.0064
11,5.132,-0.30673,0.3024,0.261,0.3438,864.0,0.00335,0.00335,0.00335
12,4.831,-0.31113,0.4761,0.3032,0.649,864.0,0.00277,0.00277,0.00277
13,4.95,-0.30876,0.0689,0.0248,0.113,864.0,0.0002492,0.0002492,0.0002492
14,4.995,-0.30886,0.0088,0.0102,0.0074,864.0,0.0002552,0.0002552,0.0002552
15,5.118,-0.30738,0.04,0.0646,0.0154,864.0,0.00579,0.00579,0.00579
16,4.918,-0.3091,0.0043,0.0068,0.0018,864.0,0.0001751,0.0001751,0.0001751
17,5.003,-0.30763,0.0455,0.0472,0.0438,864.0,0.0003318,0.0003318,0.0003318
18,4.865,-0.31125,0.0534,0.0542,0.0526,864.0,0.0001704,0.0001704,0.0001704
19,5.104,-0.30768,0.0034,0.0044,0.0024,864.0,0.0002524,0.0002524,0.0002524
20,4.902,-0.30965,0.0106,0.0182,0.003,864.0,0.0002145,0.0002145,0.0002145
21,5.04,-0.30739,0.0042,0.0076,0.0008,864.0,0.000248,0.000248,0.000248
22,4.979,-0.30076,0.0505,0.0264,0.0746,864.0,0.0002475,0.0002475,0.0002475
23,5.033,-0.30851,0.0115,0.0162,0.0068,864.0,0.0002662,0.0002662,0.0002662
24,4.766,-0.30398,0.0428,0.0508,0.0348,864.0,0.00184,0.00184,0.00184
25,4.87,-0.31089,0.0066,0.0088,0.0044,864.0,0.0002353,0.0002353,0.0002353
26,4.999,-0.30886,0.0048,0.007,0.0026,864.0,0.0004444,0.0004444,0.0004444
27,5.077,-0.30693,0.1088,0.1054,0.1122,864.0,0.0004012,0.0004012,0.0004012
28,5.198,-0.30578,0.0069,0.0108,0.003,864.0,0.0002616,0.0002616,0.0002616
29,4.994,-0.30757,0.0892,0.0932,0.0852,864.0,0.0002663,0.0002663,0.0002663
30,5.083,-0.30708,0.0032,0.004,0.0024,864.0,0.0002743,0.0002743,0.0002743
31,5.129,-0.30656,0.0043,0.0072,0.0014,864.0,0.0002672,0.0002672,0.0002672
32,5.204,-0.30413,0.0085,0.0092,0.0078,864.0,0.0002671,0.0002671,0.0002671
33,4.953,-0.30938,0.1051,0.1486,0.0616,864.0,0.00123,0.00123,0.00123
34,4.937,-0.30923,0.006,0.0098,0.0022,864.0,0.0003071,0.0003071,0.0003071
35,5.074,-0.30721,0.0067,0.0104,0.003,864.0,0.0002281,0.0002281,0.0002281
36,5.102,-0.30593,0.0108,0.0072,0.0144,864.0,0.0002644,0.0002644,0.0002644
37,5.168,-0.30222,0.0298,0.0354,0.0242,864.0,0.00139,0.00139,0.00139
38,5.106,-0.30753,0.0071,0.0084,0.0058,864.0,0.0005398,0.0005398,0.0005398
39,5.018,-0.30838,0.013,0.0136,0.0124,864.0,0.0005234,0.0005234,0.0005234
40,5.163,-0.30613,0.0597,0.0612,0.0582,864.0,0.0003727,0.0003727,0.0003727
41,5.093,-0.30775,0.0782,0.095,0.0614,864.0,0.0004046,0.0004046,0.0004046
42,4.925,-0.30938,0.0165,0.0208,0.0122,864.0,0.0001941,0.0001941,0.0001941
43,5.033,-0.30812,0.0264,0.013,0.0398,864.0,0.0002088,0.0002088,0.0002088
44,5.116,-0.30753,0.0126,0.0228,0.0024,864.0,0.0004971,0.0004971,0.0004971
45,4.88,-0.30948,0.0575,0.068,0.047,864.0,0.000274,0.000274,0.000274
46,5.145,-0.30658,0.0036,0.0054,0.0018,864.0,0.000348,0.000348,0.000348
47,5.001,-0.30885,0.0186,0.0214,0.0158,864.0,0.0002543,0.0002543,0.0002543
48,4.934,-0.309,0.0549,0.0462,0.0636,864.0,0.0001692,0.0001692,0.0001692
49,5.116,-0.30701,0.0033,0.0058,0.0008,864.0,0.000212,0.000212,0.000212
50,5.017,-0.30795,0.0323,0.0148,0.0498,864.0,0.0004021,0.0004021,0.0004021
51,5.209,-0.30446,0.004,0.006,0.002,864.0,0.0002228,0.0002228,0.0002228
52,5.016,-0.30785,0.0073,0.012,0.0026,864.0,0.0006846,0.0006846,0.0006846
53,5.048,-0.30705,0.0505,0.0462,0.0548,864.0,0.00099,0.00099,0.00099
54,5.024,-0.30335,0.0169,0.025,0.0088,864.0,0.0002238,0.0002238,0.0002238
55,5.198,-0.30556,0.002,0.003,0.001,864.0,0.0002547,0.0002547,0.0002547
56,5.188,-0.30564,0.0067,0.01,0.0034,864.0,0.0003563,0.0003563,0.0003563
57,5.093,-0.30621,0.0086,0.0132,0.004,864.0,0.0002377,0.0002377,0.0002377
58,4.965,-0.30941,0.0358,0.0348,0.0368,864.0,0.0001567,0.0001567,0.0001567
59,5.019,-0.30794,0.0151,0.0176,0.0126,864.0,0.0002658,0.0002658,0.0002658
60,5.141,-0.30605,0.0322,0.0446,0.0198,864.0,0.00254,0.00254,0.00254
61,4.875,-0.3101,0.0399,0.0488,0.031,864.0,0.0001615,0.0001615,0.0001615
