Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
62,4.961,-0.30931,0.007,0.009,0.005,864.0,0.0002539,0.0002539,0.0002539
63,5.045,-0.30798,0.007,0.0056,0.0084,864.0,0.0002425,0.0002425,0.0002425
64,5.258,-0.30505,0.0248,0.025,0.0246,864.0,0.0005003,0.0005003,0.0005003
65,5.101,-0.30611,0.0035,0.0066,0.0004,864.0,0.0002179,0.0002179,0.0002179
66,5.234,-0.29458,0.0492,0.0774,0.021,864.0,0.0029,0.0029,0.0029
67,4.912,-0.30058,0.0932,0.1008,0.0856,864.0,0.0003307,0.0003307,0.0003307
68,5.136,-0.30448,0.0072,0.0086,0.0058,864.0,0.0002542,0.0002542,0.0002542
69,4.944,-0.30828,0.0152,0.0222,0.0082,864.0,0.0004934,0.0004934,0.0004934
70,5.155,-0.30506,0.0053,0.0068,0.0038,864.0,0.0001958,0.0001958,0.0001958
71,5.119,-0.31568,0.0808,0.081,0.0806,864.0,0.0004566,0.0004566,0.0004566
72,5.145,-0.3059,0.0061,0.01,0.0022,864.0,0.0002383,0.0002383,0.0002383
73,5.019,-0.30805,0.0056,0.007,0.0042,864.0,0.0002372,0.0002372,0.0002372
74,4.874,-0.32062,0.0756,0.0786,0.0726,864.0,0.0002849,0.0002849,0.0002849
75,5.008,-0.30781,0.0077,0.0114,0.004,864.0,0.000215,0.000215,0.000215
76,4.904,-0.31017,0.0042,0.0064,0.002,864.0,0.0001877,0.0001877,0.0001877
77,5.071,-0.30801,0.1827,0.0868,0.2786,864.0,0.00177,0.00177,0.00177
78,5.277,-0.3036,0.0029,0.0044,0.0014,864.0,0.0002566,0.0002566,0.0002566
79,5.017,-0.30802,0.0246,0.0166,0.0326,864.0,0.0004237,0.0004237,0.0004237
80,5.081,-0.30759,0.1128,0.108,0.1176,864.0,0.0001936,0.0001936,0.0001936
81,4.945,-0.3096,0.0116,0.0098,0.0134,864.0,0.0006374,0.0006374,0.0006374
82,5.08,-0.30778,0.0372,0.0324,0.042,864.0,0.00122,0.00122,0.00122
83,5.052,-0.30815,0.0213,0.0256,0.017,864.0,0.0005338,0.0005338,0.0005338
84,4.909,-0.30897,0.0034,0.0064,0.0004,864.0,0.0002182,0.0002182,0.0002182
85,5.092,-0.30693,0.0039,0.0074,0.0004,864.0,0.0004656,0.0004656,0.0004656
86,4.931,-0.30902,0.0084,0.0134,0.0034,864.0,0.0002035,0.0002035,0.0002035
87,5.195,-0.30516,0.0178,0.0236,0.012,864.0,0.0003064,0.0003064,0.0003064
88,5.097,-0.30661,0.0527,0.0504,0.055,864.0,0.0002534,0.0002534,0.0002534
89,4.958,-0.30863,0.0069,0.0126,0.0012,864.0,0.0007441,0.0007441,0.0007441
90,5.256,-0.3033,0.0059,0.01,0.0018,864.0,0.0005304,0.0005304,0.0005304
91,5.057,-0.30788,0.0165,0.016,0.017,864.0,0.0004878,0.0004878,0.0004878
92,5.124,-0.30626,0.0057,0.0104,0.001,864.0,0.0003409,0.0003409,0.0003409
93,5.14,-0.30575,0.005,0.0082,0.0018,864.0,0.0005854,0.0005854,0.0005854
94,5.176,-0.30523,0.0168,0.0192,0.0144,864.0,0.00038,0.00038,0.00038
95,5.221,-0.30548,0.1883,0.2162,0.1604,864.0,0.0003489,0.0003489,0.0003489
96,5.142,-0.30586,0.0476,0.0508,0.0444,864.0,0.0002509,0.0002509,0.0002509
97,5.052,-0.30754,0.0063,0.0098,0.0028,864.0,0.0002815,0.0002815,0.0002815
98,5.122,-0.29461,0.0384,0.045,0.0318,864.0,0.00674,0.00674,0.00674
99,5.175,-0.30474,0.0803,0.0788,0.0818,864.0,0.0017,0.0017,0.0017
100,5.028,-0.30765,0.0206,0.0268,0.0144,864.0,0.0002629,0.0002629,0.0002629
101,5.095,-0.30715,0.015,0.0146,0.0154,864.0,0.000254,0.000254,0.000254
102,4.985,-0.30865,0.0238,0.0132,0.0344,864.0,0.0001978,0.0001978,0.0001978
103,5.227,-0.30411,0.154,0.3054,0.0026,864.0,0.00468,0.00468,0.00468
104,5.135,-0.30632,0.0116,0.0036,0.0196,864.0,0.0002842,0.0002842,0.0002842
105,4.985,-0.30863,0.0103,0.0098,0.0108,864.0,0.000274,0.000274,0.000274
106,5.04,-0.30814,0.0094,0.0098,0.009,864.0,0.0002607,0.0002607,0.0002607
107,5.122,-0.30525,0.0063,0.009,0.0036,864.0,0.0002379,0.0002379,0.0002379
108,5.254,-0.30352,0.0758,0.0752,0.0764,864.0,0.0008192,0.0008192,0.0008192
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0067,0.0096,0.0038,864.0,0.0002778,0.0002778,0.0002778
111,5.191,-0.3056,0.0032,0.0054,0.001,864.0,0.0002314,0.0002314,0.0002314
112,5.215,-0.27862,0.0583,0.0534,0.0632,864.0,0.0006717,0.0006717,0.0006717
113,5.17,-0.30616,0.0315,0.036,0.027,864.0,0.0002769,0.0002769,0.0002769
114,5.27,-0.30316,0.0852,0.09,0.0804,864.0,0.00344,0.00344,0.00344
115,5.12,-0.30653,0.0112,0.0106,0.0118,864.0,0.0003073,0.0003073,0.0003073
116,5.017,-0.30771,0.0023,0.004,0.0006,864.0,0.0001817,0.0001817,0.0001817
117,5.234,-0.30379,0.0026,0.0046,0.0006,864.0,0.0002329,0.0002329,0.0002329
118,5.114,-0.30676,0.0111,0.0034,0.0188,864.0,0.0002398,0.0002398,0.0002398
119,5.271,-0.30461,0.0088,0.0122,0.0054,864.0,0.0003005,0.0003005,0.0003005
120,5.084,-0.30669,0.0034,0.0046,0.0022,864.0,0.0002043,0.0002043,0.0002043
121,4.996,-0.30827,0.0126,0.0182,0.007,864.0,0.0002741,0.0002741,0.0002741
122,5.269,-0.30324,0.0046,0.0078,0.0014,864.0,0.000262,0.000262,0.000262
123,5.109,-0.30626,0.0045,0.0074,0.0016,864.0,0.00168,0.00168,0.00168
124,5.24,-0.29286,0.0133,0.0152,0.0114,864.0,0.00281,0.00281,0.00281
125,5.037,-0.30725,0.0033,0.0054,0.0012,864.0,0.0001793,0.0001793,0.0001793
126,5.165,-0.30495,0.0117,0.0206,0.0028,864.0,0.0004418,0.0004418,0.0004418
