Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,489.47,224.91,4.636,-0.31328,0.0084,0.0056,0.0112,1244.444,7.202e-05,7.202e-05,7.202e-05
1,390.92,346.62,4.736,-0.31292,0.0224,0.0254,0.0194,1244.444,0.0001276,0.0001276,0.0001276
2,269.91,156.86,4.819,-0.3113,0.0466,0.039,0.0542,1244.444,0.0002023,0.0002023,0.0002023
3,353.25,195.72,4.747,-0.31115,0.0091,0.0108,0.0074,1244.444,0.0001485,0.0001485,0.0001485
4,331.61,270.29,4.788,-0.31095,0.0159,0.014,0.0178,1244.444,0.0001309,0.0001309,0.0001309
5,263.07,172.67,4.851,-0.31057,0.0251,0.014,0.0362,1244.444,0.0002137,0.0002137,0.0002137
6,300.25,84.28,4.9,-0.30906,0.1015,0.1036,0.0994,1244.444,0.0002072,0.0002072,0.0002072
7,216.83,61.99,4.756,-0.311,0.0073,0.0098,0.0048,1244.444,0.0008263,0.0008263,0.0008263
8,296.5,49.26,4.813,-0.31335,0.0352,0.0438,0.0266,1244.444,0.0002433,0.0002433,0.0002433
9,527.8,63.45,4.638,-0.3224,0.0339,0.0388,0.029,1244.444,0.0004305,0.0004305,0.0004305
10,217.1,147.69,4.804,-0.31123,0.0082,0.008,0.0084,1244.444,0.0002555,0.0002555,0.0002555
11,244.26,78.01,4.743,-0.31179,0.0089,0.0124,0.0054,1244.444,0.0001712,0.0001712,0.0001712
12,417.51,280.36,4.626,-0.31372,0.0147,0.013,0.0164,1244.444,0.000269,0.000269,0.000269
13,381.04,278.56,4.557,-0.31378,0.0445,0.0456,0.0434,1244.444,0.0001225,0.0001225,0.0001225
14,383.6,48.47,4.509,-0.31577,0.0175,0.0284,0.0066,1244.444,0.00124,0.00124,0.00124
15,497.41,259.25,4.599,-0.32045,0.0307,0.038,0.0234,1244.444,0.0006677,0.0006677,0.0006677
16,306.96,30.81,4.937,-0.30883,0.0572,0.0592,0.0552,1244.444,0.0008024,0.0008024,0.0008024
17,399.4,72.69,4.753,-0.31153,0.0101,0.015,0.0052,1244.444,0.0004858,0.0004858,0.0004858
18,207.06,58.91,4.659,-0.28926,0.0258,0.0228,0.0288,1244.444,0.0001874,0.0001874,0.0001874
19,380.69,49.14,4.821,-0.31198,0.0341,0.0306,0.0376,1244.444,0.0002927,0.0002927,0.0002927
20,369.72,69.22,4.738,-0.31197,0.0372,0.0378,0.0366,1244.444,0.0001924,0.0001924,0.0001924
21,108.01,24.44,4.774,-0.31143,0.0366,0.0332,0.04,1244.444,0.0002876,0.0002876,0.0002876
22,379.88,257.38,4.668,-0.31332,0.0091,0.012,0.0062,1244.444,0.0002609,0.0002609,0.0002609
23,416.47,68.93,4.758,-0.31174,0.0125,0.015,0.01,1244.444,0.0001695,0.0001695,0.0001695
24,321.39,24.0,4.611,-0.31355,0.0289,0.0224,0.0354,1244.444,0.0002395,0.0002395,0.0002395
25,293.71,289.58,4.732,-0.31226,0.0212,0.0248,0.0176,1244.444,0.0001803,0.0001803,0.0001803
26,301.57,124.8,4.777,-0.31228,0.0076,0.0126,0.0026,1244.444,0.0001819,0.0001819,0.0001819
27,494.8,144.6,4.68,-0.31283,0.006,0.008,0.004,1244.444,0.0001735,0.0001735,0.0001735
28,210.1,63.11,4.744,-0.27186,0.0414,0.0342,0.0486,1244.444,0.0005324,0.0005324,0.0005324
29,398.05,123.43,4.792,-0.32426,0.0128,0.0146,0.011,1244.444,0.00093,0.00093,0.00093
30,365.68,231.47,4.693,-0.31268,0.0148,0.0134,0.0162,1244.444,0.0001523,0.0001523,0.0001523
31,278.3,30.9,5.058,-0.30701,0.0145,0.0164,0.0126,1244.444,0.000533,0.000533,0.000533
32,401.69,233.37,4.93,-0.30828,0.0329,0.0332,0.0326,1244.444,0.0004612,0.0004612,0.0004612
33,474.52,387.84,4.677,-0.31373,0.0065,0.009,0.004,1244.444,0.0002429,0.0002429,0.0002429
34,267.22,92.85,4.71,-0.2877,0.053,0.0422,0.0638,1244.444,0.0003217,0.0003217,0.0003217
35,458.47,61.52,4.915,-0.3092,0.0116,0.0118,0.0114,1244.444,0.0002639,0.0002639,0.0002639
36,184.95,53.19,4.854,-0.31028,0.0058,0.007,0.0046,1244.444,0.0001524,0.0001524,0.0001524
37,417.14,263.7,4.594,-0.31539,0.0127,0.0144,0.011,1244.444,0.0001697,0.0001697,0.0001697
38,434.98,182.15,4.486,-0.31594,0.0106,0.0096,0.0116,1244.444,0.0001448,0.0001448,0.0001448
39,393.59,206.59,4.574,-0.31403,0.0065,0.0046,0.0084,1244.444,0.0001663,0.0001663,0.0001663
40,259.97,174.04,4.706,-0.31264,0.0111,0.0168,0.0054,1244.444,0.0001112,0.0001112,0.0001112
41,229.1,307.99,4.815,-0.31264,0.0054,0.0072,0.0036,1244.444,0.0001326,0.0001326,0.0001326
42,231.8,304.77,4.655,-0.31429,0.0331,0.0352,0.031,1244.444,0.000197,0.000197,0.000197
43,405.75,242.8,4.755,-0.31328,0.0111,0.018,0.0042,1244.444,0.0002462,0.0002462,0.0002462
44,290.74,250.95,4.868,-0.3105,0.0043,0.0056,0.003,1244.444,0.0001282,0.0001282,0.0001282
45,91.61,397.11,4.763,-0.31105,0.0086,0.0094,0.0078,1244.444,8.719e-05,8.719e-05,8.719e-05
46,399.95,434.43,4.674,-0.31335,0.0052,0.0078,0.0026,1244.444,9.957e-05,9.957e-05,9.957e-05
47,381.47,117.12,4.795,-0.31225,0.0103,0.0132,0.0074,1244.444,0.0001276,0.0001276,0.0001276
48,308.11,150.78,4.707,-0.31165,0.0116,0.0138,0.0094,1244.444,0.0001616,0.0001616,0.0001616
49,273.66,162.06,4.811,-0.31113,0.0026,0.0028,0.0024,1244.444,0.0001553,0.0001553,0.0001553
