Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,462.16,280.01,4.636,-0.31328,0.0088,0.0032,0.0144,1244.444,7.414e-05,7.414e-05,7.414e-05
1,474.74,50.68,4.736,-0.31292,0.02,0.0254,0.0146,1244.444,0.0001604,0.0001604,0.0001604
2,243.85,147.41,4.819,-0.3113,0.0298,0.0272,0.0324,1244.444,0.0005309,0.0005309,0.0005309
3,383.19,271.42,4.747,-0.31115,0.0068,0.006,0.0076,1244.444,0.0001435,0.0001435,0.0001435
4,380.34,212.72,4.788,-0.31095,0.0202,0.0174,0.023,1244.444,0.0001699,0.0001699,0.0001699
5,264.67,203.96,4.851,-0.31057,0.0395,0.027,0.052,1244.444,0.0002235,0.0002235,0.0002235
6,289.94,88.12,4.9,-0.30906,0.1006,0.0876,0.1136,1244.444,0.0002401,0.0002401,0.0002401
7,109.4,46.56,4.756,-0.311,0.0086,0.0132,0.004,1244.444,0.0003338,0.0003338,0.0003338
8,263.8,38.83,4.813,-0.31335,0.0125,0.014,0.011,1244.444,0.0003644,0.0003644,0.0003644
9,443.22,76.3,4.638,-0.3224,0.0341,0.0346,0.0336,1244.444,0.0001647,0.0001647,0.0001647
10,224.07,130.56,4.804,-0.31123,0.0066,0.006,0.0072,1244.444,0.0001416,0.0001416,0.0001416
11,180.35,12.65,4.743,-0.31179,0.0357,0.0602,0.0112,1244.444,0.00332,0.00332,0.00332
12,370.96,213.5,4.626,-0.31372,0.0134,0.0144,0.0124,1244.444,0.000145,0.000145,0.000145
13,408.6,217.31,4.557,-0.31378,0.0507,0.0514,0.05,1244.444,0.0001285,0.0001285,0.0001285
14,360.11,38.62,4.509,-0.31577,0.014,0.0234,0.0046,1244.444,0.0003757,0.0003757,0.0003757
15,124.74,141.95,4.599,-0.32045,0.0361,0.0492,0.023,1244.444,0.00221,0.00221,0.00221
16,246.36,27.07,4.937,-0.30883,0.0717,0.0656,0.0778,1244.444,0.00175,0.00175,0.00175
17,354.33,93.56,4.753,-0.31153,0.0083,0.0118,0.0048,1244.444,0.0005838,0.0005838,0.0005838
18,302.03,72.38,4.659,-0.28926,0.0342,0.0326,0.0358,1244.444,0.0001841,0.0001841,0.0001841
19,444.64,20.79,4.821,-0.31198,0.0405,0.0476,0.0334,1244.444,0.0002166,0.0002166,0.0002166
20,419.32,64.47,4.738,-0.31197,0.0308,0.0322,0.0294,1244.444,0.0001577,0.0001577,0.0001577
21,304.51,26.87,4.774,-0.31143,0.0323,0.0298,0.0348,1244.444,0.000204,0.000204,0.000204
22,416.53,171.36,4.668,-0.31332,0.0083,0.012,0.0046,1244.444,0.0006195,0.0006195,0.0006195
23,244.17,53.46,4.758,-0.31174,0.0175,0.0162,0.0188,1244.444,0.0003104,0.0003104,0.0003104
24,365.25,18.46,4.611,-0.31355,0.0339,0.026,0.0418,1244.444,0.0002423,0.0002423,0.0002423
25,282.14,341.8,4.732,-0.31226,0.0231,0.029,0.0172,1244.444,0.0001814,0.0001814,0.0001814
26,312.64,140.1,4.777,-0.31228,0.0038,0.0044,0.0032,1244.444,0.000169,0.000169,0.000169
27,472.02,157.69,4.68,-0.31283,0.0068,0.0076,0.006,1244.444,0.0001635,0.0001635,0.0001635
28,168.14,52.88,4.744,-0.27186,0.0508,0.0426,0.059,1244.444,0.0003691,0.0003691,0.0003691
29,413.19,169.33,4.792,-0.32426,0.0136,0.0188,0.0084,1244.444,0.0003687,0.0003687,0.0003687
30,426.68,266.38,4.693,-0.31268,0.006,0.0088,0.0032,1244.444,8.418e-05,8.418e-05,8.418e-05
31,284.38,30.35,5.058,-0.30701,0.0139,0.0148,0.013,1244.444,0.0006037,0.0006037,0.0006037
32,285.09,281.71,4.93,-0.30828,0.0299,0.04,0.0198,1244.444,0.0002261,0.0002261,0.0002261
33,309.35,387.84,4.677,-0.31373,0.0111,0.0166,0.0056,1244.444,0.0001203,0.0001203,0.0001203
34,319.34,78.73,4.71,-0.2877,0.0551,0.0406,0.0696,1244.444,0.0002993,0.0002993,0.0002993
