Qubit,T1 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,496.24,4.656,-0.31111,0.0015,0.0022,0.0008,1244.444,9.95e-05,9.95e-05,9.95e-05
1,504.37,4.535,0.0,0.002,0.0028,0.0012,1244.444,0.0001106,0.0001106,0.0001106
2,272.12,4.68,-0.31073,0.0043,0.0058,0.0028,1244.444,0.0002554,0.0002554,0.0002554
3,405.01,4.607,0.0,0.0084,0.0068,0.01,1244.444,0.0001074,0.0001074,0.0001074
4,514.64,4.462,-0.32295,0.0101,0.0148,0.0054,1244.444,0.0003852,0.0003852,0.0003852
5,391.98,4.427,0.0,0.0083,0.01,0.0066,1244.444,0.0002114,0.0002114,0.0002114
6,449.86,4.64,-0.31059,0.0014,0.0018,0.001,1244.444,0.0001954,0.0001954,0.0001954
7,535.8,4.476,0.0,0.0021,0.0036,0.0006,1244.444,8.336e-05,8.336e-05,8.336e-05
8,110.5,4.402,-0.31475,0.0036,0.0056,0.0016,1244.444,0.000411,0.000411,0.000411
9,394.25,4.519,0.0,0.0042,0.0038,0.0046,1244.444,0.0001227,0.0001227,0.0001227
10,278.89,4.628,-0.31213,0.0031,0.0048,0.0014,1244.444,0.0001874,0.0001874,0.0001874
11,274.52,4.572,0.0,0.0169,0.0196,0.0142,1244.444,0.0002063,0.0002063,0.0002063
12,327.66,4.464,-0.31549,0.0247,0.0042,0.0452,1244.444,0.0001144,0.0001144,0.0001144
13,284.04,4.573,0.0,0.0063,0.0062,0.0064,1244.444,0.0001845,0.0001845,0.0001845
14,304.2,4.604,0.0,0.0102,0.0124,0.008,1244.444,0.0005561,0.0005561,0.0005561
15,404.31,4.497,0.0,0.0179,0.0144,0.0214,1244.444,0.001,0.001,0.001
16,406.96,4.513,0.0,0.0048,0.0052,0.0044,1244.444,0.0001807,0.0001807,0.0001807
17,215.61,4.676,0.0,0.0077,0.0104,0.005,1244.444,0.0008104,0.0008104,0.0008104
18,319.06,4.515,-0.31437,0.0016,0.0018,0.0014,1244.444,0.0001194,0.0001194,0.0001194
19,445.67,4.444,0.0,0.0017,0.0032,0.0002,1244.444,0.0001154,0.0001154,0.0001154
20,341.98,4.341,-0.31506,0.0246,0.0242,0.025,1244.444,0.0001558,0.0001558,0.0001558
21,379.3,4.485,0.0,0.0135,0.014,0.013,1244.444,0.000135,0.000135,0.000135
22,437.23,4.383,-0.3144,0.0081,0.0128,0.0034,1244.444,0.00104,0.00104,0.00104
23,65.05,4.532,0.0,0.0132,0.0256,0.0008,1244.444,0.00149,0.00149,0.00149
24,366.75,4.646,-0.31097,0.0024,0.0036,0.0012,1244.444,0.000284,0.000284,0.000284
25,87.08,4.702,0.0,0.0111,0.0156,0.0066,1244.444,0.00192,0.00192,0.00192
26,218.97,4.649,-0.3113,0.0081,0.011,0.0052,1244.444,0.0004512,0.0004512,0.0004512
27,368.77,4.604,0.0,0.0337,0.0144,0.053,1244.444,0.0002743,0.0002743,0.0002743
28,169.16,4.517,-0.31294,0.011,0.0152,0.0068,1244.444,0.000183,0.000183,0.000183
29,463.69,4.46,0.0,0.0128,0.0136,0.012,1244.444,0.0001521,0.0001521,0.0001521
30,288.69,4.646,0.0,0.048,0.041,0.055,1244.444,0.00091,0.00091,0.00091
31,101.59,4.613,-0.3168,0.0156,0.0184,0.0128,1244.444,0.000409,0.000409,0.000409
32,197.89,4.499,-0.31188,0.0057,0.007,0.0044,1244.444,0.000239,0.000239,0.000239
33,444.31,4.597,0.0,0.0041,0.0042,0.004,1244.444,9.966e-05,9.966e-05,9.966e-05
34,472.3,4.562,0.0,0.0022,0.0032,0.0012,1244.444,0.0002208,0.0002208,0.0002208
35,220.41,4.722,0.0,0.0055,0.006,0.005,1244.444,0.0002324,0.0002324,0.0002324
36,302.11,4.608,0.0,0.0073,0.0074,0.0072,1244.444,0.0002262,0.0002262,0.0002262
37,438.82,4.498,-0.31322,0.0105,0.009,0.012,1244.444,0.0002683,0.0002683,0.0002683
38,286.56,4.458,0.0,0.0436,0.0324,0.0548,1244.444,0.0005658,0.0005658,0.0005658
39,188.03,4.504,-0.31442,0.0048,0.0074,0.0022,1244.444,0.0003683,0.0003683,0.0003683
40,171.03,4.464,-0.31843,0.0089,0.01,0.0078,1244.444,0.0004484,0.0004484,0.0004484
41,268.9,4.576,-0.31168,0.0027,0.0034,0.002,1244.444,0.0001302,0.0001302,0.0001302
42,309.12,4.641,0.0,0.0022,0.0028,0.0016,1244.444,0.0001461,0.0001461,0.0001461
43,438.69,4.523,-0.32382,0.0033,0.0044,0.0022,1244.444,0.0001362,0.0001362,0.0001362
44,428.48,4.595,-0.31574,0.022,0.0254,0.0186,1244.444,0.0006395,0.0006395,0.0006395
45,353.41,4.63,-0.35528,0.013,0.0218,0.0042,1244.444,0.0001885,0.0001885,0.0001885
46,250.14,4.71,0.0,0.0041,0.0058,0.0024,1244.444,0.0003166,0.0003166,0.0003166
47,349.82,4.676,0.0,0.0313,0.0314,0.0312,1244.444,0.0003699,0.0003699,0.0003699
