Qubit,T1 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
48,225.66,4.625,0.0,0.0022,0.0042,0.0002,1244.444,0.0002912,0.0002912,0.0002912
49,261.59,4.582,-0.32008,0.017,0.019,0.015,1244.444,0.0003043,0.0003043,0.0003043
50,403.78,4.457,0.0,0.0041,0.0064,0.0018,1244.444,0.01325,0.01325,0.01325
51,202.96,4.565,-0.29895,0.0238,0.0182,0.0294,1244.444,0.0002185,0.0002185,0.0002185
52,262.28,4.444,0.0,0.0409,0.017,0.0648,1244.444,0.0007767,0.0007767,0.0007767
53,368.5,4.622,0.0,0.0056,0.0068,0.0044,1244.444,0.000106,0.000106,0.000106
54,194.31,4.501,0.0,0.0134,0.0134,0.0134,1244.444,0.0005086,0.0005086,0.0005086
55,322.38,4.686,0.0,0.0485,0.048,0.049,1244.444,0.00855,0.00855,0.00855
56,344.22,4.554,-0.31304,0.0048,0.0088,0.0008,1244.444,0.0006455,0.0006455,0.0006455
57,344.49,4.64,0.0,0.0035,0.0066,0.0004,1244.444,0.0006654,0.0006654,0.0006654
58,205.01,4.609,-0.31283,0.0079,0.0092,0.0066,1244.444,0.0006379,0.0006379,0.0006379
59,273.59,4.77,0.0,0.0012,0.0018,0.0006,1244.444,0.0001879,0.0001879,0.0001879
60,336.39,4.518,-0.3137,0.1669,0.1708,0.163,1244.444,0.0001699,0.0001699,0.0001699
61,213.28,4.701,0.0,0.243,0.1798,0.3062,1244.444,0.00056,0.00056,0.00056
62,251.64,4.667,-0.29109,0.0113,0.0122,0.0104,1244.444,0.0003,0.0003,0.0003
63,261.7,4.507,0.0,0.0035,0.0054,0.0016,1244.444,0.0003802,0.0003802,0.0003802
64,331.37,4.463,-0.313,0.0028,0.0034,0.0022,1244.444,0.0002371,0.0002371,0.0002371
65,280.89,4.615,0.0,0.0031,0.0054,0.0008,1244.444,0.0004819,0.0004819,0.0004819
66,313.82,4.651,0.0,0.0237,0.0262,0.0212,1244.444,0.00293,0.00293,0.00293
67,336.73,4.714,0.0,0.0038,0.0028,0.0048,1244.444,0.000182,0.000182,0.000182
68,331.11,4.613,-0.31209,0.037,0.016,0.058,1244.444,0.0001554,0.0001554,0.0001554
69,335.25,4.552,0.0,0.0028,0.0038,0.0018,1244.444,0.0001691,0.0001691,0.0001691
70,311.11,4.712,-0.31002,0.0021,0.0034,0.0008,1244.444,0.000192,0.000192,0.000192
71,347.31,4.543,0.0,0.0145,0.0136,0.0154,1244.444,0.0004318,0.0004318,0.0004318
72,98.4,4.577,0.0,0.0025,0.0042,0.0008,1244.444,0.0002722,0.0002722,0.0002722
73,271.09,4.822,0.0,0.0037,0.004,0.0034,1244.444,0.0001542,0.0001542,0.0001542
74,365.97,4.61,0.0,0.0023,0.0036,0.001,1244.444,0.0001462,0.0001462,0.0001462
75,294.93,4.787,-0.3086,0.0043,0.0052,0.0034,1244.444,0.0001236,0.0001236,0.0001236
76,134.8,4.683,0.0,0.0038,0.0062,0.0014,1244.444,0.0005288,0.0005288,0.0005288
77,388.13,4.577,-0.31325,0.0035,0.0052,0.0018,1244.444,0.0003911,0.0003911,0.0003911
78,481.44,4.483,0.0,0.0028,0.0032,0.0024,1244.444,0.0001077,0.0001077,0.0001077
79,314.09,4.565,-0.28001,0.015,0.013,0.017,1244.444,0.0005663,0.0005663,0.0005663
80,209.27,4.6,0.0,0.0152,0.0182,0.0122,1244.444,0.0003915,0.0003915,0.0003915
81,240.35,4.499,-0.31479,0.0028,0.0044,0.0012,1244.444,0.000222,0.000222,0.000222
82,326.06,4.602,-0.3276,0.0028,0.0054,0.0002,1244.444,0.0003409,0.0003409,0.0003409
83,253.06,4.636,-0.31169,0.0085,0.0112,0.0058,1244.444,0.0002565,0.0002565,0.0002565
84,250.25,4.723,0.0,0.0163,0.0156,0.017,1244.444,0.000587,0.000587,0.000587
85,267.67,4.587,-0.31183,0.0069,0.0084,0.0054,1244.444,0.0001674,0.0001674,0.0001674
86,221.45,4.757,0.0,0.0214,0.015,0.0278,1244.444,0.0005326,0.0005326,0.0005326
87,223.18,4.725,-0.30958,0.0043,0.008,0.0006,1244.444,0.0005051,0.0005051,0.0005051
88,290.0,4.566,-0.36821,0.0277,0.0518,0.0036,1244.444,0.0001904,0.0001904,0.0001904
89,243.16,4.797,-0.30874,0.0037,0.005,0.0024,1244.444,0.0001026,0.0001026,0.0001026
90,324.23,4.704,0.0,0.0017,0.0018,0.0016,1244.444,0.0001483,0.0001483,0.0001483
91,258.4,4.709,0.0,0.0028,0.0044,0.0012,1244.444,0.0001878,0.0001878,0.0001878
92,268.88,4.729,0.0,0.0035,0.0062,0.0008,1244.444,0.0003123,0.0003123,0.0003123
93,257.96,4.678,0.0,0.0026,0.005,0.0002,1244.444,0.0003055,0.0003055,0.0003055
94,214.02,4.876,-0.30795,0.0069,0.0076,0.0062,1244.444,0.0002025,0.0002025,0.0002025
95,49.11,4.597,-0.31185,0.0077,0.0132,0.0022,1244.444,0.0001886,0.0001886,0.0001886
96,311.72,4.733,-0.30895,0.0366,0.0044,0.0688,1244.444,0.0001126,0.0001126,0.0001126
97,197.54,4.807,0.0,0.0021,0.004,0.0002,1244.444,0.0001927,0.0001927,0.0001927
98,300.74,4.609,-0.31259,0.0051,0.008,0.0022,1244.444,0.0005148,0.0005148,0.0005148
99,333.1,4.574,0.0,0.0049,0.0072,0.0026,1244.444,0.0003511,0.0003511,0.0003511
100,270.29,4.647,-0.3109,0.0014,0.0022,0.0006,1244.444,0.000255,0.000255,0.000255
101,270.0,4.724,0.0,0.0019,0.0034,0.0004,1244.444,0.000145,0.000145,0.000145
102,117.29,4.604,-0.31233,0.005,0.0068,0.0032,1244.444,0.000221,0.000221,0.000221
103,133.05,4.664,0.0,0.0024,0.0036,0.0012,1244.444,0.0001659,0.0001659,0.0001659
104,270.38,4.802,-0.30894,0.0188,0.0198,0.0178,1244.444,0.0006131,0.0006131,0.0006131
105,254.09,4.749,0.0,0.0305,0.0326,0.0284,1244.444,0.000886,0.000886,0.000886
106,277.43,4.719,-0.29787,0.0276,0.0134,0.0418,1244.444,0.0007133,0.0007133,0.0007133
107,314.72,4.615,0.0,0.0017,0.0024,0.001,1244.444,0.0001605,0.0001605,0.0001605
108,310.8,4.546,-0.31218,0.0018,0.0024,0.0012,1244.444,0.0001671,0.0001671,0.0001671
109,118.34,4.875,0.0,0.0159,0.0144,0.0174,1244.444,0.0005628,0.0005628,0.0005628
110,348.88,4.806,0.0,0.0029,0.0034,0.0024,1244.444,0.0002327,0.0002327,0.0002327
111,212.44,4.769,0.0,0.0046,0.0082,0.001,1244.444,0.0002977,0.0002977,0.0002977
112,260.53,4.584,0.0,0.0019,0.0028,0.001,1244.444,0.0001541,0.0001541,0.0001541
113,142.89,4.656,-0.31079,0.0033,0.0052,0.0014,1244.444,0.0001583,0.0001583,0.0001583
114,288.81,4.782,0.0,0.0108,0.0026,0.019,1244.444,0.0001662,0.0001662,0.0001662
115,335.92,4.709,-0.30971,0.0074,0.0126,0.0022,1244.444,0.0001798,0.0001798,0.0001798
116,222.67,4.959,0.0,0.0043,0.0072,0.0014,1244.444,0.0003109,0.0003109,0.0003109
117,239.88,4.832,-0.30822,0.0109,0.0072,0.0146,1244.444,0.0001476,0.0001476,0.0001476
118,192.93,4.749,0.0,0.0038,0.0074,0.0002,1244.444,0.0003382,0.0003382,0.0003382
119,189.71,4.611,-0.31637,0.0015,0.003,0.0,1244.444,0.0001633,0.0001633,0.0001633
120,197.29,4.5,0.0,0.0009,0.0016,0.0002,1244.444,0.0001019,0.0001019,0.0001019
121,320.98,4.621,-0.31075,0.0015,0.0026,0.0004,1244.444,0.0001144,0.0001144,0.0001144
122,347.2,4.688,0.0,0.0017,0.003,0.0004,1244.444,0.0001253,0.0001253,0.0001253
123,229.13,4.731,-0.30912,0.0018,0.0024,0.0012,1244.444,0.0001901,0.0001901,0.0001901
124,292.03,4.635,0.0,0.0012,0.0018,0.0006,1244.444,0.0002396,0.0002396,0.0002396
125,266.09,4.737,-0.30847,0.0028,0.0048,0.0008,1244.444,0.0004068,0.0004068,0.0004068
126,169.99,4.703,0.0,0.0045,0.009,0.0,1244.444,0.0008074,0.0008074,0.0008074
