Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,599.79,224.91,4.636,-0.31328,0.0039,0.0054,0.0024,1244.444,0.0001924,0.0001924,0.0001924
1,390.92,346.62,4.736,-0.31292,0.0217,0.0236,0.0198,1244.444,0.0001394,0.0001394,0.0001394
2,235.94,146.25,4.819,-0.3113,0.0474,0.0466,0.0482,1244.444,0.0004449,0.0004449,0.0004449
3,377.15,227.27,4.747,-0.31115,0.0088,0.0082,0.0094,1244.444,0.0001287,0.0001287,0.0001287
4,374.91,240.53,4.788,-0.31095,0.0259,0.0338,0.018,1244.444,0.0001862,0.0001862,0.0001862
5,302.57,175.0,4.851,-0.31057,0.0214,0.0136,0.0292,1244.444,0.0001841,0.0001841,0.0001841
6,373.11,123.65,4.9,-0.30906,0.0951,0.0868,0.1034,1244.444,0.000196,0.000196,0.000196
7,84.97,76.46,4.756,-0.311,0.0076,0.011,0.0042,1244.444,0.0004374,0.0004374,0.0004374
8,272.85,71.71,4.813,-0.31335,0.0127,0.0164,0.009,1244.444,0.0002808,0.0002808,0.0002808
9,425.44,59.04,4.638,-0.3224,0.0261,0.0278,0.0244,1244.444,0.0001897,0.0001897,0.0001897
10,206.39,141.61,4.804,-0.31123,0.0098,0.0114,0.0082,1244.444,0.0002437,0.0002437,0.0002437
11,285.9,68.46,4.743,-0.31179,0.0083,0.0108,0.0058,1244.444,0.0001935,0.0001935,0.0001935
12,417.51,237.38,4.626,-0.31372,0.0108,0.0128,0.0088,1244.444,0.00032,0.00032,0.00032
13,513.0,178.58,4.557,-0.31378,0.0444,0.0446,0.0442,1244.444,0.0001226,0.0001226,0.0001226
14,383.6,65.54,4.509,-0.31577,0.0167,0.025,0.0084,1244.444,0.0002606,0.0002606,0.0002606
15,296.77,265.11,4.599,-0.32045,0.031,0.0302,0.0318,1244.444,0.0004271,0.0004271,0.0004271
16,317.76,32.39,4.937,-0.30883,0.0647,0.053,0.0764,1244.444,0.0007763,0.0007763,0.0007763
17,340.3,72.69,4.753,-0.31153,0.0065,0.0092,0.0038,1244.444,0.0003584,0.0003584,0.0003584
18,437.72,50.64,4.659,-0.28926,0.0268,0.0246,0.029,1244.444,0.0002058,0.0002058,0.0002058
19,430.13,62.59,4.821,-0.31198,0.0306,0.0322,0.029,1244.444,0.0001912,0.0001912,0.0001912
20,460.45,66.85,4.738,-0.31197,0.0372,0.034,0.0404,1244.444,0.0001636,0.0001636,0.0001636
21,381.51,25.97,4.774,-0.31143,0.0372,0.0394,0.035,1244.444,0.0006115,0.0006115,0.0006115
22,373.68,172.62,4.668,-0.31332,0.0094,0.0114,0.0074,1244.444,0.0002326,0.0002326,0.0002326
23,460.75,80.07,4.758,-0.31174,0.0122,0.012,0.0124,1244.444,0.0001331,0.0001331,0.0001331
24,336.19,21.75,4.611,-0.31355,0.0253,0.0168,0.0338,1244.444,0.0002442,0.0002442,0.0002442
25,130.46,314.32,4.732,-0.31226,0.0245,0.0246,0.0244,1244.444,0.0001894,0.0001894,0.0001894
26,124.48,137.92,4.777,-0.31228,0.0055,0.005,0.006,1244.444,0.0001611,0.0001611,0.0001611
27,448.4,136.25,4.68,-0.31283,0.0055,0.006,0.005,1244.444,0.0002013,0.0002013,0.0002013
28,210.1,60.1,4.744,-0.27186,0.0423,0.0336,0.051,1244.444,0.0004437,0.0004437,0.0004437
29,276.85,127.5,4.792,-0.32426,0.0175,0.022,0.013,1244.444,0.0006679,0.0006679,0.0006679
30,274.11,283.1,4.693,-0.31268,0.0082,0.0124,0.004,1244.444,0.000122,0.000122,0.000122
31,353.72,27.81,5.058,-0.30701,0.0144,0.0154,0.0134,1244.444,0.0004462,0.0004462,0.0004462
32,317.65,304.83,4.93,-0.30828,0.0259,0.025,0.0268,1244.444,0.0001901,0.0001901,0.0001901
33,373.1,387.84,4.677,-0.31373,0.0097,0.0122,0.0072,1244.444,0.0002365,0.0002365,0.0002365
34,220.92,102.44,4.71,-0.2877,0.0915,0.0646,0.1184,1244.444,0.0003074,0.0003074,0.0003074
