Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
32,5.204,-0.30413,0.006,0.0078,0.0042,864.0,0.0002305,0.0002305,0.0002305
33,4.953,-0.30938,0.1051,0.1486,0.0616,864.0,0.00095,0.00095,0.00095
34,4.937,-0.30923,0.0074,0.0112,0.0036,864.0,0.0003973,0.0003973,0.0003973
35,5.074,-0.30721,0.0081,0.0144,0.0018,864.0,0.0003256,0.0003256,0.0003256
36,5.102,-0.30593,0.0082,0.0076,0.0088,864.0,0.0002821,0.0002821,0.0002821
37,5.168,-0.30222,0.0347,0.0434,0.026,864.0,0.00152,0.00152,0.00152
38,5.106,-0.30753,0.0098,0.013,0.0066,864.0,0.0002923,0.0002923,0.0002923
39,5.018,-0.30838,0.072,0.0484,0.0956,864.0,0.0003554,0.0003554,0.0003554
40,5.163,-0.30613,0.0638,0.0604,0.0672,864.0,0.0004376,0.0004376,0.0004376
41,5.093,-0.30775,0.0788,0.0752,0.0824,864.0,0.0003618,0.0003618,0.0003618
42,4.925,-0.30938,0.0672,0.0292,0.1052,864.0,0.0001817,0.0001817,0.0001817
43,5.033,-0.30812,0.0339,0.0174,0.0504,864.0,0.0002243,0.0002243,0.0002243
44,5.116,-0.30753,0.0135,0.0254,0.0016,864.0,0.00101,0.00101,0.00101
45,4.88,-0.30948,0.0585,0.0714,0.0456,864.0,0.0001715,0.0001715,0.0001715
46,5.145,-0.30658,0.0032,0.0064,0.0,864.0,0.0002542,0.0002542,0.0002542
47,5.001,-0.30885,0.0261,0.0214,0.0308,864.0,0.0002578,0.0002578,0.0002578
48,4.934,-0.309,0.0315,0.028,0.035,864.0,0.0001548,0.0001548,0.0001548
49,5.116,-0.30701,0.0032,0.0046,0.0018,864.0,0.0001971,0.0001971,0.0001971
50,5.017,-0.30795,0.0106,0.0062,0.015,864.0,0.0001856,0.0001856,0.0001856
51,5.209,-0.30446,0.0054,0.0066,0.0042,864.0,0.0002214,0.0002214,0.0002214
52,5.016,-0.30785,0.0068,0.0124,0.0012,864.0,0.0004378,0.0004378,0.0004378
53,5.048,-0.30705,0.0578,0.059,0.0566,864.0,0.0013,0.0013,0.0013
54,5.024,-0.30335,0.0197,0.0218,0.0176,864.0,0.0002216,0.0002216,0.0002216
55,5.198,-0.30556,0.0021,0.004,0.0002,864.0,0.0002419,0.0002419,0.0002419
56,5.188,-0.30564,0.009,0.0108,0.0072,864.0,0.0003663,0.0003663,0.0003663
57,5.093,-0.30621,0.0108,0.0126,0.009,864.0,0.0002547,0.0002547,0.0002547
58,4.965,-0.30941,0.0458,0.0496,0.042,864.0,0.0001824,0.0001824,0.0001824
59,5.019,-0.30794,0.0156,0.0188,0.0124,864.0,0.0002832,0.0002832,0.0002832
60,5.141,-0.30605,0.0269,0.0378,0.016,864.0,0.00222,0.00222,0.00222
61,4.875,-0.3101,0.0525,0.063,0.042,864.0,0.0002104,0.0002104,0.0002104
62,4.961,-0.30931,0.0103,0.0116,0.009,864.0,0.0002301,0.0002301,0.0002301
63,5.045,-0.30798,0.0173,0.006,0.0286,864.0,0.0002554,0.0002554,0.0002554
64,5.258,-0.30505,0.0264,0.0254,0.0274,864.0,0.0003446,0.0003446,0.0003446
65,5.101,-0.30611,0.0037,0.0074,0.0,864.0,0.0002365,0.0002365,0.0002365
66,5.234,-0.29458,0.0703,0.1248,0.0158,864.0,0.00314,0.00314,0.00314
67,4.912,-0.30058,0.0823,0.09,0.0746,864.0,0.0002603,0.0002603,0.0002603
68,5.136,-0.30448,0.0082,0.0092,0.0072,864.0,0.0002122,0.0002122,0.0002122
69,4.944,-0.30828,0.0072,0.0104,0.004,864.0,0.0002691,0.0002691,0.0002691
70,5.155,-0.30506,0.0066,0.0078,0.0054,864.0,0.0001742,0.0001742,0.0001742
71,5.119,-0.31568,0.0775,0.0752,0.0798,864.0,0.0005145,0.0005145,0.0005145
72,5.145,-0.3059,0.0069,0.0104,0.0034,864.0,0.0002012,0.0002012,0.0002012
73,5.019,-0.30805,0.0331,0.0184,0.0478,864.0,0.0001561,0.0001561,0.0001561
74,4.874,-0.32062,0.0717,0.0842,0.0592,864.0,0.0002299,0.0002299,0.0002299
75,5.008,-0.30781,0.0067,0.0086,0.0048,864.0,0.0001832,0.0001832,0.0001832
76,4.904,-0.31017,0.002,0.003,0.001,864.0,0.0001956,0.0001956,0.0001956
77,5.071,-0.30801,0.0819,0.0692,0.0946,864.0,0.00133,0.00133,0.00133
78,5.277,-0.3036,0.002,0.003,0.001,864.0,0.0002329,0.0002329,0.0002329
79,5.017,-0.30802,0.0158,0.0134,0.0182,864.0,0.000438,0.000438,0.000438
80,5.081,-0.30759,0.1092,0.1076,0.1108,864.0,0.0001798,0.0001798,0.0001798
81,4.945,-0.3096,0.0149,0.0108,0.019,864.0,0.0005354,0.0005354,0.0005354
82,5.08,-0.30778,0.0358,0.0406,0.031,864.0,0.00109,0.00109,0.00109
83,5.052,-0.30815,0.0297,0.0288,0.0306,864.0,0.0006825,0.0006825,0.0006825
84,4.909,-0.30897,0.0026,0.005,0.0002,864.0,0.0002114,0.0002114,0.0002114
85,5.092,-0.30693,0.0023,0.0044,0.0002,864.0,0.0001744,0.0001744,0.0001744
86,4.931,-0.30902,0.0064,0.01,0.0028,864.0,0.0002823,0.0002823,0.0002823
87,5.195,-0.30516,0.0144,0.0172,0.0116,864.0,0.0002603,0.0002603,0.0002603
88,5.097,-0.30661,0.0487,0.0476,0.0498,864.0,0.0002418,0.0002418,0.0002418
89,4.958,-0.30863,0.0056,0.0094,0.0018,864.0,0.0008879,0.0008879,0.0008879
90,5.256,-0.3033,0.0068,0.011,0.0026,864.0,0.0005216,0.0005216,0.0005216
91,5.057,-0.30788,0.0171,0.0194,0.0148,864.0,0.0005437,0.0005437,0.0005437
92,5.124,-0.30626,0.0064,0.0114,0.0014,864.0,0.0002765,0.0002765,0.0002765
93,5.14,-0.30575,0.0133,0.0132,0.0134,864.0,0.0004667,0.0004667,0.0004667
94,5.176,-0.30523,0.0161,0.0174,0.0148,864.0,0.0004114,0.0004114,0.0004114
95,5.221,-0.30548,0.1894,0.1758,0.203,864.0,0.0003992,0.0003992,0.0003992
96,5.142,-0.30586,0.0457,0.0476,0.0438,864.0,0.000231,0.000231,0.000231
97,5.052,-0.30754,0.0079,0.006,0.0098,864.0,0.0002468,0.0002468,0.0002468
98,5.122,-0.29461,0.0335,0.037,0.03,864.0,0.00899,0.00899,0.00899
99,5.175,-0.30474,0.07,0.0716,0.0684,864.0,0.00179,0.00179,0.00179
100,5.028,-0.30765,0.0176,0.0264,0.0088,864.0,0.0002785,0.0002785,0.0002785
101,5.095,-0.30715,0.0173,0.0184,0.0162,864.0,0.0002673,0.0002673,0.0002673
102,4.985,-0.30865,0.0038,0.007,0.0006,864.0,0.0002207,0.0002207,0.0002207
103,5.227,-0.30411,0.0148,0.0278,0.0018,864.0,0.0041,0.0041,0.0041
104,5.135,-0.30632,0.0013,0.0024,0.0002,864.0,0.0003077,0.0003077,0.0003077
105,4.985,-0.30863,0.0067,0.009,0.0044,864.0,0.0002717,0.0002717,0.0002717
106,5.04,-0.30814,0.014,0.0168,0.0112,864.0,0.0002404,0.0002404,0.0002404
107,5.122,-0.30525,0.0051,0.0084,0.0018,864.0,0.0003542,0.0003542,0.0003542
108,5.254,-0.30352,0.0833,0.0926,0.074,864.0,0.0004915,0.0004915,0.0004915
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0071,0.0104,0.0038,864.0,0.000286,0.000286,0.000286
111,5.191,-0.3056,0.0029,0.0052,0.0006,864.0,0.0002135,0.0002135,0.0002135
112,5.215,-0.27862,0.0594,0.0558,0.063,864.0,0.0005808,0.0005808,0.0005808
113,5.17,-0.30616,0.0276,0.0304,0.0248,864.0,0.0002192,0.0002192,0.0002192
114,5.27,-0.30316,0.0802,0.082,0.0784,864.0,0.0033,0.0033,0.0033
115,5.12,-0.30653,0.011,0.0106,0.0114,864.0,0.0003498,0.0003498,0.0003498
116,5.017,-0.30771,0.0039,0.0064,0.0014,864.0,0.0002136,0.0002136,0.0002136
117,5.234,-0.30379,0.0016,0.0018,0.0014,864.0,0.0002446,0.0002446,0.0002446
118,5.114,-0.30676,0.0136,0.004,0.0232,864.0,0.0002538,0.0002538,0.0002538
119,5.271,-0.30461,0.0109,0.0136,0.0082,864.0,0.0003562,0.0003562,0.0003562
120,5.084,-0.30669,0.004,0.0056,0.0024,864.0,0.0002453,0.0002453,0.0002453
121,4.996,-0.30827,0.0101,0.0162,0.004,864.0,0.0002924,0.0002924,0.0002924
122,5.269,-0.30324,0.0027,0.0052,0.0002,864.0,0.0003266,0.0003266,0.0003266
123,5.109,-0.30626,0.005,0.006,0.004,864.0,0.00159,0.00159,0.00159
124,5.24,-0.29286,0.015,0.0168,0.0132,864.0,0.00129,0.00129,0.00129
125,5.037,-0.30725,0.003,0.0058,0.0002,864.0,0.000171,0.000171,0.000171
126,5.165,-0.30495,0.0065,0.0126,0.0004,864.0,0.0005537,0.0005537,0.0005537
