Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,5.088,-0.30783,0.0052,0.0046,0.0058,864.0,0.0002193,0.0002193,0.0002193
1,4.981,-0.30902,0.0289,0.017,0.0408,864.0,0.0001732,0.0001732,0.0001732
2,4.892,-0.3104,0.0361,0.0416,0.0306,864.0,0.0002554,0.0002554,0.0002554
3,4.944,-0.27711,0.0993,0.1016,0.097,864.0,0.0003508,0.0003508,0.0003508
4,4.987,-0.32195,0.3478,0.3262,0.3694,864.0,0.0008673,0.0008673,0.0008673
5,4.882,-0.31039,0.0867,0.0872,0.0862,864.0,0.0005951,0.0005951,0.0005951
6,4.969,-0.30806,0.1151,0.066,0.1642,864.0,0.0002691,0.0002691,0.0002691
7,5.015,-0.30824,0.0042,0.0072,0.0012,864.0,0.0003242,0.0003242,0.0003242
8,5.111,-0.3073,0.0109,0.0124,0.0094,864.0,0.0003225,0.0003225,0.0003225
9,4.972,-0.30941,0.3261,0.3018,0.3504,864.0,0.02105,0.02105,0.02105
10,4.876,-0.31036,0.1393,0.1542,0.1244,864.0,0.00406,0.00406,0.00406
11,5.132,-0.30673,0.316,0.3106,0.3214,864.0,0.00329,0.00329,0.00329
12,4.831,-0.31113,0.4859,0.6272,0.3446,864.0,0.0018,0.0018,0.0018
13,4.95,-0.30876,0.0455,0.025,0.066,864.0,0.0003633,0.0003633,0.0003633
14,4.995,-0.30886,0.0078,0.0092,0.0064,864.0,0.0002296,0.0002296,0.0002296
15,5.118,-0.30738,0.0264,0.0426,0.0102,864.0,0.00286,0.00286,0.00286
16,4.918,-0.3091,0.0038,0.0062,0.0014,864.0,0.0001686,0.0001686,0.0001686
17,5.003,-0.30763,0.0486,0.057,0.0402,864.0,0.0003088,0.0003088,0.0003088
18,4.865,-0.31125,0.0468,0.052,0.0416,864.0,0.0002466,0.0002466,0.0002466
19,5.104,-0.30768,0.0033,0.0064,0.0002,864.0,0.0002458,0.0002458,0.0002458
20,4.902,-0.30965,0.0263,0.0314,0.0212,864.0,0.0002408,0.0002408,0.0002408
21,5.04,-0.30739,0.0058,0.01,0.0016,864.0,0.0005613,0.0005613,0.0005613
22,4.979,-0.30076,0.0277,0.0164,0.039,864.0,0.0002623,0.0002623,0.0002623
23,5.033,-0.30851,0.0157,0.0244,0.007,864.0,0.0003059,0.0003059,0.0003059
24,4.766,-0.30398,0.0376,0.0468,0.0284,864.0,0.0015,0.0015,0.0015
25,4.87,-0.31089,0.0086,0.0098,0.0074,864.0,0.0002287,0.0002287,0.0002287
26,4.999,-0.30886,0.0036,0.006,0.0012,864.0,0.0003935,0.0003935,0.0003935
27,5.077,-0.30693,0.1087,0.1264,0.091,864.0,0.0004883,0.0004883,0.0004883
28,5.198,-0.30578,0.0062,0.0068,0.0056,864.0,0.0002465,0.0002465,0.0002465
29,4.994,-0.30757,0.0827,0.0818,0.0836,864.0,0.000275,0.000275,0.000275
30,5.083,-0.30708,0.0039,0.006,0.0018,864.0,0.0001922,0.0001922,0.0001922
31,5.129,-0.30656,0.0032,0.0052,0.0012,864.0,0.0002578,0.0002578,0.0002578
