Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,431.55,246.37,4.636,-0.31328,0.0039,0.0032,0.0046,1244.444,0.000149,0.000149,0.000149
1,289.08,197.15,4.736,-0.31292,0.0174,0.0164,0.0184,1244.444,0.0001942,0.0001942,0.0001942
2,205.76,148.88,4.819,-0.3113,0.0336,0.0318,0.0354,1244.444,0.0002066,0.0002066,0.0002066
3,274.07,184.95,4.747,-0.31115,0.0064,0.0074,0.0054,1244.444,0.0003257,0.0003257,0.0003257
4,250.64,207.37,4.788,-0.31095,0.0135,0.013,0.014,1244.444,0.0002226,0.0002226,0.0002226
5,303.13,160.83,4.851,-0.31057,0.0315,0.0144,0.0486,1244.444,0.0001718,0.0001718,0.0001718
6,304.49,109.3,4.9,-0.30906,0.1024,0.0868,0.118,1244.444,0.0001746,0.0001746,0.0001746
7,220.93,83.26,4.756,-0.311,0.0058,0.007,0.0046,1244.444,0.0003046,0.0003046,0.0003046
8,226.66,57.11,4.813,-0.31335,0.0584,0.0866,0.0302,1244.444,0.0003077,0.0003077,0.0003077
9,301.84,65.45,4.638,-0.3224,0.1854,0.2842,0.0866,1244.444,0.000255,0.000255,0.000255
10,234.84,205.03,4.804,-0.31123,0.0082,0.0082,0.0082,1244.444,0.0001701,0.0001701,0.0001701
11,263.1,77.83,4.743,-0.31179,0.0099,0.0124,0.0074,1244.444,0.00016,0.00016,0.00016
12,458.18,280.36,4.626,-0.31372,0.0273,0.0242,0.0304,1244.444,0.0001698,0.0001698,0.0001698
13,331.13,348.54,4.557,-0.31378,0.0429,0.0418,0.044,1244.444,0.0003352,0.0003352,0.0003352
14,383.6,72.46,4.509,-0.31577,0.0131,0.023,0.0032,1244.444,0.0003848,0.0003848,0.0003848
15,265.49,225.44,4.599,-0.32045,0.0283,0.0296,0.027,1244.444,0.000439,0.000439,0.000439
16,350.59,29.7,4.937,-0.30883,0.0614,0.061,0.0618,1244.444,0.0007953,0.0007953,0.0007953
17,374.7,72.72,4.753,-0.31153,0.007,0.01,0.004,1244.444,0.000454,0.000454,0.000454
18,484.16,59.22,4.659,-0.28926,0.0248,0.0216,0.028,1244.444,0.0001616,0.0001616,0.0001616
19,411.08,67.28,4.821,-0.31198,0.0379,0.034,0.0418,1244.444,0.0002993,0.0002993,0.0002993
20,426.5,60.97,4.738,-0.31197,0.0332,0.035,0.0314,1244.444,0.000293,0.000293,0.000293
21,213.06,24.65,4.774,-0.31143,0.0564,0.0864,0.0264,1244.444,0.0004331,0.0004331,0.0004331
22,398.26,209.57,4.668,-0.31332,0.015,0.0224,0.0076,1244.444,0.0001848,0.0001848,0.0001848
23,108.59,71.26,4.758,-0.31174,0.0159,0.0154,0.0164,1244.444,0.0001818,0.0001818,0.0001818
24,338.81,24.22,4.611,-0.31355,0.0306,0.0204,0.0408,1244.444,0.0003208,0.0003208,0.0003208
25,240.79,346.74,4.732,-0.31226,0.0237,0.0284,0.019,1244.444,0.0001817,0.0001817,0.0001817
26,164.13,144.45,4.777,-0.31228,0.0036,0.0042,0.003,1244.444,0.0001841,0.0001841,0.0001841
27,377.29,161.27,4.68,-0.31283,0.0081,0.0108,0.0054,1244.444,0.0001185,0.0001185,0.0001185
28,249.17,87.75,4.744,-0.27186,0.0285,0.0284,0.0286,1244.444,0.0002028,0.0002028,0.0002028
29,299.18,140.04,4.792,-0.32426,0.0105,0.011,0.01,1244.444,0.0008908,0.0008908,0.0008908
30,208.29,228.56,4.693,-0.31268,0.0094,0.0092,0.0096,1244.444,0.0001132,0.0001132,0.0001132
31,244.73,36.24,5.058,-0.30701,0.0124,0.0124,0.0124,1244.444,0.0005082,0.0005082,0.0005082
32,245.74,289.45,4.93,-0.30828,0.0318,0.0306,0.033,1244.444,0.0002769,0.0002769,0.0002769
33,453.57,427.66,4.677,-0.31373,0.0078,0.0108,0.0048,1244.444,0.0001665,0.0001665,0.0001665
34,285.44,114.7,4.71,-0.2877,0.0514,0.044,0.0588,1244.444,0.0003085,0.0003085,0.0003085
35,371.33,61.8,4.915,-0.3092,0.0093,0.0104,0.0082,1244.444,0.0001499,0.0001499,0.0001499
36,283.85,54.93,4.854,-0.31028,0.0075,0.0102,0.0048,1244.444,0.000155,0.000155,0.000155
37,441.24,307.05,4.594,-0.31539,0.0118,0.0138,0.0098,1244.444,0.0001723,0.0001723,0.0001723
38,418.53,169.03,4.486,-0.31594,0.015,0.02,0.01,1244.444,0.0005823,0.0005823,0.0005823
39,484.55,197.6,4.574,-0.31403,0.0045,0.0046,0.0044,1244.444,0.0001057,0.0001057,0.0001057
40,358.51,301.67,4.706,-0.31264,0.0048,0.0056,0.004,1244.444,0.0003894,0.0003894,0.0003894
41,203.09,222.74,4.815,-0.31264,0.0061,0.0064,0.0058,1244.444,0.0001814,0.0001814,0.0001814
42,328.22,331.26,4.655,-0.31429,0.0319,0.0296,0.0342,1244.444,0.0001096,0.0001096,0.0001096
43,305.64,208.15,4.755,-0.31328,0.0093,0.0146,0.004,1244.444,0.0002556,0.0002556,0.0002556
44,213.55,272.93,4.868,-0.3105,0.0034,0.0042,0.0026,1244.444,0.000167,0.000167,0.000167
45,380.59,354.16,4.763,-0.31105,0.0201,0.0108,0.0294,1244.444,0.000117,0.000117,0.000117
46,526.15,434.43,4.674,-0.31335,0.0097,0.0082,0.0112,1244.444,0.0002343,0.0002343,0.0002343
47,435.46,143.01,4.795,-0.31225,0.008,0.0102,0.0058,1244.444,0.0001771,0.0001771,0.0001771
48,397.47,294.1,4.707,-0.31165,0.0148,0.017,0.0126,1244.444,0.000129,0.000129,0.000129
49,284.89,162.41,4.811,-0.31113,0.0049,0.0056,0.0042,1244.444,0.0002049,0.0002049,0.0002049
50,224.29,128.87,4.879,-0.30969,0.0151,0.0096,0.0206,1244.444,0.0003505,0.0003505,0.0003505
51,410.29,351.07,4.767,-0.31094,0.0099,0.01,0.0098,1244.444,0.0001123,0.0001123,0.0001123
52,289.72,77.23,4.855,-0.3096,0.0133,0.0092,0.0174,1244.444,0.0001405,0.0001405,0.0001405
53,331.16,357.75,4.768,-0.31056,0.0358,0.0562,0.0154,1244.444,0.0001192,0.0001192,0.0001192
54,323.54,66.79,4.822,-0.31041,0.0116,0.0174,0.0058,1244.444,0.0002352,0.0002352,0.0002352
55,136.03,335.56,4.907,-0.30999,0.0075,0.0086,0.0064,1244.444,0.0002971,0.0002971,0.0002971
