Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,456.47,221.51,4.636,-0.31328,0.0048,0.0072,0.0024,1244.444,0.000124,0.000124,0.000124
1,182.38,253.27,4.736,-0.31292,0.0279,0.0312,0.0246,1244.444,0.0002606,0.0002606,0.0002606
2,225.0,128.23,4.819,-0.3113,0.0609,0.0694,0.0524,1244.444,0.0002244,0.0002244,0.0002244
3,318.14,210.85,4.747,-0.31115,0.0093,0.0106,0.008,1244.444,0.0001297,0.0001297,0.0001297
4,429.06,211.34,4.788,-0.31095,0.015,0.0126,0.0174,1244.444,0.0001239,0.0001239,0.0001239
5,183.22,182.28,4.851,-0.31057,0.0246,0.0128,0.0364,1244.444,0.0001938,0.0001938,0.0001938
6,411.9,58.78,4.9,-0.30906,0.1009,0.099,0.1028,1244.444,0.0006365,0.0006365,0.0006365
7,134.5,74.22,4.756,-0.311,0.0076,0.011,0.0042,1244.444,0.0006016,0.0006016,0.0006016
8,386.77,55.83,4.813,-0.31335,0.0127,0.0162,0.0092,1244.444,0.0002537,0.0002537,0.0002537
9,482.74,68.68,4.638,-0.3224,0.0516,0.0328,0.0704,1244.444,0.000323,0.000323,0.000323
10,222.87,167.53,4.804,-0.31123,0.008,0.011,0.005,1244.444,0.0001733,0.0001733,0.0001733
11,176.13,76.6,4.743,-0.31179,0.011,0.013,0.009,1244.444,0.0001653,0.0001653,0.0001653
12,357.51,307.39,4.626,-0.31372,0.0128,0.016,0.0096,1244.444,0.0003767,0.0003767,0.0003767
13,170.8,217.31,4.557,-0.31378,0.0454,0.045,0.0458,1244.444,0.0001207,0.0001207,0.0001207
14,340.99,57.27,4.509,-0.31577,0.0136,0.0228,0.0044,1244.444,0.0003582,0.0003582,0.0003582
15,324.49,281.48,4.599,-0.32045,0.0501,0.0516,0.0486,1244.444,0.0003949,0.0003949,0.0003949
16,215.14,20.66,4.937,-0.30883,0.0655,0.0684,0.0626,1244.444,0.00273,0.00273,0.00273
17,371.06,93.56,4.753,-0.31153,0.0072,0.0108,0.0036,1244.444,0.0003858,0.0003858,0.0003858
18,260.93,59.58,4.659,-0.28926,0.0266,0.0228,0.0304,1244.444,0.0001953,0.0001953,0.0001953
19,252.01,47.28,4.821,-0.31198,0.038,0.0358,0.0402,1244.444,0.0003697,0.0003697,0.0003697
20,329.7,64.47,4.738,-0.31197,0.0338,0.036,0.0316,1244.444,0.0001845,0.0001845,0.0001845
21,357.53,22.49,4.774,-0.31143,0.0335,0.0314,0.0356,1244.444,0.0002237,0.0002237,0.0002237
22,349.35,181.21,4.668,-0.31332,0.0094,0.0124,0.0064,1244.444,0.0001504,0.0001504,0.0001504
23,402.81,85.11,4.758,-0.31174,0.0111,0.0118,0.0104,1244.444,0.0001401,0.0001401,0.0001401
24,345.51,25.27,4.611,-0.31355,0.024,0.021,0.027,1244.444,0.0002444,0.0002444,0.0002444
25,290.88,373.9,4.732,-0.31226,0.0229,0.0196,0.0262,1244.444,0.0001655,0.0001655,0.0001655
26,305.6,149.97,4.777,-0.31228,0.0057,0.007,0.0044,1244.444,0.0002403,0.0002403,0.0002403
27,389.14,143.87,4.68,-0.31283,0.0077,0.0074,0.008,1244.444,0.0001491,0.0001491,0.0001491
28,208.95,65.47,4.744,-0.27186,0.0351,0.0318,0.0384,1244.444,0.0003437,0.0003437,0.0003437
29,350.14,160.76,4.792,-0.32426,0.0172,0.0198,0.0146,1244.444,0.0004599,0.0004599,0.0004599
30,440.3,330.47,4.693,-0.31268,0.015,0.0078,0.0222,1244.444,0.0001018,0.0001018,0.0001018
