Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,5.088,-0.30783,0.0058,0.006,0.0056,864.0,0.0002243,0.0002243,0.0002243
1,4.981,-0.30902,0.0153,0.0054,0.0252,864.0,0.0001807,0.0001807,0.0001807
2,4.892,-0.3104,0.0195,0.0258,0.0132,864.0,0.0002714,0.0002714,0.0002714
3,4.944,-0.27711,0.0995,0.0952,0.1038,864.0,0.0004403,0.0004403,0.0004403
4,4.987,-0.32195,0.3069,0.322,0.2918,864.0,0.00226,0.00226,0.00226
5,4.882,-0.31039,0.093,0.099,0.087,864.0,0.0005044,0.0005044,0.0005044
6,4.969,-0.30806,0.0561,0.065,0.0472,864.0,0.000289,0.000289,0.000289
7,5.015,-0.30824,0.0027,0.0034,0.002,864.0,0.0002982,0.0002982,0.0002982
8,5.111,-0.3073,0.0095,0.0126,0.0064,864.0,0.0003073,0.0003073,0.0003073
9,4.972,-0.30941,0.3155,0.2818,0.3492,864.0,0.00914,0.00914,0.00914
10,4.876,-0.31036,0.1537,0.1638,0.1436,864.0,0.00669,0.00669,0.00669
11,5.132,-0.30673,0.2999,0.3252,0.2746,864.0,0.00636,0.00636,0.00636
12,4.831,-0.31113,0.4932,0.8864,0.1,864.0,0.00294,0.00294,0.00294
13,4.95,-0.30876,0.0666,0.0334,0.0998,864.0,0.0004432,0.0004432,0.0004432
14,4.995,-0.30886,0.0292,0.0122,0.0462,864.0,0.0002893,0.0002893,0.0002893
15,5.118,-0.30738,0.0074,0.0102,0.0046,864.0,0.00115,0.00115,0.00115
16,4.918,-0.3091,0.0055,0.0084,0.0026,864.0,0.0001558,0.0001558,0.0001558
17,5.003,-0.30763,0.0505,0.0526,0.0484,864.0,0.0003391,0.0003391,0.0003391
18,4.865,-0.31125,0.0471,0.0594,0.0348,864.0,0.0002509,0.0002509,0.0002509
19,5.104,-0.30768,0.0116,0.0072,0.016,864.0,0.0002542,0.0002542,0.0002542
20,4.902,-0.30965,0.009,0.0144,0.0036,864.0,0.0002465,0.0002465,0.0002465
21,5.04,-0.30739,0.0072,0.0102,0.0042,864.0,0.0002779,0.0002779,0.0002779
22,4.979,-0.30076,0.03,0.0136,0.0464,864.0,0.0003763,0.0003763,0.0003763
23,5.033,-0.30851,0.023,0.0144,0.0316,864.0,0.0002954,0.0002954,0.0002954
24,4.766,-0.30398,0.0432,0.0514,0.035,864.0,0.00183,0.00183,0.00183
25,4.87,-0.31089,0.0157,0.0166,0.0148,864.0,0.0002562,0.0002562,0.0002562
26,4.999,-0.30886,0.0055,0.0088,0.0022,864.0,0.0003215,0.0003215,0.0003215
27,5.077,-0.30693,0.1097,0.0996,0.1198,864.0,0.0006237,0.0006237,0.0006237
28,5.198,-0.30578,0.0075,0.011,0.004,864.0,0.0002091,0.0002091,0.0002091
29,4.994,-0.30757,0.0876,0.0834,0.0918,864.0,0.0002688,0.0002688,0.0002688
30,5.083,-0.30708,0.0042,0.0068,0.0016,864.0,0.000311,0.000311,0.000311
31,5.129,-0.30656,0.0034,0.0054,0.0014,864.0,0.000291,0.000291,0.000291
32,5.204,-0.30413,0.017,0.014,0.02,864.0,0.0002497,0.0002497,0.0002497
33,4.953,-0.30938,0.1076,0.1604,0.0548,864.0,0.00102,0.00102,0.00102
34,4.937,-0.30923,0.0098,0.0126,0.007,864.0,0.0003012,0.0003012,0.0003012
35,5.074,-0.30721,0.0072,0.0118,0.0026,864.0,0.0003157,0.0003157,0.0003157
36,5.102,-0.30593,0.0173,0.0234,0.0112,864.0,0.0003893,0.0003893,0.0003893
37,5.168,-0.30222,0.0359,0.0456,0.0262,864.0,0.00118,0.00118,0.00118
38,5.106,-0.30753,0.0103,0.0144,0.0062,864.0,0.0004673,0.0004673,0.0004673
39,5.018,-0.30838,0.0077,0.0134,0.002,864.0,0.0004527,0.0004527,0.0004527
40,5.163,-0.30613,0.0586,0.0626,0.0546,864.0,0.0005249,0.0005249,0.0005249
41,5.093,-0.30775,0.0745,0.0868,0.0622,864.0,0.0003518,0.0003518,0.0003518
42,4.925,-0.30938,0.0207,0.0272,0.0142,864.0,0.0001878,0.0001878,0.0001878
43,5.033,-0.30812,0.0091,0.0072,0.011,864.0,0.0002405,0.0002405,0.0002405
44,5.116,-0.30753,0.0119,0.022,0.0018,864.0,0.0007691,0.0007691,0.0007691
45,4.88,-0.30948,0.0552,0.0748,0.0356,864.0,0.0001846,0.0001846,0.0001846
46,5.145,-0.30658,0.0031,0.005,0.0012,864.0,0.0002604,0.0002604,0.0002604
47,5.001,-0.30885,0.0156,0.017,0.0142,864.0,0.0002288,0.0002288,0.0002288
48,4.934,-0.309,0.1178,0.0824,0.1532,864.0,0.0001707,0.0001707,0.0001707
49,5.116,-0.30701,0.0026,0.003,0.0022,864.0,0.0002282,0.0002282,0.0002282
50,5.017,-0.30795,0.0681,0.0242,0.112,864.0,0.0002476,0.0002476,0.0002476
51,5.209,-0.30446,0.0024,0.0038,0.001,864.0,0.0003209,0.0003209,0.0003209
52,5.016,-0.30785,0.0062,0.0104,0.002,864.0,0.0005093,0.0005093,0.0005093
53,5.048,-0.30705,0.0486,0.0454,0.0518,864.0,0.00128,0.00128,0.00128
54,5.024,-0.30335,0.0177,0.026,0.0094,864.0,0.0002307,0.0002307,0.0002307
55,5.198,-0.30556,0.0047,0.0056,0.0038,864.0,0.0002485,0.0002485,0.0002485
56,5.188,-0.30564,0.0055,0.0088,0.0022,864.0,0.0003243,0.0003243,0.0003243
57,5.093,-0.30621,0.0156,0.0152,0.016,864.0,0.0002842,0.0002842,0.0002842
58,4.965,-0.30941,0.0363,0.0336,0.039,864.0,0.0001831,0.0001831,0.0001831
59,5.019,-0.30794,0.014,0.0162,0.0118,864.0,0.0003423,0.0003423,0.0003423
60,5.141,-0.30605,0.0222,0.0348,0.0096,864.0,0.0032,0.0032,0.0032
61,4.875,-0.3101,0.0379,0.0338,0.042,864.0,0.0001881,0.0001881,0.0001881
62,4.961,-0.30931,0.0069,0.0096,0.0042,864.0,0.0002615,0.0002615,0.0002615
63,5.045,-0.30798,0.0163,0.013,0.0196,864.0,0.0002863,0.0002863,0.0002863
64,5.258,-0.30505,0.0271,0.0266,0.0276,864.0,0.000333,0.000333,0.000333
65,5.101,-0.30611,0.0039,0.007,0.0008,864.0,0.0002762,0.0002762,0.0002762
66,5.234,-0.29458,0.016,0.0218,0.0102,864.0,0.00355,0.00355,0.00355
67,4.912,-0.30058,0.0777,0.0856,0.0698,864.0,0.000279,0.000279,0.000279
68,5.136,-0.30448,0.0072,0.0086,0.0058,864.0,0.0002027,0.0002027,0.0002027
69,4.944,-0.30828,0.0039,0.0062,0.0016,864.0,0.0002655,0.0002655,0.0002655
70,5.155,-0.30506,0.0052,0.0066,0.0038,864.0,0.0001934,0.0001934,0.0001934
71,5.119,-0.31568,0.0809,0.0768,0.085,864.0,0.0003957,0.0003957,0.0003957
72,5.145,-0.3059,0.0088,0.0132,0.0044,864.0,0.0001968,0.0001968,0.0001968
73,5.019,-0.30805,0.007,0.008,0.006,864.0,0.0002241,0.0002241,0.0002241
74,4.874,-0.32062,0.0769,0.082,0.0718,864.0,0.0002173,0.0002173,0.0002173
75,5.008,-0.30781,0.0075,0.0118,0.0032,864.0,0.0001832,0.0001832,0.0001832
76,4.904,-0.31017,0.0021,0.0042,0.0,864.0,0.0001747,0.0001747,0.0001747
77,5.071,-0.30801,0.0784,0.081,0.0758,864.0,0.00199,0.00199,0.00199
78,5.277,-0.3036,0.003,0.0056,0.0004,864.0,0.0002257,0.0002257,0.0002257
79,5.017,-0.30802,0.0162,0.0184,0.014,864.0,0.0004113,0.0004113,0.0004113
80,5.081,-0.30759,0.1389,0.1438,0.134,864.0,0.000186,0.000186,0.000186
81,4.945,-0.3096,0.0875,0.0304,0.1446,864.0,0.00284,0.00284,0.00284
82,5.08,-0.30778,0.0519,0.0342,0.0696,864.0,0.00064,0.00064,0.00064
83,5.052,-0.30815,0.0237,0.0286,0.0188,864.0,0.000746,0.000746,0.000746
84,4.909,-0.30897,0.0044,0.0082,0.0006,864.0,0.0002299,0.0002299,0.0002299
85,5.092,-0.30693,0.0025,0.0044,0.0006,864.0,0.0001984,0.0001984,0.0001984
86,4.931,-0.30902,0.0119,0.011,0.0128,864.0,0.0002856,0.0002856,0.0002856
87,5.195,-0.30516,0.0201,0.0238,0.0164,864.0,0.0002539,0.0002539,0.0002539
88,5.097,-0.30661,0.058,0.0544,0.0616,864.0,0.0002168,0.0002168,0.0002168
89,4.958,-0.30863,0.0051,0.0086,0.0016,864.0,0.0006828,0.0006828,0.0006828
90,5.256,-0.3033,0.0047,0.0078,0.0016,864.0,0.0003434,0.0003434,0.0003434
91,5.057,-0.30788,0.0184,0.0228,0.014,864.0,0.0006861,0.0006861,0.0006861
92,5.124,-0.30626,0.0044,0.007,0.0018,864.0,0.0004897,0.0004897,0.0004897
93,5.14,-0.30575,0.0061,0.0074,0.0048,864.0,0.0003237,0.0003237,0.0003237
94,5.176,-0.30523,0.0185,0.0236,0.0134,864.0,0.0004281,0.0004281,0.0004281
95,5.221,-0.30548,0.1868,0.207,0.1666,864.0,0.0004088,0.0004088,0.0004088
96,5.142,-0.30586,0.0498,0.0514,0.0482,864.0,0.0002577,0.0002577,0.0002577
97,5.052,-0.30754,0.0076,0.0102,0.005,864.0,0.0002352,0.0002352,0.0002352
98,5.122,-0.29461,0.0331,0.0348,0.0314,864.0,0.00525,0.00525,0.00525
99,5.175,-0.30474,0.0685,0.0702,0.0668,864.0,0.00174,0.00174,0.00174
100,5.028,-0.30765,0.0221,0.028,0.0162,864.0,0.0002671,0.0002671,0.0002671
101,5.095,-0.30715,0.016,0.0182,0.0138,864.0,0.0002381,0.0002381,0.0002381
102,4.985,-0.30865,0.0049,0.0052,0.0046,864.0,0.0002095,0.0002095,0.0002095
103,5.227,-0.30411,0.0113,0.0218,0.0008,864.0,0.00781,0.00781,0.00781
104,5.135,-0.30632,0.0074,0.0074,0.0074,864.0,0.0002275,0.0002275,0.0002275
105,4.985,-0.30863,0.0187,0.0224,0.015,864.0,0.0002465,0.0002465,0.0002465
106,5.04,-0.30814,0.0129,0.015,0.0108,864.0,0.0002595,0.0002595,0.0002595
107,5.122,-0.30525,0.0042,0.0056,0.0028,864.0,0.000268,0.000268,0.000268
108,5.254,-0.30352,0.0881,0.095,0.0812,864.0,0.0005952,0.0005952,0.0005952
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0068,0.0084,0.0052,864.0,0.0002232,0.0002232,0.0002232
111,5.191,-0.3056,0.0023,0.0044,0.0002,864.0,0.0004839,0.0004839,0.0004839
112,5.215,-0.27862,0.0651,0.0596,0.0706,864.0,0.0005551,0.0005551,0.0005551
113,5.17,-0.30616,0.0264,0.0244,0.0284,864.0,0.0002107,0.0002107,0.0002107
114,5.27,-0.30316,0.0859,0.0918,0.08,864.0,0.00335,0.00335,0.00335
115,5.12,-0.30653,0.0175,0.0122,0.0228,864.0,0.0003015,0.0003015,0.0003015
116,5.017,-0.30771,0.0033,0.006,0.0006,864.0,0.0001748,0.0001748,0.0001748
