Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
117,5.234,-0.30379,0.0033,0.0038,0.0028,864.0,0.0002234,0.0002234,0.0002234
118,5.114,-0.30676,0.0328,0.0102,0.0554,864.0,0.0002374,0.0002374,0.0002374
119,5.271,-0.30461,0.0085,0.0102,0.0068,864.0,0.0001855,0.0001855,0.0001855
120,5.084,-0.30669,0.0027,0.0038,0.0016,864.0,0.0002586,0.0002586,0.0002586
121,4.996,-0.30827,0.013,0.0188,0.0072,864.0,0.0003116,0.0003116,0.0003116
122,5.269,-0.30324,0.0025,0.0046,0.0004,864.0,0.0003124,0.0003124,0.0003124
123,5.109,-0.30626,0.0051,0.0088,0.0014,864.0,0.00152,0.00152,0.00152
124,5.24,-0.29286,0.0193,0.0176,0.021,864.0,0.0016,0.0016,0.0016
125,5.037,-0.30725,0.0034,0.0062,0.0006,864.0,0.000184,0.000184,0.000184
126,5.165,-0.30495,0.0082,0.0146,0.0018,864.0,0.0002214,0.0002214,0.0002214
