Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,5.088,-0.30783,0.0072,0.0066,0.0078,864.0,0.0002453,0.0002453,0.0002453
1,4.981,-0.30902,0.002,0.003,0.001,864.0,0.0002113,0.0002113,0.0002113
2,4.892,-0.3104,0.0321,0.0346,0.0296,864.0,0.0002829,0.0002829,0.0002829
3,4.944,-0.27711,0.09,0.0906,0.0894,864.0,0.0004316,0.0004316,0.0004316
4,4.987,-0.32195,0.3043,0.302,0.3066,864.0,0.00232,0.00232,0.00232
5,4.882,-0.31039,0.09,0.0988,0.0812,864.0,0.0005843,0.0005843,0.0005843
6,4.969,-0.30806,0.0607,0.0702,0.0512,864.0,0.0003375,0.0003375,0.0003375
7,5.015,-0.30824,0.0038,0.006,0.0016,864.0,0.0003143,0.0003143,0.0003143
8,5.111,-0.3073,0.0103,0.0138,0.0068,864.0,0.0003408,0.0003408,0.0003408
9,4.972,-0.30941,0.3156,0.3108,0.3204,864.0,0.0076,0.0076,0.0076
10,4.876,-0.31036,0.146,0.178,0.114,864.0,0.01229,0.01229,0.01229
11,5.132,-0.30673,0.2999,0.311,0.2888,864.0,0.00572,0.00572,0.00572
12,4.831,-0.31113,0.4819,0.4948,0.469,864.0,0.00156,0.00156,0.00156
13,4.95,-0.30876,0.0933,0.027,0.1596,864.0,0.0003163,0.0003163,0.0003163
14,4.995,-0.30886,0.0176,0.014,0.0212,864.0,0.0003143,0.0003143,0.0003143
15,5.118,-0.30738,0.0066,0.0098,0.0034,864.0,0.002,0.002,0.002
16,4.918,-0.3091,0.0042,0.006,0.0024,864.0,0.0001963,0.0001963,0.0001963
17,5.003,-0.30763,0.0458,0.0496,0.042,864.0,0.0003164,0.0003164,0.0003164
18,4.865,-0.31125,0.0628,0.067,0.0586,864.0,0.0001828,0.0001828,0.0001828
19,5.104,-0.30768,0.0056,0.0102,0.001,864.0,0.0002224,0.0002224,0.0002224
20,4.902,-0.30965,0.017,0.023,0.011,864.0,0.0001906,0.0001906,0.0001906
21,5.04,-0.30739,0.0048,0.0082,0.0014,864.0,0.0003996,0.0003996,0.0003996
22,4.979,-0.30076,0.0138,0.019,0.0086,864.0,0.0002486,0.0002486,0.0002486
23,5.033,-0.30851,0.0302,0.0196,0.0408,864.0,0.0004594,0.0004594,0.0004594
24,4.766,-0.30398,0.0419,0.0516,0.0322,864.0,0.00169,0.00169,0.00169
