Qubit,Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
25,4.87,-0.31089,0.0109,0.0104,0.0114,864.0,0.000191,0.000191,0.000191
26,4.999,-0.30886,0.0038,0.0066,0.001,864.0,0.0002788,0.0002788,0.0002788
27,5.077,-0.30693,0.1065,0.1052,0.1078,864.0,0.0003899,0.0003899,0.0003899
28,5.198,-0.30578,0.0071,0.0094,0.0048,864.0,0.000231,0.000231,0.000231
29,4.994,-0.30757,0.0807,0.0852,0.0762,864.0,0.0002837,0.0002837,0.0002837
30,5.083,-0.30708,0.0092,0.0052,0.0132,864.0,0.0003724,0.0003724,0.0003724
31,5.129,-0.30656,0.0037,0.0064,0.001,864.0,0.0003115,0.0003115,0.0003115
32,5.204,-0.30413,0.0042,0.0056,0.0028,864.0,0.0002045,0.0002045,0.0002045
33,4.953,-0.30938,0.204,0.3198,0.0882,864.0,0.0011,0.0011,0.0011
34,4.937,-0.30923,0.0062,0.009,0.0034,864.0,0.0003382,0.0003382,0.0003382
35,5.074,-0.30721,0.0086,0.014,0.0032,864.0,0.0002875,0.0002875,0.0002875
36,5.102,-0.30593,0.0024,0.0044,0.0004,864.0,0.0003694,0.0003694,0.0003694
37,5.168,-0.30222,0.0322,0.0396,0.0248,864.0,0.00153,0.00153,0.00153
38,5.106,-0.30753,0.0099,0.0124,0.0074,864.0,0.0004066,0.0004066,0.0004066
39,5.018,-0.30838,0.0131,0.0146,0.0116,864.0,0.0003103,0.0003103,0.0003103
40,5.163,-0.30613,0.0608,0.0618,0.0598,864.0,0.0003231,0.0003231,0.0003231
41,5.093,-0.30775,0.0779,0.0812,0.0746,864.0,0.0003373,0.0003373,0.0003373
42,4.925,-0.30938,0.0397,0.0274,0.052,864.0,0.0002332,0.0002332,0.0002332
43,5.033,-0.30812,0.0291,0.0124,0.0458,864.0,0.0002796,0.0002796,0.0002796
44,5.116,-0.30753,0.0269,0.0498,0.004,864.0,0.00262,0.00262,0.00262
45,4.88,-0.30948,0.0584,0.0656,0.0512,864.0,0.000276,0.000276,0.000276
46,5.145,-0.30658,0.0039,0.0076,0.0002,864.0,0.0003118,0.0003118,0.0003118
47,5.001,-0.30885,0.016,0.0238,0.0082,864.0,0.0002776,0.0002776,0.0002776
48,4.934,-0.309,0.0439,0.0354,0.0524,864.0,0.000191,0.000191,0.000191
49,5.116,-0.30701,0.004,0.0066,0.0014,864.0,0.0001591,0.0001591,0.0001591
50,5.017,-0.30795,0.0771,0.0532,0.101,864.0,0.0002861,0.0002861,0.0002861
51,5.209,-0.30446,0.0045,0.0082,0.0008,864.0,0.0003298,0.0003298,0.0003298
52,5.016,-0.30785,0.0065,0.0096,0.0034,864.0,0.00151,0.00151,0.00151
53,5.048,-0.30705,0.0572,0.0492,0.0652,864.0,0.00111,0.00111,0.00111
54,5.024,-0.30335,0.015,0.0224,0.0076,864.0,0.0002217,0.0002217,0.0002217
55,5.198,-0.30556,0.0086,0.0036,0.0136,864.0,0.000246,0.000246,0.000246
56,5.188,-0.30564,0.0038,0.0064,0.0012,864.0,0.0003205,0.0003205,0.0003205
57,5.093,-0.30621,0.0087,0.0108,0.0066,864.0,0.000261,0.000261,0.000261
58,4.965,-0.30941,0.0321,0.0314,0.0328,864.0,0.0001555,0.0001555,0.0001555
59,5.019,-0.30794,0.0151,0.0206,0.0096,864.0,0.0002699,0.0002699,0.0002699
60,5.141,-0.30605,0.0263,0.04,0.0126,864.0,0.003,0.003,0.003
61,4.875,-0.3101,0.0486,0.0522,0.045,864.0,0.0002292,0.0002292,0.0002292
62,4.961,-0.30931,0.0131,0.0126,0.0136,864.0,0.0001895,0.0001895,0.0001895
63,5.045,-0.30798,0.0107,0.0048,0.0166,864.0,0.0002187,0.0002187,0.0002187
64,5.258,-0.30505,0.0288,0.028,0.0296,864.0,0.0003466,0.0003466,0.0003466
65,5.101,-0.30611,0.0027,0.005,0.0004,864.0,0.0002336,0.0002336,0.0002336
66,5.234,-0.29458,0.0194,0.0264,0.0124,864.0,0.0027,0.0027,0.0027
67,4.912,-0.30058,0.0756,0.083,0.0682,864.0,0.000262,0.000262,0.000262
68,5.136,-0.30448,0.0283,0.0504,0.0062,864.0,0.00605,0.00605,0.00605
69,4.944,-0.30828,0.0053,0.0092,0.0014,864.0,0.0002118,0.0002118,0.0002118
70,5.155,-0.30506,0.0048,0.0052,0.0044,864.0,0.0002123,0.0002123,0.0002123
71,5.119,-0.31568,0.079,0.0756,0.0824,864.0,0.0005241,0.0005241,0.0005241
72,5.145,-0.3059,0.0053,0.008,0.0026,864.0,0.0001673,0.0001673,0.0001673
73,5.019,-0.30805,0.0393,0.0112,0.0674,864.0,0.0003273,0.0003273,0.0003273
74,4.874,-0.32062,0.073,0.0892,0.0568,864.0,0.0002331,0.0002331,0.0002331
75,5.008,-0.30781,0.0076,0.0104,0.0048,864.0,0.0001909,0.0001909,0.0001909
76,4.904,-0.31017,0.0045,0.0086,0.0004,864.0,0.0002553,0.0002553,0.0002553
77,5.071,-0.30801,0.0833,0.0934,0.0732,864.0,0.00298,0.00298,0.00298
78,5.277,-0.3036,0.0037,0.006,0.0014,864.0,0.0002609,0.0002609,0.0002609
79,5.017,-0.30802,0.0154,0.015,0.0158,864.0,0.0005852,0.0005852,0.0005852
80,5.081,-0.30759,0.1137,0.1004,0.127,864.0,0.0003358,0.0003358,0.0003358
81,4.945,-0.3096,0.0198,0.0148,0.0248,864.0,0.0003372,0.0003372,0.0003372
82,5.08,-0.30778,0.0426,0.0344,0.0508,864.0,0.000674,0.000674,0.000674
83,5.052,-0.30815,0.0241,0.0268,0.0214,864.0,0.0006065,0.0006065,0.0006065
84,4.909,-0.30897,0.0038,0.0074,0.0002,864.0,0.0003959,0.0003959,0.0003959
85,5.092,-0.30693,0.0044,0.0066,0.0022,864.0,0.0001944,0.0001944,0.0001944
86,4.931,-0.30902,0.0078,0.0124,0.0032,864.0,0.0002299,0.0002299,0.0002299
87,5.195,-0.30516,0.0154,0.02,0.0108,864.0,0.000211,0.000211,0.000211
88,5.097,-0.30661,0.0602,0.0512,0.0692,864.0,0.0002432,0.0002432,0.0002432
89,4.958,-0.30863,0.0076,0.0114,0.0038,864.0,0.0003026,0.0003026,0.0003026
90,5.256,-0.3033,0.0051,0.0084,0.0018,864.0,0.0004356,0.0004356,0.0004356
91,5.057,-0.30788,0.0168,0.02,0.0136,864.0,0.0006069,0.0006069,0.0006069
92,5.124,-0.30626,0.005,0.009,0.001,864.0,0.0005348,0.0005348,0.0005348
93,5.14,-0.30575,0.0058,0.0074,0.0042,864.0,0.0006692,0.0006692,0.0006692
94,5.176,-0.30523,0.0145,0.0158,0.0132,864.0,0.0003194,0.0003194,0.0003194
95,5.221,-0.30548,0.1947,0.1884,0.201,864.0,0.0004708,0.0004708,0.0004708
96,5.142,-0.30586,0.0524,0.046,0.0588,864.0,0.0004335,0.0004335,0.0004335
97,5.052,-0.30754,0.0094,0.0142,0.0046,864.0,0.0007187,0.0007187,0.0007187
98,5.122,-0.29461,0.0332,0.0344,0.032,864.0,0.00308,0.00308,0.00308
99,5.175,-0.30474,0.0675,0.077,0.058,864.0,0.00512,0.00512,0.00512
100,5.028,-0.30765,0.0186,0.0236,0.0136,864.0,0.0002433,0.0002433,0.0002433
101,5.095,-0.30715,0.0151,0.0154,0.0148,864.0,0.0002078,0.0002078,0.0002078
102,4.985,-0.30865,0.0036,0.0052,0.002,864.0,0.0001904,0.0001904,0.0001904
103,5.227,-0.30411,0.1221,0.2428,0.0014,864.0,0.00361,0.00361,0.00361
104,5.135,-0.30632,0.005,0.0026,0.0074,864.0,0.0002537,0.0002537,0.0002537
105,4.985,-0.30863,0.0151,0.0176,0.0126,864.0,0.0002055,0.0002055,0.0002055
106,5.04,-0.30814,0.0099,0.0118,0.008,864.0,0.0002243,0.0002243,0.0002243
107,5.122,-0.30525,0.0045,0.0058,0.0032,864.0,0.0002738,0.0002738,0.0002738
108,5.254,-0.30352,0.0806,0.0848,0.0764,864.0,0.0005795,0.0005795,0.0005795
109,4.973,-0.3249,0.469,0.246,0.692,864.0,1.0,1.0,1.0
110,5.292,-0.30295,0.0103,0.0132,0.0074,864.0,0.0002241,0.0002241,0.0002241
111,5.191,-0.3056,0.0033,0.0062,0.0004,864.0,0.0005277,0.0005277,0.0005277
112,5.215,-0.27862,0.0585,0.0572,0.0598,864.0,0.0006801,0.0006801,0.0006801
113,5.17,-0.30616,0.027,0.0284,0.0256,864.0,0.0002188,0.0002188,0.0002188
114,5.27,-0.30316,0.0746,0.0872,0.062,864.0,0.0038,0.0038,0.0038
115,5.12,-0.30653,0.0105,0.0136,0.0074,864.0,0.0003191,0.0003191,0.0003191
116,5.017,-0.30771,0.0025,0.004,0.001,864.0,0.0001651,0.0001651,0.0001651
117,5.234,-0.30379,0.0019,0.0032,0.0006,864.0,0.00031,0.00031,0.00031
118,5.114,-0.30676,0.0468,0.0062,0.0874,864.0,0.0002839,0.0002839,0.0002839
119,5.271,-0.30461,0.0078,0.0092,0.0064,864.0,0.000223,0.000223,0.000223
120,5.084,-0.30669,0.0036,0.0046,0.0026,864.0,0.0003071,0.0003071,0.0003071
121,4.996,-0.30827,0.0116,0.0178,0.0054,864.0,0.0002867,0.0002867,0.0002867
122,5.269,-0.30324,0.002,0.0038,0.0002,864.0,0.0003568,0.0003568,0.0003568
123,5.108,-0.30626,0.0047,0.008,0.0014,864.0,0.00165,0.00165,0.00165
124,5.24,-0.29286,0.0173,0.0194,0.0152,864.0,0.00275,0.00275,0.00275
125,5.037,-0.30725,0.0025,0.0048,0.0002,864.0,0.0001999,0.0001999,0.0001999
126,5.165,-0.30495,0.0053,0.01,0.0006,864.0,0.0002246,0.0002246,0.0002246
