Qubit,T1 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,503.29,4.656,-0.31111,0.0016,0.0024,0.0008,1244.444,0.0001703,0.0001703,0.0001703
1,437.25,4.535,0.0,0.0019,0.0028,0.001,1244.444,0.0001018,0.0001018,0.0001018
2,282.64,4.68,-0.31073,0.0044,0.0042,0.0046,1244.444,0.0001366,0.0001366,0.0001366
3,364.03,4.607,0.0,0.0071,0.0088,0.0054,1244.444,0.0001065,0.0001065,0.0001065
4,472.62,4.462,-0.32295,0.0212,0.0322,0.0102,1244.444,0.0003778,0.0003778,0.0003778
5,335.21,4.427,0.0,0.005,0.0052,0.0048,1244.444,0.0001366,0.0001366,0.0001366
6,454.66,4.64,-0.31059,0.0016,0.0022,0.001,1244.444,0.000129,0.000129,0.000129
7,557.36,4.476,0.0,0.0025,0.0028,0.0022,1244.444,0.0001001,0.0001001,0.0001001
8,303.02,4.402,-0.31475,0.0032,0.0044,0.002,1244.444,0.0003069,0.0003069,0.0003069
9,429.2,4.519,0.0,0.0052,0.0058,0.0046,1244.444,9.903e-05,9.903e-05,9.903e-05
10,287.91,4.628,-0.31213,0.0033,0.004,0.0026,1244.444,0.0001493,0.0001493,0.0001493
11,335.98,4.572,0.0,0.0145,0.0174,0.0116,1244.444,0.0002417,0.0002417,0.0002417
12,368.98,4.464,-0.31549,0.0017,0.002,0.0014,1244.444,0.000191,0.000191,0.000191
13,345.63,4.573,0.0,0.0095,0.0128,0.0062,1244.444,0.0002497,0.0002497,0.0002497
14,319.83,4.604,0.0,0.0089,0.0096,0.0082,1244.444,0.0005227,0.0005227,0.0005227
15,179.07,4.497,0.0,0.0225,0.016,0.029,1244.444,0.0007003,0.0007003,0.0007003
16,431.71,4.513,0.0,0.0057,0.0082,0.0032,1244.444,0.0001931,0.0001931,0.0001931
17,40.67,4.676,0.0,0.0083,0.0126,0.004,1244.444,0.0007956,0.0007956,0.0007956
18,365.97,4.515,-0.31437,0.0021,0.0034,0.0008,1244.444,9.889e-05,9.889e-05,9.889e-05
19,429.9,4.444,0.0,0.0008,0.0016,0.0,1244.444,8.942e-05,8.942e-05,8.942e-05
20,395.63,4.341,-0.31506,0.025,0.0264,0.0236,1244.444,0.0001775,0.0001775,0.0001775
21,339.67,4.485,0.0,0.0113,0.011,0.0116,1244.444,0.0001778,0.0001778,0.0001778
22,543.48,4.383,-0.3144,0.0057,0.009,0.0024,1244.444,0.0012,0.0012,0.0012
23,44.79,4.532,0.0,0.0068,0.0124,0.0012,1244.444,0.0001995,0.0001995,0.0001995
24,357.92,4.646,-0.31097,0.0022,0.0036,0.0008,1244.444,0.00029,0.00029,0.00029
25,83.03,4.702,0.0,0.0135,0.0156,0.0114,1244.444,0.00148,0.00148,0.00148
