Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
53,249.24,359.63,4.768,-0.31056,0.0224,0.0336,0.0112,1244.444,0.0001033,0.0001033
54,261.12,61.06,4.822,-0.31041,0.0065,0.006,0.007,1244.444,0.0001912,0.0001912
55,305.0,399.67,4.907,-0.30999,0.006,0.0078,0.0042,1244.444,0.000153,0.000153
56,479.63,16.53,4.455,-0.31804,0.0159,0.0124,0.0194,1244.444,0.0002169,0.0002169
57,388.84,50.95,4.835,-0.31002,0.0133,0.0122,0.0144,1244.444,0.0003018,0.0003018
58,402.32,279.56,4.709,-0.31367,0.0238,0.0158,0.0318,1244.444,0.00114,0.00114
59,422.81,300.34,4.811,-0.31024,0.0045,0.0068,0.0022,1244.444,0.0001487,0.0001487
60,578.77,280.31,4.672,-0.31324,0.0056,0.0076,0.0036,1244.444,0.0001384,0.0001384
61,341.09,404.92,4.902,-0.30996,0.0056,0.006,0.0052,1244.444,0.0001544,0.0001544
62,449.43,249.42,4.771,-0.31099,0.0202,0.0252,0.0152,1244.444,0.0001319,0.0001319
63,245.47,197.07,4.995,-0.30845,0.0055,0.003,0.008,1244.444,0.0001503,0.0001503
64,201.86,199.74,4.879,-0.31051,0.0038,0.0036,0.004,1244.444,0.0002033,0.0002033
65,256.29,265.9,4.758,-0.31052,0.0197,0.0204,0.019,1244.444,0.0001312,0.0001312
66,48.32,57.11,4.81,-0.31092,0.0055,0.0058,0.0052,1244.444,0.000687,0.000687
67,299.93,180.88,4.893,-0.31039,0.0049,0.0054,0.0044,1244.444,0.0001355,0.0001355
68,395.76,108.22,4.741,-0.3118,0.0096,0.013,0.0062,1244.444,0.0001899,0.0001899
69,354.36,19.91,4.837,-0.30965,0.0151,0.0104,0.0198,1244.444,0.0002486,0.0002486
70,266.37,352.84,4.709,-0.31145,0.006,0.0078,0.0042,1244.444,0.0002076,0.0002076
71,278.47,119.35,4.846,-0.31011,0.0323,0.032,0.0326,1244.444,0.000309,0.000309
72,327.28,218.0,4.875,-0.3092,0.0541,0.0566,0.0516,1244.444,0.0001373,0.0001373
73,306.46,274.35,4.875,-0.31024,0.0151,0.015,0.0152,1244.444,0.0002447,0.0002447
74,259.59,345.36,4.814,-0.3113,0.0019,0.0024,0.0014,1244.444,0.0001509,0.0001509
75,463.36,162.29,4.769,-0.31043,0.0459,0.0544,0.0374,1244.444,0.0001916,0.0001916
76,449.1,15.76,4.702,-0.31292,0.0144,0.0136,0.0152,1244.444,0.000205,0.000205
77,404.37,108.54,4.807,-0.31079,0.0105,0.0148,0.0062,1244.444,0.00109,0.00109
78,297.6,334.37,4.861,-0.30955,0.0193,0.019,0.0196,1244.444,0.000178,0.000178
79,351.52,29.99,4.786,-0.31151,0.0062,0.0094,0.003,1244.444,0.0001805,0.0001805
80,142.06,198.27,5.043,-0.30792,0.008,0.0068,0.0092,1244.444,0.000189,0.000189
81,216.45,178.72,4.961,-0.30881,0.005,0.0074,0.0026,1244.444,0.0001859,0.0001859
82,308.26,184.92,4.815,-0.31103,0.0039,0.0044,0.0034,1244.444,0.0002174,0.0002174
83,340.87,60.16,4.738,-0.3138,0.0212,0.0144,0.028,1244.444,0.0001532,0.0001532
84,345.79,266.73,4.666,-0.31335,0.0085,0.0092,0.0078,1244.444,0.0001538,0.0001538
85,401.2,140.23,4.745,-0.31197,0.0177,0.0186,0.0168,1244.444,0.0002091,0.0002091
86,244.1,273.22,4.89,-0.30914,0.0064,0.0066,0.0062,1244.444,0.0001919,0.0001919
87,298.53,286.48,4.824,-0.30996,0.0091,0.0072,0.011,1244.444,0.0002176,0.0002176
88,145.19,70.04,4.689,-0.31918,0.0307,0.0572,0.0042,1244.444,0.0014,0.0014
89,352.28,168.41,4.948,-0.30883,0.0102,0.0112,0.0092,1244.444,0.0002141,0.0002141
90,355.02,163.11,4.803,-0.31023,0.0164,0.02,0.0128,1244.444,0.0004518,0.0004518
91,452.46,273.54,4.893,-0.30983,0.0036,0.0054,0.0018,1244.444,0.0001647,0.0001647
92,220.56,134.34,4.825,-0.31037,0.0157,0.0208,0.0106,1244.444,0.0006756,0.0006756
93,339.78,46.36,4.91,-0.30922,0.0174,0.0192,0.0156,1244.444,0.0003836,0.0003836
94,214.78,403.38,4.72,-0.31212,0.0059,0.008,0.0038,1244.444,0.0001221,0.0001221
95,287.3,165.66,4.802,-0.31134,0.0089,0.011,0.0068,1244.444,0.0003864,0.0003864
96,228.82,241.41,4.853,-0.3072,0.0076,0.0092,0.006,1244.444,0.0002019,0.0002019
97,279.27,321.19,4.95,-0.30871,0.0119,0.0064,0.0174,1244.444,0.0004071,0.0004071
98,454.28,284.41,4.775,-0.31129,0.0136,0.014,0.0132,1244.444,0.0001155,0.0001155
99,294.36,222.25,4.832,-0.31021,0.0123,0.0166,0.008,1244.444,0.0005288,0.0005288
100,362.16,331.78,4.649,-0.31432,0.007,0.009,0.005,1244.444,0.0001486,0.0001486
101,370.91,71.0,4.844,-0.31062,0.0043,0.0054,0.0032,1244.444,0.0002109,0.0002109
102,385.09,177.52,4.787,-0.31093,0.0129,0.0148,0.011,1244.444,0.0002515,0.0002515
103,154.03,157.27,4.695,-0.31226,0.0074,0.0108,0.004,1244.444,0.0001725,0.0001725
104,338.23,274.46,4.784,-0.31223,0.0037,0.0052,0.0022,1244.444,0.000238,0.000238
105,282.12,50.09,4.883,-0.30992,0.0129,0.0136,0.0122,1244.444,0.0002063,0.0002063
106,173.16,250.38,4.775,-0.31271,0.0073,0.0106,0.004,1244.444,0.0001347,0.0001347
107,206.07,170.69,4.986,-0.30744,0.0057,0.006,0.0054,1244.444,0.0002252,0.0002252
108,268.19,250.59,4.858,-0.30937,0.0059,0.0048,0.007,1244.444,0.0001776,0.0001776
109,191.54,354.43,4.794,-0.30982,0.0239,0.025,0.0228,1244.444,0.0001961,0.0001961
110,220.58,352.11,4.835,-0.30954,0.0073,0.0108,0.0038,1244.444,0.000192,0.000192
111,99.4,207.6,4.9,-0.30966,0.0053,0.0084,0.0022,1244.444,0.0002095,0.0002095
112,351.9,45.99,4.931,-0.30828,0.0099,0.012,0.0078,1244.444,0.0004496,0.0004496
113,249.67,59.89,4.964,-0.30844,0.0043,0.0064,0.0022,1244.444,0.0001381,0.0001381
114,361.94,316.34,4.885,-0.30934,0.0109,0.0106,0.0112,1244.444,0.0001332,0.0001332
115,441.52,76.39,4.743,-0.31098,0.0067,0.009,0.0044,1244.444,0.0002032,0.0002032
116,291.64,160.18,4.931,-0.30852,0.009,0.0078,0.0102,1244.444,0.0001304,0.0001304
117,279.79,83.36,4.793,-0.31084,0.0067,0.0078,0.0056,1244.444,0.0004016,0.0004016
118,233.45,260.88,4.737,-0.31214,0.0049,0.0058,0.004,1244.444,0.0002045,0.0002045
119,318.4,103.4,4.793,-0.3115,0.0082,0.0124,0.004,1244.444,0.0006262,0.0006262
120,288.29,250.4,4.888,-0.30955,0.0201,0.031,0.0092,1244.444,0.00091,0.00091
121,336.09,25.57,4.848,-0.31085,0.005,0.0044,0.0056,1244.444,0.0001782,0.0001782
122,206.12,251.35,4.732,-0.3116,0.0076,0.0098,0.0054,1244.444,0.0001844,0.0001844
123,149.16,300.22,4.821,-0.31031,0.0061,0.0058,0.0064,1244.444,0.000149,0.000149
124,269.14,158.85,4.881,-0.30921,0.0055,0.0068,0.0042,1244.444,0.0001699,0.0001699
125,260.92,100.45,4.977,-0.30776,0.0085,0.0084,0.0086,1244.444,0.0001487,0.0001487
126,382.46,94.48,4.831,-0.3093,0.0069,0.0066,0.0072,1244.444,0.0002212,0.0002212
