Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
55,236.64,485.25,4.907,-0.30999,0.0044,0.0036,0.0052,1244.444,0.0001381,0.0001381
56,396.59,15.72,4.455,-0.31804,0.0165,0.0152,0.0178,1244.444,0.0003033,0.0003033
57,343.6,66.75,4.835,-0.31002,0.0221,0.0156,0.0286,1244.444,0.0003312,0.0003312
58,364.54,117.51,4.709,-0.31367,0.1498,0.0326,0.267,1244.444,0.0001833,0.0001833
59,382.31,287.11,4.811,-0.31024,0.0089,0.0114,0.0064,1244.444,0.000214,0.000214
60,377.85,335.4,4.672,-0.31324,0.007,0.0104,0.0036,1244.444,0.0004349,0.0004349
61,301.2,140.77,4.902,-0.30996,0.006,0.0062,0.0058,1244.444,0.0001913,0.0001913
62,308.15,254.26,4.771,-0.31099,0.0197,0.021,0.0184,1244.444,0.0001677,0.0001677
63,80.5,109.93,4.995,-0.30845,0.0043,0.0042,0.0044,1244.444,0.0001761,0.0001761
64,121.49,44.7,4.879,-0.31051,0.0054,0.0078,0.003,1244.444,0.0002766,0.0002766
65,238.22,229.14,4.758,-0.31052,0.0196,0.0248,0.0144,1244.444,0.0001677,0.0001677
66,235.8,153.71,4.81,-0.31092,0.0065,0.0054,0.0076,1244.444,0.0001046,0.0001046
67,186.07,155.64,4.893,-0.31039,0.0053,0.0044,0.0062,1244.444,0.00142,0.00142
68,162.15,133.67,4.741,-0.3118,0.0098,0.0126,0.007,1244.444,0.0001491,0.0001491
69,185.68,19.14,4.837,-0.30965,0.0122,0.0142,0.0102,1244.444,0.0004053,0.0004053
70,308.95,281.58,4.709,-0.31145,0.0047,0.006,0.0034,1244.444,0.0001475,0.0001475
71,265.63,130.47,4.846,-0.31011,0.0413,0.0392,0.0434,1244.444,0.000215,0.000215
72,275.81,270.17,4.875,-0.3092,0.0481,0.0346,0.0616,1244.444,0.0001192,0.0001192
73,262.2,237.27,4.875,-0.31024,0.0182,0.0202,0.0162,1244.444,0.0002061,0.0002061
74,222.86,352.33,4.814,-0.3113,0.0019,0.0028,0.001,1244.444,0.0001404,0.0001404
75,425.57,82.91,4.769,-0.31043,0.0467,0.05,0.0434,1244.444,0.0002113,0.0002113
76,280.66,16.52,4.702,-0.31292,0.0164,0.0166,0.0162,1244.444,0.0002449,0.0002449
77,321.65,68.99,4.807,-0.31079,0.0067,0.0072,0.0062,1244.444,0.0002129,0.0002129
78,400.33,319.42,4.861,-0.30955,0.0188,0.0188,0.0188,1244.444,0.0001999,0.0001999
79,510.13,27.52,4.786,-0.31151,0.0055,0.0076,0.0034,1244.444,0.0001502,0.0001502
80,154.04,188.01,5.043,-0.30792,0.0101,0.0082,0.012,1244.444,0.0001908,0.0001908
81,295.23,178.26,4.961,-0.30881,0.0025,0.0034,0.0016,1244.444,0.0001519,0.0001519
82,361.75,210.22,4.815,-0.31103,0.0045,0.0058,0.0032,1244.444,0.0001539,0.0001539
83,345.61,59.43,4.738,-0.3138,0.0194,0.0116,0.0272,1244.444,0.0002292,0.0002292
84,171.73,198.36,4.666,-0.31335,0.0082,0.0106,0.0058,1244.444,8.702e-05,8.702e-05
85,333.97,136.92,4.745,-0.31197,0.0159,0.0206,0.0112,1244.444,0.0001812,0.0001812
86,233.37,196.45,4.89,-0.30914,0.0053,0.0052,0.0054,1244.444,0.0001819,0.0001819
87,328.54,233.57,4.824,-0.30996,0.0079,0.0072,0.0086,1244.444,0.0001342,0.0001342
88,102.79,85.01,4.689,-0.31918,0.0327,0.0606,0.0048,1244.444,0.00775,0.00775
89,150.55,30.11,4.948,-0.30883,0.0083,0.011,0.0056,1244.444,0.0003571,0.0003571
90,229.1,153.51,4.803,-0.31023,0.0163,0.0174,0.0152,1244.444,0.0005042,0.0005042
91,413.65,333.04,4.893,-0.30983,0.008,0.014,0.002,1244.444,0.0001671,0.0001671
92,144.01,166.28,4.826,-0.31037,0.0125,0.0132,0.0118,1244.444,0.0005399,0.0005399
93,192.5,43.98,4.91,-0.30922,0.0119,0.0094,0.0144,1244.444,0.0002314,0.0002314
94,309.24,321.11,4.72,-0.31212,0.0041,0.004,0.0042,1244.444,0.0001295,0.0001295
95,287.31,213.22,4.802,-0.31134,0.0101,0.0104,0.0098,1244.444,0.0003205,0.0003205
96,243.6,245.13,4.853,-0.3072,0.0181,0.011,0.0252,1244.444,0.0001464,0.0001464
97,322.15,254.3,4.95,-0.30871,0.0124,0.0058,0.019,1244.444,0.0002508,0.0002508
98,372.6,325.73,4.775,-0.31129,0.0117,0.0096,0.0138,1244.444,0.0001279,0.0001279
99,280.49,239.64,4.832,-0.31021,0.0127,0.0164,0.009,1244.444,0.0003453,0.0003453
100,377.97,256.75,4.649,-0.31432,0.0075,0.007,0.008,1244.444,0.0001038,0.0001038
101,149.76,75.01,4.844,-0.31062,0.0029,0.0034,0.0024,1244.444,0.0001637,0.0001637
102,230.69,200.87,4.787,-0.31093,0.0143,0.0172,0.0114,1244.444,0.0004546,0.0004546
103,214.75,218.02,4.695,-0.31226,0.0059,0.0074,0.0044,1244.444,0.0003611,0.0003611
104,145.01,273.17,4.784,-0.31223,0.0036,0.0044,0.0028,1244.444,0.0002921,0.0002921
105,278.21,49.86,4.883,-0.30992,0.0084,0.0082,0.0086,1244.444,0.0002374,0.0002374
106,297.87,159.63,4.775,-0.31271,0.0064,0.0092,0.0036,1244.444,0.0002766,0.0002766
107,33.78,179.95,4.986,-0.30744,0.0059,0.0068,0.005,1244.444,0.0001761,0.0001761
108,164.56,52.48,4.858,-0.30937,0.0074,0.0078,0.007,1244.444,0.0002966,0.0002966
109,175.42,383.62,4.794,-0.30982,0.0255,0.0274,0.0236,1244.444,0.0001951,0.0001951
110,230.6,270.5,4.835,-0.30954,0.0049,0.0064,0.0034,1244.444,0.0002065,0.0002065
111,146.68,215.83,4.9,-0.30966,0.0045,0.0054,0.0036,1244.444,0.0002045,0.0002045
112,258.73,63.04,4.931,-0.30828,0.0074,0.0084,0.0064,1244.444,0.0001821,0.0001821
113,211.56,55.41,4.964,-0.30844,0.0043,0.0046,0.004,1244.444,0.0001905,0.0001905
114,288.74,313.12,4.885,-0.30934,0.0098,0.0096,0.01,1244.444,0.0001367,0.0001367
115,411.68,212.96,4.743,-0.31098,0.0038,0.0052,0.0024,1244.444,9.757e-05,9.757e-05
116,313.11,306.96,4.931,-0.30852,0.006,0.0044,0.0076,1244.444,0.0001085,0.0001085
117,285.55,83.36,4.793,-0.31084,0.0126,0.0192,0.006,1244.444,0.00222,0.00222
118,255.46,336.72,4.737,-0.31214,0.009,0.0146,0.0034,1244.444,0.0004361,0.0004361
119,231.03,125.98,4.793,-0.3115,0.0088,0.0136,0.004,1244.444,0.0006612,0.0006612
120,253.21,239.55,4.888,-0.30955,0.0097,0.0122,0.0072,1244.444,0.0004792,0.0004792
121,213.07,23.81,4.848,-0.31085,0.0091,0.012,0.0062,1244.444,0.0002743,0.0002743
122,292.48,208.41,4.732,-0.3116,0.0047,0.0068,0.0026,1244.444,0.0001839,0.0001839
123,241.47,241.49,4.821,-0.31031,0.0032,0.0026,0.0038,1244.444,0.0001884,0.0001884
124,274.25,200.76,4.881,-0.30921,0.0074,0.0064,0.0084,1244.444,0.0001457,0.0001457
125,266.19,104.99,4.977,-0.30776,0.0096,0.0088,0.0104,1244.444,0.0001353,0.0001353
126,337.15,61.18,4.831,-0.3093,0.0059,0.0054,0.0064,1244.444,0.0003045,0.0003045
