Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,441.71,272.98,4.636,-0.31328,0.0035,0.0032,0.0038,1244.444,0.0001297,0.0001297
1,349.21,316.68,4.736,-0.31292,0.0157,0.019,0.0124,1244.444,0.0001627,0.0001627
2,138.32,112.97,4.819,-0.3113,0.0307,0.0294,0.032,1244.444,0.0002625,0.0002625
3,232.88,133.41,4.747,-0.31115,0.0086,0.0126,0.0046,1244.444,0.0004899,0.0004899
4,450.85,106.08,4.788,-0.31095,0.0146,0.0136,0.0156,1244.444,0.0001903,0.0001903
5,246.87,160.71,4.851,-0.31057,0.0438,0.0182,0.0694,1244.444,0.0001654,0.0001654
6,364.84,66.81,4.9,-0.30906,0.0972,0.0898,0.1046,1244.444,0.0005035,0.0005035
7,329.34,60.3,4.756,-0.311,0.006,0.0062,0.0058,1244.444,0.0002615,0.0002615
8,531.33,31.17,4.813,-0.31335,0.0145,0.0156,0.0134,1244.444,0.0003059,0.0003059
9,509.78,64.63,4.638,-0.3224,0.085,0.065,0.105,1244.444,0.0003127,0.0003127
10,272.86,231.3,4.805,-0.31123,0.0778,0.1448,0.0108,1244.444,0.03575,0.03575
11,448.32,86.47,4.743,-0.31179,0.0113,0.0132,0.0094,1244.444,0.000126,0.000126
12,345.45,296.56,4.626,-0.31372,0.0256,0.0334,0.0178,1244.444,0.0002133,0.0002133
13,304.7,256.83,4.557,-0.31378,0.0814,0.0788,0.084,1244.444,0.0003244,0.0003244
14,358.12,46.68,4.509,-0.31577,0.014,0.023,0.005,1244.444,0.0002761,0.0002761
15,466.79,332.63,4.599,-0.32045,0.0265,0.0262,0.0268,1244.444,0.0003596,0.0003596
16,81.18,20.15,4.937,-0.30883,0.0939,0.0664,0.1214,1244.444,0.00178,0.00178
17,231.05,73.89,4.753,-0.31153,0.0166,0.0284,0.0048,1244.444,0.000609,0.000609
18,454.22,58.46,4.659,-0.28926,0.0432,0.05,0.0364,1244.444,0.000256,0.000256
19,187.73,41.26,4.821,-0.31198,0.0407,0.0402,0.0412,1244.444,0.0001689,0.0001689
20,348.03,33.23,4.738,-0.31197,0.0302,0.028,0.0324,1244.444,0.0002749,0.0002749
21,302.99,23.21,4.774,-0.31143,0.036,0.0412,0.0308,1244.444,0.0002214,0.0002214
22,223.03,82.23,4.668,-0.31332,0.0078,0.0078,0.0078,1244.444,0.0002036,0.0002036
23,350.42,52.86,4.758,-0.31174,0.0167,0.0218,0.0116,1244.444,0.0002332,0.0002332
24,161.89,12.41,4.611,-0.31355,0.0291,0.0208,0.0374,1244.444,0.00106,0.00106
25,130.29,142.29,4.732,-0.31226,0.0385,0.0512,0.0258,1244.444,0.0006448,0.0006448
26,166.27,111.38,4.777,-0.31228,0.0042,0.0052,0.0032,1244.444,0.0001692,0.0001692
27,319.64,143.2,4.68,-0.31283,0.0055,0.0072,0.0038,1244.444,0.0001332,0.0001332
28,166.54,71.84,4.744,-0.27186,0.0494,0.0474,0.0514,1244.444,0.0002717,0.0002717
29,415.91,139.32,4.792,-0.32426,0.0089,0.01,0.0078,1244.444,0.000229,0.000229
30,357.22,276.62,4.693,-0.31268,0.0097,0.013,0.0064,1244.444,0.0001119,0.0001119
31,210.26,33.71,5.058,-0.30701,0.0139,0.0142,0.0136,1244.444,0.0004694,0.0004694
32,294.12,350.77,4.93,-0.30828,0.0331,0.0438,0.0224,1244.444,0.0004551,0.0004551
33,451.72,399.76,4.677,-0.31373,0.0068,0.0084,0.0052,1244.444,0.000196,0.000196
34,191.87,91.81,4.71,-0.2877,0.0753,0.054,0.0966,1244.444,0.0005165,0.0005165
35,379.95,65.66,4.915,-0.3092,0.0122,0.0146,0.0098,1244.444,0.0001751,0.0001751
36,322.2,54.5,4.854,-0.31028,0.04667,0.03,0.06333,1244.444,0.0001232,0.0001232
37,334.1,281.11,4.594,-0.31539,0.0199,0.0214,0.0184,1244.444,0.000173,0.000173
38,512.64,153.62,4.486,-0.31594,0.0268,0.023,0.0306,1244.444,0.0003,0.0003
39,196.11,277.46,4.574,-0.31403,0.007,0.0066,0.0074,1244.444,0.0001165,0.0001165
40,536.84,318.42,4.705,-0.31264,0.0122,0.0114,0.013,1244.444,0.0001722,0.0001722
41,296.27,430.36,4.815,-0.31264,0.0036,0.0044,0.0028,1244.444,0.0001088,0.0001088
42,346.55,432.34,4.655,-0.31429,0.0318,0.036,0.0276,1244.444,9.586e-05,9.586e-05
43,390.79,164.21,4.755,-0.31328,0.0169,0.0266,0.0072,1244.444,0.0005078,0.0005078
44,258.85,235.86,4.868,-0.3105,0.009,0.0058,0.0122,1244.444,0.0001377,0.0001377
45,464.27,349.96,4.763,-0.31105,0.0063,0.007,0.0056,1244.444,0.000258,0.000258
46,505.74,442.85,4.674,-0.31335,0.008,0.0112,0.0048,1244.444,9.828e-05,9.828e-05
47,398.31,142.54,4.795,-0.31225,0.0112,0.0098,0.0126,1244.444,0.000196,0.000196
48,481.78,182.74,4.707,-0.31165,0.0122,0.012,0.0124,1244.444,9.1e-05,9.1e-05
49,218.53,184.32,4.811,-0.31113,0.0046,0.005,0.0042,1244.444,0.0002238,0.0002238
50,301.57,232.4,4.879,-0.30969,0.0126,0.0058,0.0194,1244.444,0.0001553,0.0001553
51,248.4,363.81,4.767,-0.31094,0.03667,0.02667,0.04667,1244.444,0.0007714,0.0007714
52,235.94,89.76,4.855,-0.3096,0.0158,0.0146,0.017,1244.444,0.0008233,0.0008233
53,188.89,280.31,4.768,-0.31056,0.0457,0.0724,0.019,1244.444,0.000121,0.000121
54,265.6,62.09,4.822,-0.31041,0.0042,0.0052,0.0032,1244.444,0.0002627,0.0002627
