Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
43,281.42,130.92,4.755,-0.31328,0.0197,0.0312,0.0082,1244.444,0.0006225,0.0006225
44,264.61,223.66,4.868,-0.3105,0.0096,0.0156,0.0036,1244.444,0.0001824,0.0001824
45,415.28,364.21,4.763,-0.31105,0.0074,0.0088,0.006,1244.444,0.0007484,0.0007484
46,274.19,178.88,4.674,-0.31335,0.012,0.0206,0.0034,1244.444,0.00226,0.00226
47,328.06,138.21,4.795,-0.31225,0.0093,0.0094,0.0092,1244.444,0.0001628,0.0001628
48,284.23,280.04,4.707,-0.31165,0.0112,0.0138,0.0086,1244.444,0.0001173,0.0001173
49,276.86,160.02,4.811,-0.31113,0.0036,0.005,0.0022,1244.444,0.0001274,0.0001274
50,261.91,184.53,4.879,-0.30969,0.0102,0.0066,0.0138,1244.444,0.0001737,0.0001737
51,230.86,357.71,4.767,-0.31094,0.0163,0.0186,0.014,1244.444,0.0001736,0.0001736
52,229.13,73.43,4.855,-0.3096,0.0142,0.0144,0.014,1244.444,0.0001884,0.0001884
53,418.33,359.63,4.768,-0.31056,0.0128,0.0128,0.0128,1244.444,7.872e-05,7.872e-05
54,206.0,63.57,4.822,-0.31041,0.0054,0.007,0.0038,1244.444,0.0001996,0.0001996
55,323.36,336.86,4.907,-0.30999,0.0054,0.0044,0.0064,1244.444,0.0001514,0.0001514
56,99.21,16.69,4.455,-0.31804,0.0211,0.016,0.0262,1244.444,0.0002037,0.0002037
57,401.25,66.27,4.835,-0.31002,0.0202,0.0136,0.0268,1244.444,0.000309,0.000309
58,419.29,52.56,4.709,-0.31367,0.0793,0.0326,0.126,1244.444,0.00202,0.00202
59,212.24,257.5,4.811,-0.31024,0.0061,0.0088,0.0034,1244.444,0.0001472,0.0001472
60,443.4,411.15,4.672,-0.31324,0.0067,0.0086,0.0048,1244.444,8.23e-05,8.23e-05
61,405.44,347.84,4.902,-0.30996,0.0067,0.0074,0.006,1244.444,0.0001891,0.0001891
62,370.66,359.67,4.771,-0.31099,0.0198,0.0188,0.0208,1244.444,0.0001051,0.0001051
63,296.29,212.02,4.995,-0.30845,0.006,0.0064,0.0056,1244.444,0.0001673,0.0001673
64,170.66,146.63,4.879,-0.31051,0.0053,0.006,0.0046,1244.444,0.0002276,0.0002276
65,326.58,249.94,4.758,-0.31052,0.0217,0.024,0.0194,1244.444,0.0001195,0.0001195
66,328.73,256.22,4.81,-0.31092,0.0044,0.0036,0.0052,1244.444,0.0002026,0.0002026
67,264.16,198.0,4.893,-0.31039,0.0046,0.0042,0.005,1244.444,0.0001967,0.0001967
68,202.38,114.39,4.741,-0.3118,0.0079,0.0092,0.0066,1244.444,0.0002216,0.0002216
69,290.76,20.74,4.837,-0.30965,0.0086,0.0056,0.0116,1244.444,0.0002516,0.0002516
70,357.0,330.74,4.709,-0.31145,0.0062,0.0078,0.0046,1244.444,0.0001679,0.0001679
71,450.87,129.08,4.846,-0.31011,0.0311,0.0274,0.0348,1244.444,0.0001693,0.0001693
72,98.65,91.97,4.875,-0.3092,0.0539,0.0616,0.0462,1244.444,0.0001667,0.0001667
73,294.08,400.43,4.875,-0.31024,0.0129,0.0134,0.0124,1244.444,0.000157,0.000157
74,309.31,247.48,4.814,-0.3113,0.0025,0.0036,0.0014,1244.444,0.0001306,0.0001306
75,398.76,132.21,4.769,-0.31043,0.0408,0.0404,0.0412,1244.444,0.0002268,0.0002268
76,550.46,17.03,4.702,-0.31292,0.0186,0.0218,0.0154,1244.444,0.0001288,0.0001288
77,358.74,161.48,4.807,-0.31079,0.0071,0.0094,0.0048,1244.444,0.0002499,0.0002499
78,311.86,254.48,4.861,-0.30955,0.0208,0.0176,0.024,1244.444,0.0001499,0.0001499
79,370.12,30.93,4.786,-0.31151,0.0054,0.0064,0.0044,1244.444,0.0001682,0.0001682
80,169.81,197.92,5.043,-0.30792,0.0085,0.008,0.009,1244.444,0.0002253,0.0002253
81,274.82,191.28,4.961,-0.30881,0.0025,0.0022,0.0028,1244.444,0.0001326,0.0001326
82,310.27,211.5,4.815,-0.31103,0.0038,0.0062,0.0014,1244.444,0.0002132,0.0002132
83,393.21,61.48,4.738,-0.3138,0.0215,0.0182,0.0248,1244.444,0.0001843,0.0001843
84,482.22,317.57,4.666,-0.31335,0.0059,0.0072,0.0046,1244.444,0.000117,0.000117
85,132.99,98.12,4.745,-0.31197,0.0184,0.0266,0.0102,1244.444,0.0002829,0.0002829
86,312.21,247.15,4.89,-0.30914,0.0057,0.0072,0.0042,1244.444,0.0001861,0.0001861
87,281.71,123.26,4.824,-0.30996,0.0093,0.0086,0.01,1244.444,0.000171,0.000171
88,275.46,104.79,4.69,-0.31918,0.0053,0.0074,0.0032,1244.444,0.0002631,0.0002631
89,190.32,197.78,4.948,-0.30883,0.01,0.0122,0.0078,1244.444,0.0003039,0.0003039
90,332.18,103.5,4.803,-0.31023,0.0196,0.0194,0.0198,1244.444,0.000471,0.000471
91,215.64,303.14,4.893,-0.30983,0.0031,0.0054,0.0008,1244.444,0.0001992,0.0001992
92,264.11,130.06,4.825,-0.31037,0.0217,0.0328,0.0106,1244.444,0.0007795,0.0007795
93,303.09,47.32,4.91,-0.30922,0.0121,0.0144,0.0098,1244.444,0.000415,0.000415
94,349.17,304.42,4.72,-0.31212,0.0047,0.0062,0.0032,1244.444,0.0002308,0.0002308
95,357.09,171.35,4.802,-0.31134,0.0122,0.015,0.0094,1244.444,0.0004476,0.0004476
96,258.45,235.35,4.853,-0.3072,0.0134,0.0136,0.0132,1244.444,0.000252,0.000252
97,232.48,250.35,4.95,-0.30871,0.0088,0.0046,0.013,1244.444,0.0001454,0.0001454
98,283.87,347.26,4.775,-0.31129,0.0167,0.0154,0.018,1244.444,0.0001806,0.0001806
99,346.06,288.9,4.832,-0.31021,0.015,0.0156,0.0144,1244.444,0.0002795,0.0002795
100,309.58,393.61,4.649,-0.31432,0.0111,0.0158,0.0064,1244.444,0.0001626,0.0001626
101,265.33,86.84,4.844,-0.31062,0.0038,0.0052,0.0024,1244.444,0.0002459,0.0002459
102,310.48,209.05,4.787,-0.31093,0.0122,0.0142,0.0102,1244.444,0.0003221,0.0003221
103,351.92,96.32,4.695,-0.31226,0.0055,0.0078,0.0032,1244.444,0.0002372,0.0002372
104,295.05,246.71,4.784,-0.31223,0.0043,0.0066,0.002,1244.444,0.000372,0.000372
105,336.27,47.9,4.883,-0.30992,0.0079,0.0074,0.0084,1244.444,0.0004798,0.0004798
106,276.73,207.38,4.775,-0.31271,0.0053,0.0088,0.0018,1244.444,0.0002021,0.0002021
107,223.93,113.63,4.986,-0.30744,0.0063,0.0084,0.0042,1244.444,0.0004065,0.0004065
108,145.15,149.5,4.858,-0.30937,0.0056,0.0048,0.0064,1244.444,0.0002306,0.0002306
109,327.17,347.29,4.794,-0.30982,0.026,0.0272,0.0248,1244.444,0.000199,0.000199
110,204.82,363.55,4.835,-0.30954,0.0061,0.0096,0.0026,1244.444,0.000209,0.000209
111,107.97,120.11,4.9,-0.30966,0.003,0.0038,0.0022,1244.444,0.0002108,0.0002108
112,376.25,44.64,4.931,-0.30828,0.0089,0.0098,0.008,1244.444,0.0001472,0.0001472
113,268.93,63.6,4.964,-0.30844,0.0051,0.0056,0.0046,1244.444,0.0001288,0.0001288
114,254.14,218.25,4.885,-0.30934,0.0087,0.0098,0.0076,1244.444,0.0001022,0.0001022
115,380.15,249.28,4.743,-0.31098,0.0046,0.0066,0.0026,1244.444,0.0001424,0.0001424
116,295.42,300.54,4.931,-0.30852,0.0083,0.0074,0.0092,1244.444,0.0001302,0.0001302
117,292.88,83.36,4.793,-0.31084,0.0081,0.01,0.0062,1244.444,0.0006302,0.0006302
118,274.6,256.2,4.737,-0.31214,0.0043,0.005,0.0036,1244.444,0.0005222,0.0005222
119,237.53,140.8,4.793,-0.3115,0.0075,0.011,0.004,1244.444,0.0008074,0.0008074
120,306.84,219.16,4.888,-0.30955,0.0081,0.009,0.0072,1244.444,0.000235,0.000235
121,255.6,25.71,4.848,-0.31085,0.0078,0.0088,0.0068,1244.444,0.0002828,0.0002828
122,321.42,282.51,4.732,-0.3116,0.0049,0.005,0.0048,1244.444,0.0001371,0.0001371
123,109.6,238.7,4.821,-0.31031,0.0041,0.0058,0.0024,1244.444,0.0001852,0.0001852
124,288.08,184.32,4.881,-0.30921,0.005,0.0052,0.0048,1244.444,0.0001391,0.0001391
125,240.38,89.23,4.977,-0.30776,0.0103,0.018,0.0026,1244.444,0.0004482,0.0004482
126,380.27,95.1,4.831,-0.3093,0.0066,0.0078,0.0054,1244.444,0.0001995,0.0001995
