Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,496.63,460.82,4.656,-0.31111,0.0023,0.0024,0.0022,1244.444,0.0001188,0.0001188,0.0001188
1,280.9,221.07,4.535,0.0,0.0029,0.0036,0.0022,1244.444,0.0001194,0.0001194,0.0001194
2,345.36,111.83,4.68,-0.31073,0.0026,0.0028,0.0024,1244.444,9.13e-05,9.13e-05,9.13e-05
3,399.74,163.37,4.607,0.0,0.0069,0.0076,0.0062,1244.444,0.0002103,0.0002103,0.0002103
4,430.39,57.06,4.462,-0.32295,0.0092,0.0114,0.007,1244.444,0.0003603,0.0003603,0.0003603
5,206.69,246.97,4.427,0.0,0.0083,0.0124,0.0042,1244.444,0.0002328,0.0002328,0.0002328
6,415.29,169.51,4.64,-0.31059,0.0017,0.002,0.0014,1244.444,0.0001195,0.0001195,0.0001195
7,451.15,474.85,4.476,0.0,0.0028,0.0038,0.0018,1244.444,0.0001599,0.0001599,0.0001599
8,437.38,271.37,4.402,-0.31475,0.0036,0.004,0.0032,1244.444,0.0002675,0.0002675,0.0002675
9,526.37,291.39,4.519,0.0,0.0075,0.0084,0.0066,1244.444,0.0001119,0.0001119,0.0001119
10,290.52,56.05,4.628,-0.31213,0.0066,0.0076,0.0056,1244.444,0.0002478,0.0002478,0.0002478
11,394.09,348.77,4.572,0.0,0.0333,0.0356,0.031,1244.444,0.000156,0.000156,0.000156
12,263.72,271.86,4.464,-0.31549,0.0069,0.0088,0.005,1244.444,0.0001415,0.0001415,0.0001415
13,129.56,46.34,4.573,0.0,0.2127,0.3734,0.052,1244.444,0.06087,0.06087,0.06087
14,255.8,264.39,4.604,0.0,0.0177,0.0188,0.0166,1244.444,0.00072,0.00072,0.00072
15,414.82,61.31,4.497,0.0,0.0179,0.015,0.0208,1244.444,0.0006857,0.0006857,0.0006857
16,361.84,126.67,4.513,0.0,0.0039,0.0054,0.0024,1244.444,0.0003382,0.0003382,0.0003382
17,232.17,33.77,4.676,0.0,0.022,0.0248,0.0192,1244.444,0.0006748,0.0006748,0.0006748
18,330.62,54.15,4.515,-0.31437,0.0054,0.005,0.0058,1244.444,0.0001143,0.0001143,0.0001143
19,402.61,185.92,4.444,0.0,0.0032,0.0048,0.0016,1244.444,0.0002197,0.0002197,0.0002197
20,436.98,342.23,4.341,-0.31506,0.0258,0.0216,0.03,1244.444,0.0001436,0.0001436,0.0001436
21,375.0,198.16,4.485,0.0,0.0148,0.0144,0.0152,1244.444,0.0001079,0.0001079,0.0001079
22,418.99,389.03,4.383,-0.3144,0.0102,0.0142,0.0062,1244.444,0.00025,0.00025,0.00025
23,51.89,72.86,4.532,0.0,0.0099,0.0188,0.001,1244.444,0.0008759,0.0008759,0.0008759
24,237.28,85.89,4.646,-0.31097,0.0022,0.0034,0.001,1244.444,0.0004349,0.0004349,0.0004349
25,292.91,294.94,4.702,0.0,0.0082,0.0084,0.008,1244.444,0.0001436,0.0001436,0.0001436
26,217.06,118.32,4.649,-0.3113,0.0078,0.0082,0.0074,1244.444,0.0005246,0.0005246,0.0005246
27,303.96,36.85,4.604,0.0,0.0464,0.0358,0.057,1244.444,0.0002085,0.0002085,0.0002085
28,185.71,0.0,4.517,-0.31294,0.0075,0.0108,0.0042,1244.444,0.0001914,0.0001914,0.0001914
29,437.55,221.93,4.46,0.0,0.0324,0.0446,0.0202,1244.444,0.0002314,0.0002314,0.0002314
30,334.26,48.41,4.646,0.0,0.0341,0.0338,0.0344,1244.444,0.0005456,0.0005456,0.0005456
31,513.97,332.46,4.613,-0.3168,0.0276,0.0304,0.0248,1244.444,0.0002731,0.0002731,0.0002731
32,221.45,76.33,4.499,-0.31188,0.0092,0.012,0.0064,1244.444,0.0003095,0.0003095,0.0003095
33,104.22,259.67,4.597,0.0,0.0021,0.0038,0.0004,1244.444,0.0001414,0.0001414,0.0001414
34,93.74,33.35,4.562,0.0,0.0038,0.0042,0.0034,1244.444,0.0002374,0.0002374,0.0002374
35,13.79,276.18,4.721,0.0,0.227,0.4428,0.0112,1244.444,0.11239,0.11239,0.11239
36,191.5,179.48,4.608,0.0,0.0098,0.0124,0.0072,1244.444,0.0002149,0.0002149,0.0002149
37,441.38,256.03,4.498,-0.31322,0.011,0.0084,0.0136,1244.444,0.0002701,0.0002701,0.0002701
38,28.35,108.13,4.458,0.0,0.0137,0.0136,0.0138,1244.444,0.0005359,0.0005359,0.0005359
39,174.75,54.11,4.504,-0.31442,0.0045,0.0054,0.0036,1244.444,0.0003753,0.0003753,0.0003753
40,537.39,37.81,4.464,-0.31843,0.0062,0.0084,0.004,1244.444,0.0002911,0.0002911,0.0002911
41,266.0,267.85,4.576,-0.31168,0.0012,0.0024,0.0,1244.444,0.0001732,0.0001732,0.0001732
42,341.76,104.09,4.641,0.0,0.0051,0.0054,0.0048,1244.444,0.000128,0.000128,0.000128
43,376.35,167.7,4.523,-0.32382,0.0027,0.0048,0.0006,1244.444,0.000121,0.000121,0.000121
44,442.58,205.5,4.595,-0.31574,0.025,0.0264,0.0236,1244.444,0.0003621,0.0003621,0.0003621
45,291.18,100.46,4.63,-0.35528,0.0163,0.0296,0.003,1244.444,0.0003198,0.0003198,0.0003198
46,330.26,36.43,4.71,0.0,0.0039,0.0062,0.0016,1244.444,0.0002253,0.0002253,0.0002253
47,228.63,81.05,4.676,0.0,0.0325,0.0336,0.0314,1244.444,0.0003311,0.0003311,0.0003311
48,232.12,43.22,4.625,0.0,0.0037,0.0062,0.0012,1244.444,0.0002401,0.0002401,0.0002401
49,300.2,128.28,4.582,-0.32008,0.0161,0.0168,0.0154,1244.444,0.0001434,0.0001434,0.0001434
50,356.52,171.02,4.457,0.0,0.0027,0.0042,0.0012,1244.444,0.0001805,0.0001805,0.0001805
51,335.4,66.47,4.565,-0.29895,0.0243,0.0162,0.0324,1244.444,0.0001639,0.0001639,0.0001639
52,381.84,27.94,4.444,0.0,0.051,0.024,0.078,1244.444,0.0007208,0.0007208,0.0007208
53,367.6,167.87,4.622,0.0,0.0068,0.0104,0.0032,1244.444,0.0001768,0.0001768,0.0001768
54,392.51,0.0,4.501,0.0,0.0116,0.0134,0.0098,1244.444,0.0003477,0.0003477,0.0003477
55,398.97,24.97,4.686,0.0,0.006,0.0066,0.0054,1244.444,0.0002443,0.0002443,0.0002443
56,327.09,266.98,4.554,-0.31304,0.004,0.007,0.001,1244.444,0.000549,0.000549,0.000549
57,192.8,42.94,4.64,0.0,0.0085,0.015,0.002,1244.444,0.0008113,0.0008113,0.0008113
58,181.44,33.49,4.609,-0.31283,0.006,0.0084,0.0036,1244.444,0.0006022,0.0006022,0.0006022
59,352.97,76.16,4.77,0.0,0.0019,0.003,0.0008,1244.444,0.0001832,0.0001832,0.0001832
60,468.36,295.76,4.518,-0.3137,0.1763,0.1854,0.1672,1244.444,0.0003161,0.0003161,0.0003161
61,278.7,69.92,4.701,0.0,0.2158,0.2058,0.2258,1244.444,0.000495,0.000495,0.000495
62,176.99,0.0,4.667,-0.29109,0.0121,0.017,0.0072,1244.444,0.0003819,0.0003819,0.0003819
63,193.37,137.78,4.507,0.0,0.0034,0.0046,0.0022,1244.444,0.0004238,0.0004238,0.0004238
64,267.14,56.02,4.463,-0.313,0.0015,0.0026,0.0004,1244.444,0.0002374,0.0002374,0.0002374
65,227.04,353.01,4.615,0.0,0.0013,0.0026,0.0,1244.444,0.0002115,0.0002115,0.0002115
66,282.99,126.32,4.651,0.0,0.0216,0.021,0.0222,1244.444,0.00199,0.00199,0.00199
67,296.72,92.92,4.714,0.0,0.005,0.0068,0.0032,1244.444,0.0001901,0.0001901,0.0001901
68,376.54,130.84,4.613,-0.31209,0.0065,0.0076,0.0054,1244.444,0.0001959,0.0001959,0.0001959
69,331.17,170.01,4.551,0.0,0.0026,0.0038,0.0014,1244.444,0.0002001,0.0002001,0.0002001
70,312.87,73.5,4.712,-0.31002,0.0035,0.003,0.004,1244.444,0.0001663,0.0001663,0.0001663
71,311.62,26.65,4.543,0.0,0.0085,0.0116,0.0054,1244.444,0.0002369,0.0002369,0.0002369
72,364.62,368.71,4.577,0.0,0.0028,0.0034,0.0022,1244.444,0.0001294,0.0001294,0.0001294
73,210.47,126.14,4.822,0.0,0.006,0.0082,0.0038,1244.444,0.0003401,0.0003401,0.0003401
74,410.01,250.96,4.61,0.0,0.006,0.0068,0.0052,1244.444,0.0001063,0.0001063,0.0001063
75,288.15,138.74,4.787,-0.3086,0.0031,0.003,0.0032,1244.444,0.0001382,0.0001382,0.0001382
76,167.7,41.36,4.683,0.0,0.0079,0.0156,0.0002,1244.444,0.0007486,0.0007486,0.0007486
77,276.28,229.35,4.577,-0.31325,0.0036,0.0056,0.0016,1244.444,0.0003231,0.0003231,0.0003231
78,417.08,296.82,4.483,0.0,0.0022,0.0036,0.0008,1244.444,0.0001135,0.0001135,0.0001135
79,315.0,86.76,4.565,-0.28001,0.0172,0.011,0.0234,1244.444,0.0004619,0.0004619,0.0004619
80,266.54,37.24,4.6,0.0,0.0177,0.0198,0.0156,1244.444,0.000406,0.000406,0.000406
81,301.45,103.52,4.499,-0.31479,0.0058,0.0086,0.003,1244.444,0.0001844,0.0001844,0.0001844
