Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
87,270.64,233.57,4.824,-0.30996,0.0079,0.0072,0.0086,1244.444,0.000213,0.000213
88,51.61,54.7,4.689,-0.31918,0.0327,0.0606,0.0048,1244.444,0.02832,0.02832
89,305.68,253.42,4.948,-0.30883,0.0083,0.011,0.0056,1244.444,0.0001553,0.0001553
90,307.4,143.6,4.803,-0.31023,0.0163,0.0174,0.0152,1244.444,0.0003404,0.0003404
91,465.87,388.77,4.893,-0.30983,0.008,0.014,0.002,1244.444,0.0001893,0.0001893
92,228.93,131.56,4.826,-0.31037,0.0125,0.0132,0.0118,1244.444,0.0005365,0.0005365
93,223.97,44.88,4.91,-0.30922,0.0119,0.0094,0.0144,1244.444,0.0001714,0.0001714
94,310.79,246.23,4.72,-0.31212,0.0041,0.004,0.0042,1244.444,0.0001384,0.0001384
95,375.04,160.12,4.802,-0.31134,0.0101,0.0104,0.0098,1244.444,0.0003156,0.0003156
96,207.67,231.99,4.853,-0.3072,0.0181,0.011,0.0252,1244.444,0.0001711,0.0001711
97,315.48,302.62,4.95,-0.30871,0.0124,0.0058,0.019,1244.444,0.0001539,0.0001539
98,277.18,289.48,4.775,-0.31129,0.0117,0.0096,0.0138,1244.444,0.0003337,0.0003337
99,260.69,225.8,4.832,-0.31021,0.0127,0.0164,0.009,1244.444,0.0002349,0.0002349
100,377.97,302.98,4.649,-0.31432,0.0075,0.007,0.008,1244.444,0.0001959,0.0001959
101,295.9,74.54,4.844,-0.31062,0.0029,0.0034,0.0024,1244.444,0.0002086,0.0002086
102,249.75,203.18,4.787,-0.31093,0.0143,0.0172,0.0114,1244.444,0.0002988,0.0002988
103,260.76,94.22,4.695,-0.31226,0.0059,0.0074,0.0044,1244.444,0.0002834,0.0002834
104,335.35,230.01,4.784,-0.31223,0.0036,0.0044,0.0028,1244.444,0.0002517,0.0002517
105,277.29,37.82,4.883,-0.30992,0.0084,0.0082,0.0086,1244.444,0.0001902,0.0001902
106,345.27,261.99,4.775,-0.31271,0.0064,0.0092,0.0036,1244.444,0.0001639,0.0001639
107,238.5,169.96,4.986,-0.30744,0.0059,0.0068,0.005,1244.444,0.0001482,0.0001482
108,253.34,167.68,4.858,-0.30937,0.0074,0.0078,0.007,1244.444,0.0001641,0.0001641
109,323.39,310.99,4.794,-0.30982,0.0255,0.0274,0.0236,1244.444,0.000214,0.000214
110,257.45,237.78,4.835,-0.30954,0.0049,0.0064,0.0034,1244.444,0.0002396,0.0002396
111,163.88,229.49,4.9,-0.30966,0.0045,0.0054,0.0036,1244.444,0.0002083,0.0002083
112,312.34,47.49,4.931,-0.30828,0.0074,0.0084,0.0064,1244.444,0.0001515,0.0001515
113,226.06,64.15,4.964,-0.30844,0.0043,0.0046,0.004,1244.444,0.0001683,0.0001683
114,358.62,316.34,4.885,-0.30934,0.0098,0.0096,0.01,1244.444,0.0001117,0.0001117
115,293.23,212.96,4.743,-0.31098,0.0038,0.0052,0.0024,1244.444,0.0001673,0.0001673
116,224.1,326.43,4.931,-0.30852,0.006,0.0044,0.0076,1244.444,0.0001269,0.0001269
117,333.48,83.36,4.793,-0.31084,0.0126,0.0192,0.006,1244.444,0.0007278,0.0007278
118,272.77,211.14,4.737,-0.31214,0.009,0.0146,0.0034,1244.444,0.0002525,0.0002525
119,302.02,118.17,4.793,-0.3115,0.0088,0.0136,0.004,1244.444,0.0007983,0.0007983
120,255.15,199.55,4.888,-0.30955,0.0097,0.0122,0.0072,1244.444,0.0008557,0.0008557
121,225.47,28.03,4.848,-0.31085,0.0091,0.012,0.0062,1244.444,0.0003225,0.0003225
122,69.65,357.68,4.732,-0.3116,0.0047,0.0068,0.0026,1244.444,0.0001893,0.0001893
123,192.21,197.73,4.821,-0.31031,0.0032,0.0026,0.0038,1244.444,0.0001541,0.0001541
124,347.63,165.8,4.881,-0.30921,0.0074,0.0064,0.0084,1244.444,0.0001599,0.0001599
125,224.91,100.08,4.977,-0.30776,0.0096,0.0088,0.0104,1244.444,0.00097,0.00097
126,319.99,79.22,4.831,-0.3093,0.0059,0.0054,0.0064,1244.444,0.0001403,0.0001403
