Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,98.94,12.68,5.088,-0.30783,0.0137,0.008,0.0194,864.0,0.0002285,0.0002285,0.0002285
1,122.71,106.64,4.981,-0.30902,0.0905,0.076,0.105,864.0,0.0001958,0.0001958,0.0001958
2,44.1,13.68,4.892,-0.3104,0.0213,0.0246,0.018,864.0,0.0003755,0.0003755,0.0003755
3,119.3,28.32,4.944,-0.27711,0.0959,0.0944,0.0974,864.0,0.000391,0.000391,0.000391
4,94.33,76.11,4.987,-0.32195,0.3063,0.3196,0.293,864.0,0.00104,0.00104,0.00104
5,136.14,164.44,4.882,-0.31039,0.0954,0.0992,0.0916,864.0,0.0006248,0.0006248,0.0006248
6,113.55,147.17,4.969,-0.30806,0.0515,0.0558,0.0472,864.0,0.0003148,0.0003148,0.0003148
7,91.55,61.76,5.015,-0.30824,0.0102,0.0118,0.0086,864.0,0.0002969,0.0002969,0.0002969
8,102.11,108.41,5.111,-0.3073,0.0083,0.0104,0.0062,864.0,0.0002887,0.0002887,0.0002887
9,114.53,13.95,4.972,-0.30941,0.3228,0.3176,0.328,864.0,0.01437,0.01437,0.01437
10,105.94,16.54,4.876,-0.31036,0.1413,0.143,0.1396,864.0,0.00686,0.00686,0.00686
11,103.02,26.75,5.132,-0.30673,0.3174,0.3668,0.268,864.0,0.00554,0.00554,0.00554
12,184.33,32.7,4.83,-0.31113,0.4841,0.3844,0.5838,864.0,0.0007702,0.0007702,0.0007702
13,98.22,11.21,4.95,-0.30876,0.0423,0.0264,0.0582,864.0,0.0005503,0.0005503,0.0005503
14,86.88,151.22,4.995,-0.30886,0.0123,0.0132,0.0114,864.0,0.0002726,0.0002726,0.0002726
15,123.41,58.14,5.118,-0.30738,0.0109,0.0186,0.0032,864.0,0.00224,0.00224,0.00224
16,136.13,189.19,4.918,-0.3091,0.0042,0.0068,0.0016,864.0,0.00019,0.00019,0.00019
17,146.46,20.05,5.003,-0.30763,0.046,0.0498,0.0422,864.0,0.0003231,0.0003231,0.0003231
18,115.02,173.48,4.865,-0.31125,0.0505,0.0542,0.0468,864.0,0.0001753,0.0001753,0.0001753
19,64.29,83.49,5.104,-0.30768,0.0283,0.0188,0.0378,864.0,0.00199,0.00199,0.00199
20,99.86,120.44,4.902,-0.30965,0.0125,0.0138,0.0112,864.0,0.000248,0.000248,0.000248
21,77.46,140.31,5.04,-0.30739,0.0037,0.0052,0.0022,864.0,0.0002792,0.0002792,0.0002792
22,65.13,34.41,4.979,-0.30076,0.0161,0.0178,0.0144,864.0,0.0003089,0.0003089,0.0003089
23,100.6,100.07,5.033,-0.30851,0.0418,0.0324,0.0512,864.0,0.0002899,0.0002899,0.0002899
24,91.96,119.83,4.766,-0.30398,0.0417,0.0458,0.0376,864.0,0.00173,0.00173,0.00173
25,143.44,226.21,4.87,-0.31089,0.0102,0.0116,0.0088,864.0,0.0002273,0.0002273,0.0002273
26,109.24,169.91,4.999,-0.30886,0.0217,0.0054,0.038,864.0,0.0002144,0.0002144,0.0002144
27,50.53,20.41,5.077,-0.30693,0.1075,0.115,0.1,864.0,0.0004922,0.0004922,0.0004922
28,106.55,79.5,5.198,-0.30578,0.0076,0.0096,0.0056,864.0,0.0001966,0.0001966,0.0001966
29,49.17,13.52,4.994,-0.30757,0.0894,0.0926,0.0862,864.0,0.0003564,0.0003564,0.0003564
30,110.31,174.95,5.083,-0.30708,0.0024,0.003,0.0018,864.0,0.0002315,0.0002315,0.0002315
31,95.84,64.03,5.129,-0.30656,0.0045,0.0042,0.0048,864.0,0.0003914,0.0003914,0.0003914
32,118.47,31.49,5.204,-0.30413,0.0055,0.008,0.003,864.0,0.0002115,0.0002115,0.0002115
33,104.14,53.12,4.953,-0.30938,0.0985,0.165,0.032,864.0,0.0008604,0.0008604,0.0008604
34,101.43,123.07,4.937,-0.30923,0.0153,0.0164,0.0142,864.0,0.0002819,0.0002819,0.0002819
35,49.36,19.94,5.074,-0.30721,0.0065,0.009,0.004,864.0,0.0007193,0.0007193,0.0007193
36,124.54,139.96,5.102,-0.30593,0.0076,0.0074,0.0078,864.0,0.0002408,0.0002408,0.0002408
37,88.26,55.26,5.168,-0.30222,0.0329,0.0402,0.0256,864.0,0.00158,0.00158,0.00158
38,100.1,67.64,5.106,-0.30753,0.0088,0.0128,0.0048,864.0,0.0002744,0.0002744,0.0002744
39,122.15,145.6,5.018,-0.30838,0.0473,0.0322,0.0624,864.0,0.0003221,0.0003221,0.0003221
40,25.33,14.36,5.163,-0.30613,0.0602,0.0544,0.066,864.0,0.0002373,0.0002373,0.0002373
41,99.37,42.16,5.093,-0.30775,0.0746,0.0736,0.0756,864.0,0.0003942,0.0003942,0.0003942
42,113.69,168.19,4.925,-0.30938,0.0214,0.0282,0.0146,864.0,0.0001756,0.0001756,0.0001756
43,93.82,145.18,5.033,-0.30812,0.0172,0.0084,0.026,864.0,0.0002827,0.0002827,0.0002827
44,115.81,166.92,5.116,-0.30753,0.0037,0.0052,0.0022,864.0,0.0004655,0.0004655,0.0004655
45,74.16,93.29,4.88,-0.30948,0.0658,0.0782,0.0534,864.0,0.000169,0.000169,0.000169
46,55.5,80.7,5.145,-0.30658,0.0025,0.0048,0.0002,864.0,0.0002586,0.0002586,0.0002586
47,87.65,23.09,5.001,-0.30885,0.0195,0.0226,0.0164,864.0,0.0002034,0.0002034,0.0002034
48,131.98,150.39,4.934,-0.309,0.0992,0.0434,0.155,864.0,0.0001709,0.0001709,0.0001709
49,73.85,120.81,5.116,-0.30701,0.0031,0.004,0.0022,864.0,0.0001673,0.0001673,0.0001673
50,114.99,77.98,5.017,-0.30795,0.0635,0.0364,0.0906,864.0,0.0004289,0.0004289,0.0004289
51,100.92,21.87,5.209,-0.30446,0.0055,0.0102,0.0008,864.0,0.0003398,0.0003398,0.0003398
52,77.83,58.47,5.016,-0.30785,0.012,0.0148,0.0092,864.0,0.000248,0.000248,0.000248
53,68.88,18.32,5.048,-0.30705,0.0552,0.0518,0.0586,864.0,0.00188,0.00188,0.00188
54,115.02,111.24,5.024,-0.30335,0.0155,0.02,0.011,864.0,0.0002374,0.0002374,0.0002374
55,75.72,123.4,5.198,-0.30556,0.0019,0.0034,0.0004,864.0,0.0002478,0.0002478,0.0002478
56,20.78,28.14,5.188,-0.30564,0.0039,0.0062,0.0016,864.0,0.0003108,0.0003108,0.0003108
57,88.85,54.42,5.093,-0.30621,0.008,0.011,0.005,864.0,0.0002361,0.0002361,0.0002361
58,120.58,95.13,4.965,-0.30941,0.0592,0.0568,0.0616,864.0,0.0002069,0.0002069,0.0002069
59,89.71,71.26,5.019,-0.30794,0.0197,0.0218,0.0176,864.0,0.0002387,0.0002387,0.0002387
60,96.11,47.98,5.141,-0.30605,0.0299,0.0464,0.0134,864.0,0.0051,0.0051,0.0051
61,109.46,162.72,4.875,-0.3101,0.0422,0.0416,0.0428,864.0,0.0001826,0.0001826,0.0001826
