Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,83.51,11.93,5.088,-0.30783,0.0064,0.0054,0.0074,864.0,0.0002451,0.0002451,0.0002451
1,145.84,87.41,4.981,-0.30902,0.04,0.0126,0.0674,864.0,0.0001708,0.0001708,0.0001708
2,106.09,38.87,4.892,-0.3104,0.0098,0.0134,0.0062,864.0,0.0002966,0.0002966,0.0002966
3,38.2,30.63,4.944,-0.27711,0.1035,0.1082,0.0988,864.0,0.0003395,0.0003395,0.0003395
4,134.87,91.55,4.987,-0.32195,0.3352,0.335,0.3354,864.0,0.00171,0.00171,0.00171
5,139.14,152.85,4.882,-0.31039,0.0936,0.0974,0.0898,864.0,0.0004517,0.0004517,0.0004517
6,116.78,146.51,4.969,-0.30806,0.0791,0.0558,0.1024,864.0,0.0003021,0.0003021,0.0003021
7,70.41,61.26,5.015,-0.30824,0.0047,0.007,0.0024,864.0,0.0003473,0.0003473,0.0003473
8,47.03,88.66,5.111,-0.3073,0.0141,0.0158,0.0124,864.0,0.0003889,0.0003889,0.0003889
9,123.17,98.78,4.972,-0.30941,0.1555,0.1528,0.1582,864.0,0.00619,0.00619,0.00619
10,143.47,73.51,4.876,-0.31036,0.0434,0.0528,0.034,864.0,0.01271,0.01271,0.01271
11,124.9,53.85,5.132,-0.30673,0.025,0.028,0.022,864.0,0.00494,0.00494,0.00494
12,212.3,121.71,4.831,-0.31113,0.4151,0.4908,0.3394,864.0,0.00188,0.00188,0.00188
13,97.81,12.74,4.95,-0.30876,0.007,0.0088,0.0052,864.0,0.0004117,0.0004117,0.0004117
14,118.51,135.22,4.995,-0.30886,0.0765,0.0398,0.1132,864.0,0.0001809,0.0001809,0.0001809
15,120.11,70.31,5.118,-0.30738,0.0051,0.0054,0.0048,864.0,0.00104,0.00104,0.00104
16,103.32,259.38,4.918,-0.3091,0.0036,0.0062,0.001,864.0,0.0001442,0.0001442,0.0001442
17,89.91,112.8,5.003,-0.30763,0.0141,0.0158,0.0124,864.0,0.0003152,0.0003152,0.0003152
18,119.86,155.02,4.866,-0.31125,0.0548,0.0538,0.0558,864.0,0.00022,0.00022,0.00022
19,43.92,104.99,5.104,-0.30768,0.0051,0.0098,0.0004,864.0,0.00157,0.00157,0.00157
20,105.52,144.29,4.902,-0.30965,0.0293,0.0118,0.0468,864.0,0.0002573,0.0002573,0.0002573
21,81.9,132.9,5.04,-0.30739,0.0072,0.0126,0.0018,864.0,0.0002578,0.0002578,0.0002578
22,75.33,49.85,4.979,-0.30076,0.0143,0.0164,0.0122,864.0,0.0005251,0.0005251,0.0005251
23,101.09,87.88,5.033,-0.30851,0.023,0.0264,0.0196,864.0,0.0005826,0.0005826,0.0005826
24,131.44,203.69,4.766,-0.30398,0.0492,0.0502,0.0482,864.0,0.002,0.002,0.002
25,106.25,168.0,4.87,-0.31089,0.0075,0.008,0.007,864.0,0.0001845,0.0001845,0.0001845
26,89.78,154.65,4.999,-0.30886,0.0571,0.0718,0.0424,864.0,0.0003029,0.0003029,0.0003029
27,136.23,64.2,5.077,-0.30693,0.0581,0.0546,0.0616,864.0,0.0001825,0.0001825,0.0001825
28,68.57,72.49,5.198,-0.30578,0.003,0.0036,0.0024,864.0,0.0002728,0.0002728,0.0002728
29,128.24,19.84,4.994,-0.30757,0.0094,0.0134,0.0054,864.0,0.0001844,0.0001844,0.0001844
30,102.17,155.26,5.083,-0.30708,0.0039,0.004,0.0038,864.0,0.0002807,0.0002807,0.0002807
31,76.41,46.5,5.129,-0.30656,0.0044,0.005,0.0038,864.0,0.0003097,0.0003097,0.0003097
32,98.51,28.31,5.204,-0.30413,0.0036,0.0062,0.001,864.0,0.0002783,0.0002783,0.0002783
33,130.15,59.34,4.953,-0.30938,0.0204,0.0184,0.0224,864.0,0.0002857,0.0002857,0.0002857
34,87.92,153.87,4.937,-0.30923,0.0145,0.0164,0.0126,864.0,0.000809,0.000809,0.000809
35,108.68,43.01,5.074,-0.30721,0.0036,0.0042,0.003,864.0,0.0001944,0.0001944,0.0001944
36,75.63,93.34,5.102,-0.30593,0.0079,0.0092,0.0066,864.0,0.0004946,0.0004946,0.0004946
37,85.2,75.59,5.168,-0.30222,0.0308,0.037,0.0246,864.0,0.00185,0.00185,0.00185
38,73.15,96.35,5.106,-0.30753,0.008,0.013,0.003,864.0,0.0003449,0.0003449,0.0003449
39,111.1,111.06,5.018,-0.30838,0.0121,0.0086,0.0156,864.0,0.0002335,0.0002335,0.0002335
40,75.94,16.3,5.163,-0.30613,0.0137,0.0144,0.013,864.0,0.0004461,0.0004461,0.0004461
41,76.99,41.14,5.093,-0.30775,0.0183,0.0176,0.019,864.0,0.0003277,0.0003277,0.0003277
42,130.67,177.63,4.925,-0.30938,0.0104,0.0112,0.0096,864.0,0.0002712,0.0002712,0.0002712
43,55.76,116.12,5.033,-0.30812,0.0147,0.0078,0.0216,864.0,0.0002343,0.0002343,0.0002343
44,91.65,129.45,5.116,-0.30753,0.0103,0.019,0.0016,864.0,0.000587,0.000587,0.000587
45,107.16,159.6,4.88,-0.30948,0.0458,0.0636,0.028,864.0,0.0002061,0.0002061,0.0002061
46,83.09,101.43,5.145,-0.30658,0.0021,0.0042,0.0,864.0,0.0006171,0.0006171,0.0006171
47,122.1,22.41,5.001,-0.30885,0.0047,0.0054,0.004,864.0,0.0001754,0.0001754,0.0001754
48,135.79,156.32,4.934,-0.309,0.0092,0.008,0.0104,864.0,0.0001864,0.0001864,0.0001864
49,65.63,66.0,5.116,-0.30701,0.0074,0.0116,0.0032,864.0,0.0002016,0.0002016,0.0002016
50,122.06,208.26,5.017,-0.30795,0.095,0.048,0.142,864.0,0.0001766,0.0001766,0.0001766
51,120.9,64.02,5.209,-0.30446,0.003,0.0058,0.0002,864.0,0.0004044,0.0004044,0.0004044
52,80.39,44.23,5.016,-0.30785,0.0341,0.029,0.0392,864.0,0.0003254,0.0003254,0.0003254
