Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,99.35,11.86,5.088,-0.30783,0.0144,0.0078,0.021,864.0,0.0002282,0.0002282,0.0002282
1,128.57,118.94,4.981,-0.30902,0.0048,0.003,0.0066,864.0,0.0001604,0.0001604,0.0001604
2,95.91,120.62,4.892,-0.3104,0.0303,0.0342,0.0264,864.0,0.0002341,0.0002341,0.0002341
3,122.26,32.24,4.944,-0.27711,0.0924,0.0956,0.0892,864.0,0.0003996,0.0003996,0.0003996
4,97.14,71.9,4.987,-0.32195,0.3636,0.3098,0.4174,864.0,0.0007642,0.0007642,0.0007642
5,96.87,181.07,4.882,-0.31039,0.0884,0.0968,0.08,864.0,0.000532,0.000532,0.000532
6,131.75,185.21,4.969,-0.30806,0.114,0.0784,0.1496,864.0,0.000284,0.000284,0.000284
7,80.31,56.96,5.015,-0.30824,0.0394,0.0092,0.0696,864.0,0.0003681,0.0003681,0.0003681
8,85.69,110.43,5.111,-0.3073,0.0083,0.012,0.0046,864.0,0.0002986,0.0002986,0.0002986
9,106.05,17.72,4.972,-0.30941,0.2994,0.2778,0.321,864.0,0.00533,0.00533,0.00533
10,142.08,22.9,4.876,-0.31036,0.1242,0.1448,0.1036,864.0,0.00625,0.00625,0.00625
11,119.71,18.1,5.132,-0.30673,0.235,0.2358,0.2342,864.0,0.00321,0.00321,0.00321
12,134.29,35.72,4.831,-0.31113,0.4809,0.619,0.3428,864.0,0.0007901,0.0007901,0.0007901
13,71.4,10.67,4.95,-0.30876,0.0581,0.0148,0.1014,864.0,0.000264,0.000264,0.000264
14,93.56,95.14,4.995,-0.30886,0.0219,0.0138,0.03,864.0,0.0002139,0.0002139,0.0002139
15,118.29,71.22,5.118,-0.30738,0.0082,0.0126,0.0038,864.0,0.0012,0.0012,0.0012
16,134.21,184.49,4.918,-0.3091,0.0035,0.006,0.001,864.0,0.0001651,0.0001651,0.0001651
17,161.99,24.2,5.003,-0.30763,0.0265,0.0272,0.0258,864.0,0.0002955,0.0002955,0.0002955
18,109.83,162.18,4.865,-0.31125,0.053,0.0576,0.0484,864.0,0.0002321,0.0002321,0.0002321
19,41.12,104.81,5.104,-0.30768,0.0025,0.004,0.001,864.0,0.0002366,0.0002366,0.0002366
20,90.55,159.35,4.902,-0.30965,0.0085,0.0114,0.0056,864.0,0.0002744,0.0002744,0.0002744
21,76.71,148.9,5.04,-0.30739,0.0051,0.0092,0.001,864.0,0.0003737,0.0003737,0.0003737
22,85.59,44.01,4.979,-0.30076,0.0299,0.0402,0.0196,864.0,0.00158,0.00158,0.00158
23,93.41,119.08,5.033,-0.30851,0.0083,0.0102,0.0064,864.0,0.0002784,0.0002784,0.0002784
24,65.33,79.15,4.766,-0.30398,0.0397,0.0444,0.035,864.0,0.00146,0.00146,0.00146
25,98.39,121.39,4.87,-0.31089,0.0376,0.0514,0.0238,864.0,0.000268,0.000268,0.000268
26,96.3,107.7,4.999,-0.30886,0.0049,0.008,0.0018,864.0,0.0002703,0.0002703,0.0002703
27,106.37,26.95,5.077,-0.30693,0.0902,0.1034,0.077,864.0,0.0008824,0.0008824,0.0008824
