Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,93.66,12.14,5.088,-0.30783,0.0063,0.005,0.0076,864.0,0.0002674,0.0002674,0.0002674
1,106.03,110.36,4.981,-0.30902,0.0035,0.0044,0.0026,864.0,0.0001831,0.0001831,0.0001831
2,94.71,15.56,4.892,-0.3104,0.0315,0.0344,0.0286,864.0,0.0003575,0.0003575,0.0003575
3,134.57,32.59,4.944,-0.27711,0.0801,0.0828,0.0774,864.0,0.0007254,0.0007254,0.0007254
4,73.42,72.53,4.987,-0.32195,0.3752,0.3122,0.4382,864.0,0.00149,0.00149,0.00149
5,82.31,165.72,4.882,-0.31039,0.0678,0.0706,0.065,864.0,0.000594,0.000594,0.000594
6,110.02,148.54,4.969,-0.30806,0.0491,0.0508,0.0474,864.0,0.0003423,0.0003423,0.0003423
7,92.07,56.33,5.015,-0.30824,0.0368,0.009,0.0646,864.0,0.0003573,0.0003573,0.0003573
8,103.06,131.32,5.111,-0.3073,0.0048,0.0062,0.0034,864.0,0.0003069,0.0003069,0.0003069
9,89.45,14.38,4.972,-0.30941,0.2973,0.3364,0.2582,864.0,0.005,0.005,0.005
10,130.02,18.1,4.876,-0.31036,0.139,0.155,0.123,864.0,0.00598,0.00598,0.00598
11,156.73,30.77,5.132,-0.30673,0.2876,0.2582,0.317,864.0,0.0035,0.0035,0.0035
12,154.4,21.97,4.831,-0.31113,0.4789,0.5214,0.4364,864.0,0.00171,0.00171,0.00171
13,91.84,10.07,4.95,-0.30876,0.0538,0.0212,0.0864,864.0,0.0003546,0.0003546,0.0003546
14,97.52,91.81,4.995,-0.30886,0.0765,0.047,0.106,864.0,0.0003796,0.0003796,0.0003796
15,101.18,38.17,5.118,-0.30738,0.0115,0.0144,0.0086,864.0,0.0014,0.0014,0.0014
16,102.4,176.69,4.918,-0.3091,0.0066,0.0082,0.005,864.0,0.0001656,0.0001656,0.0001656
17,23.9,15.97,5.003,-0.30763,0.0427,0.0496,0.0358,864.0,0.0008797,0.0008797,0.0008797
18,126.51,135.85,4.865,-0.31125,0.0463,0.0496,0.043,864.0,0.000184,0.000184,0.000184
19,85.34,115.5,5.104,-0.30768,0.0101,0.0196,0.0006,864.0,0.0002619,0.0002619,0.0002619
20,84.74,148.41,4.902,-0.30965,0.0186,0.0152,0.022,864.0,0.0003748,0.0003748,0.0003748
21,100.96,167.56,5.04,-0.30739,0.0096,0.0168,0.0024,864.0,0.0008241,0.0008241,0.0008241
22,93.95,50.17,4.979,-0.30076,0.0373,0.023,0.0516,864.0,0.0003821,0.0003821,0.0003821
23,92.19,114.77,5.033,-0.30851,0.0127,0.0184,0.007,864.0,0.0002789,0.0002789,0.0002789
24,112.59,110.04,4.766,-0.30398,0.0411,0.0464,0.0358,864.0,0.00315,0.00315,0.00315
25,106.9,96.9,4.87,-0.31089,0.0118,0.0138,0.0098,864.0,0.0002643,0.0002643,0.0002643
26,117.9,149.13,4.999,-0.30886,0.0028,0.0034,0.0022,864.0,0.0003527,0.0003527,0.0003527
27,82.87,24.24,5.077,-0.30693,0.1014,0.1118,0.091,864.0,0.0005135,0.0005135,0.0005135
28,115.03,70.68,5.198,-0.30578,0.0102,0.0102,0.0102,864.0,0.0001769,0.0001769,0.0001769
29,66.1,17.36,4.994,-0.30757,0.0804,0.096,0.0648,864.0,0.000301,0.000301,0.000301
30,75.14,164.73,5.083,-0.30708,0.0034,0.0032,0.0036,864.0,0.0002755,0.0002755,0.0002755
31,87.4,64.87,5.129,-0.30656,0.0062,0.01,0.0024,864.0,0.0004105,0.0004105,0.0004105
32,112.41,34.24,5.204,-0.30413,0.0074,0.0088,0.006,864.0,0.0003797,0.0003797,0.0003797
33,63.22,58.83,4.953,-0.30938,0.1047,0.1448,0.0646,864.0,0.00146,0.00146,0.00146
34,86.47,138.83,4.937,-0.30923,0.0062,0.0102,0.0022,864.0,0.000231,0.000231,0.000231
35,49.89,19.1,5.074,-0.30721,0.0054,0.0072,0.0036,864.0,0.0006752,0.0006752,0.0006752
36,85.77,115.6,5.102,-0.30593,0.0054,0.0084,0.0024,864.0,0.0002627,0.0002627,0.0002627
