Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
73,219.24,400.43,4.875,-0.31024,0.0129,0.0134,0.0124,1244.444,0.000157,0.000157
74,323.83,247.48,4.814,-0.3113,0.0025,0.0036,0.0014,1244.444,0.0001306,0.0001306
75,403.65,132.21,4.769,-0.31043,0.0408,0.0404,0.0412,1244.444,0.0002268,0.0002268
76,503.7,17.03,4.702,-0.31292,0.0186,0.0218,0.0154,1244.444,0.0001288,0.0001288
77,387.58,161.48,4.807,-0.31079,0.0071,0.0094,0.0048,1244.444,0.0002499,0.0002499
78,168.83,254.48,4.861,-0.30955,0.0208,0.0176,0.024,1244.444,0.0001499,0.0001499
79,350.55,30.93,4.786,-0.31151,0.0054,0.0064,0.0044,1244.444,0.0001682,0.0001682
80,180.93,197.92,5.043,-0.30792,0.0085,0.008,0.009,1244.444,0.0002253,0.0002253
81,223.49,191.28,4.961,-0.30881,0.0025,0.0022,0.0028,1244.444,0.0001326,0.0001326
82,348.71,211.5,4.815,-0.31103,0.0038,0.0062,0.0014,1244.444,0.0002132,0.0002132
83,372.62,61.48,4.738,-0.3138,0.0215,0.0182,0.0248,1244.444,0.0001843,0.0001843
84,471.04,317.57,4.666,-0.31335,0.0059,0.0072,0.0046,1244.444,0.000117,0.000117
85,280.86,98.12,4.745,-0.31197,0.0184,0.0266,0.0102,1244.444,0.0002829,0.0002829
86,239.19,247.15,4.89,-0.30914,0.0057,0.0072,0.0042,1244.444,0.0001861,0.0001861
87,288.04,123.26,4.824,-0.30996,0.0093,0.0086,0.01,1244.444,0.000171,0.000171
88,209.62,104.79,4.69,-0.31918,0.0053,0.0074,0.0032,1244.444,0.0002631,0.0002631
89,267.02,197.78,4.948,-0.30883,0.01,0.0122,0.0078,1244.444,0.0003039,0.0003039
90,449.72,103.5,4.803,-0.31023,0.0196,0.0194,0.0198,1244.444,0.000471,0.000471
91,193.72,303.14,4.893,-0.30983,0.0031,0.0054,0.0008,1244.444,0.0001992,0.0001992
92,269.69,130.06,4.825,-0.31037,0.0217,0.0328,0.0106,1244.444,0.0007795,0.0007795
93,214.98,47.32,4.91,-0.30922,0.0121,0.0144,0.0098,1244.444,0.000415,0.000415
94,337.21,304.42,4.72,-0.31212,0.0047,0.0062,0.0032,1244.444,0.0002308,0.0002308
95,461.5,171.35,4.802,-0.31134,0.0122,0.015,0.0094,1244.444,0.0004476,0.0004476
96,264.88,235.35,4.853,-0.3072,0.0134,0.0136,0.0132,1244.444,0.000252,0.000252
97,283.19,250.35,4.95,-0.30871,0.0088,0.0046,0.013,1244.444,0.0001454,0.0001454
98,384.55,347.26,4.775,-0.31129,0.0167,0.0154,0.018,1244.444,0.0001806,0.0001806
99,414.7,288.9,4.832,-0.31021,0.015,0.0156,0.0144,1244.444,0.0002795,0.0002795
100,278.46,393.61,4.649,-0.31432,0.0111,0.0158,0.0064,1244.444,0.0001626,0.0001626
101,299.0,86.84,4.844,-0.31062,0.0038,0.0052,0.0024,1244.444,0.0002459,0.0002459
102,295.68,209.05,4.787,-0.31093,0.0122,0.0142,0.0102,1244.444,0.0003221,0.0003221
103,217.56,96.32,4.695,-0.31226,0.0055,0.0078,0.0032,1244.444,0.0002372,0.0002372
104,253.14,246.71,4.784,-0.31223,0.0043,0.0066,0.002,1244.444,0.000372,0.000372
105,220.32,47.9,4.883,-0.30992,0.0079,0.0074,0.0084,1244.444,0.0004798,0.0004798
106,329.4,207.38,4.775,-0.31271,0.0053,0.0088,0.0018,1244.444,0.0002021,0.0002021
107,260.48,113.63,4.986,-0.30744,0.0063,0.0084,0.0042,1244.444,0.0004065,0.0004065
108,146.41,149.5,4.858,-0.30937,0.0056,0.0048,0.0064,1244.444,0.0002306,0.0002306
109,294.65,347.29,4.794,-0.30982,0.026,0.0272,0.0248,1244.444,0.000199,0.000199
110,265.46,363.55,4.835,-0.30954,0.0061,0.0096,0.0026,1244.444,0.000209,0.000209
111,139.65,120.11,4.9,-0.30966,0.003,0.0038,0.0022,1244.444,0.0002108,0.0002108
112,410.04,44.64,4.931,-0.30828,0.0089,0.0098,0.008,1244.444,0.0001472,0.0001472
113,240.92,63.6,4.964,-0.30844,0.0051,0.0056,0.0046,1244.444,0.0001288,0.0001288
114,216.3,218.25,4.885,-0.30934,0.0087,0.0098,0.0076,1244.444,0.0001022,0.0001022
115,426.71,249.28,4.743,-0.31098,0.0046,0.0066,0.0026,1244.444,0.0001424,0.0001424
116,242.82,300.54,4.931,-0.30852,0.0083,0.0074,0.0092,1244.444,0.0001302,0.0001302
117,297.95,83.36,4.793,-0.31084,0.0081,0.01,0.0062,1244.444,0.0006302,0.0006302
118,329.82,256.2,4.737,-0.31214,0.0043,0.005,0.0036,1244.444,0.0005222,0.0005222
119,228.32,140.8,4.793,-0.3115,0.0075,0.011,0.004,1244.444,0.0008074,0.0008074
120,236.02,219.16,4.888,-0.30955,0.0081,0.009,0.0072,1244.444,0.000235,0.000235
121,234.21,25.71,4.848,-0.31085,0.0078,0.0088,0.0068,1244.444,0.0002828,0.0002828
122,240.1,282.51,4.732,-0.3116,0.0049,0.005,0.0048,1244.444,0.0001371,0.0001371
123,288.26,238.7,4.821,-0.31031,0.0041,0.0058,0.0024,1244.444,0.0001852,0.0001852
124,359.81,184.32,4.881,-0.30921,0.005,0.0052,0.0048,1244.444,0.0001391,0.0001391
125,225.8,89.23,4.977,-0.30776,0.0103,0.018,0.0026,1244.444,0.0004482,0.0004482
126,358.59,95.1,4.831,-0.3093,0.0066,0.0078,0.0054,1244.444,0.0001995,0.0001995
