Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,568.14,272.98,4.636,-0.31328,0.0064,0.0048,0.008,1244.444,0.0001323,0.0001323
1,294.8,189.16,4.736,-0.31292,0.0183,0.0228,0.0138,1244.444,0.0002141,0.0002141
2,150.8,124.99,4.819,-0.3113,0.0263,0.023,0.0296,1244.444,0.0002535,0.0002535
3,341.76,269.54,4.747,-0.31115,0.0104,0.0126,0.0082,1244.444,0.0002579,0.0002579
4,330.2,207.62,4.788,-0.31095,0.0211,0.02,0.0222,1244.444,0.0002112,0.0002112
5,254.24,162.34,4.851,-0.31057,0.0395,0.0184,0.0606,1244.444,0.000315,0.000315
6,231.5,75.89,4.9,-0.30906,0.1015,0.1094,0.0936,1244.444,0.0003642,0.0003642
7,305.5,42.67,4.756,-0.311,0.0084,0.008,0.0088,1244.444,0.0006429,0.0006429
8,307.93,40.21,4.813,-0.31335,0.0156,0.0164,0.0148,1244.444,0.000591,0.000591
9,326.13,82.14,4.638,-0.3224,0.0266,0.0252,0.028,1244.444,0.0003221,0.0003221
10,204.57,213.22,4.804,-0.31123,0.0874,0.1586,0.0162,1244.444,0.00101,0.00101
11,320.96,50.35,4.743,-0.31179,0.0114,0.013,0.0098,1244.444,0.0002234,0.0002234
12,346.96,265.95,4.626,-0.31372,0.0155,0.0188,0.0122,1244.444,0.0004275,0.0004275
13,445.19,209.84,4.557,-0.31378,0.0666,0.0902,0.043,1244.444,0.00114,0.00114
14,351.63,55.42,4.509,-0.31577,0.0154,0.0212,0.0096,1244.444,0.0002736,0.0002736
15,539.03,83.64,4.599,-0.32045,0.0214,0.0234,0.0194,1244.444,0.0005319,0.0005319
16,240.76,25.47,4.937,-0.30883,0.0915,0.0724,0.1106,1244.444,0.00109,0.00109
17,245.26,83.78,4.753,-0.31153,0.0101,0.0154,0.0048,1244.444,0.0004212,0.0004212
18,467.86,68.52,4.659,-0.28926,0.042,0.0508,0.0332,1244.444,0.0001676,0.0001676
19,339.87,31.22,4.821,-0.31198,0.0424,0.0396,0.0452,1244.444,0.0002779,0.0002779
20,325.6,54.12,4.738,-0.31197,0.0265,0.0298,0.0232,1244.444,0.0002658,0.0002658
21,431.27,27.02,4.774,-0.31143,0.0292,0.0298,0.0286,1244.444,0.0002279,0.0002279
22,232.43,182.28,4.668,-0.31332,0.0072,0.0098,0.0046,1244.444,0.0001684,0.0001684
23,339.13,37.51,4.758,-0.31174,0.0252,0.0274,0.023,1244.444,0.0003797,0.0003797
24,261.33,17.08,4.611,-0.31355,0.0417,0.0342,0.0492,1244.444,0.0004169,0.0004169
25,271.52,245.97,4.732,-0.31226,0.027,0.0288,0.0252,1244.444,0.0001442,0.0001442
26,324.49,129.09,4.777,-0.31228,0.0047,0.0064,0.003,1244.444,0.000134,0.000134
27,511.12,152.04,4.68,-0.31283,0.0066,0.0098,0.0034,1244.444,0.0001351,0.0001351
28,273.71,70.75,4.744,-0.27186,0.0284,0.032,0.0248,1244.444,0.0003467,0.0003467
29,283.43,172.08,4.792,-0.32426,0.0102,0.0118,0.0086,1244.444,0.000243,0.000243
30,392.96,283.59,4.693,-0.31268,0.006,0.0078,0.0042,1244.444,0.0001415,0.0001415
31,312.43,36.42,5.058,-0.30701,0.0131,0.0156,0.0106,1244.444,0.0004171,0.0004171
32,312.47,274.67,4.93,-0.30828,0.0322,0.0332,0.0312,1244.444,0.000213,0.000213
33,598.18,269.76,4.677,-0.31373,0.0056,0.0074,0.0038,1244.444,0.0002737,0.0002737
34,142.8,75.3,4.71,-0.2877,0.0523,0.0426,0.062,1244.444,0.0007149,0.0007149
35,269.16,65.78,4.915,-0.3092,0.0114,0.0144,0.0084,1244.444,0.0001461,0.0001461
36,373.97,59.21,4.854,-0.31028,0.0054,0.0054,0.0054,1244.444,0.0001613,0.0001613
37,131.84,210.98,4.594,-0.31539,0.0202,0.0172,0.0232,1244.444,0.0003031,0.0003031
38,412.54,152.27,4.486,-0.31594,0.0313,0.038,0.0246,1244.444,0.00357,0.00357
39,327.9,263.13,4.574,-0.31403,0.007,0.0076,0.0064,1244.444,0.0001457,0.0001457
40,377.83,190.63,4.706,-0.31264,0.01,0.0124,0.0076,1244.444,0.0003951,0.0003951
41,270.14,387.24,4.815,-0.31264,0.0048,0.0062,0.0034,1244.444,0.000153,0.000153
42,277.72,425.53,4.655,-0.31429,0.0291,0.0288,0.0294,1244.444,0.0001506,0.0001506
43,380.73,172.9,4.755,-0.31328,0.0254,0.0414,0.0094,1244.444,0.0003298,0.0003298
44,262.19,155.56,4.868,-0.3105,0.0051,0.0062,0.004,1244.444,0.0001785,0.0001785
45,340.78,364.21,4.763,-0.31105,0.0076,0.008,0.0072,1244.444,0.000831,0.000831
46,183.34,268.03,4.674,-0.31335,0.0135,0.0224,0.0046,1244.444,0.00134,0.00134
47,271.56,122.99,4.795,-0.31225,0.01,0.0094,0.0106,1244.444,0.0001392,0.0001392
48,184.24,76.21,4.707,-0.31165,0.0115,0.0104,0.0126,1244.444,0.0001161,0.0001161
49,213.74,134.99,4.811,-0.31113,0.0132,0.024,0.0024,1244.444,0.0001393,0.0001393
50,328.6,163.93,4.879,-0.30969,0.0095,0.0046,0.0144,1244.444,0.0001592,0.0001592
51,414.87,303.63,4.767,-0.31094,0.0135,0.0164,0.0106,1244.444,0.0001139,0.0001139
52,319.01,67.94,4.855,-0.3096,0.0153,0.0082,0.0224,1244.444,0.0001875,0.0001875
53,292.54,359.63,4.768,-0.31056,0.013,0.012,0.014,1244.444,7.874e-05,7.874e-05
54,244.22,60.79,4.822,-0.31041,0.0053,0.0074,0.0032,1244.444,0.0002876,0.0002876
55,274.8,358.9,4.907,-0.30999,0.0056,0.0052,0.006,1244.444,0.0001536,0.0001536
56,367.06,16.53,4.455,-0.31804,0.0167,0.0124,0.021,1244.444,0.0002536,0.0002536
57,417.54,64.8,4.835,-0.31002,0.0175,0.0124,0.0226,1244.444,0.0003168,0.0003168
58,514.35,279.56,4.709,-0.31367,0.004,0.006,0.002,1244.444,0.0001331,0.0001331
59,391.22,300.34,4.811,-0.31024,0.0036,0.0054,0.0018,1244.444,0.0001334,0.0001334
60,578.4,411.15,4.672,-0.31324,0.0054,0.0068,0.004,1244.444,0.000111,0.000111
61,324.13,203.47,4.902,-0.30996,0.0054,0.0072,0.0036,1244.444,0.0001485,0.0001485
62,393.58,359.8,4.771,-0.31099,0.0233,0.0188,0.0278,1244.444,0.0001416,0.0001416
63,222.39,252.85,4.995,-0.30845,0.0047,0.0044,0.005,1244.444,0.0001745,0.0001745
64,176.17,184.88,4.879,-0.31051,0.0062,0.0078,0.0046,1244.444,0.000186,0.000186
65,417.87,190.52,4.758,-0.31052,0.0204,0.0232,0.0176,1244.444,0.0004498,0.0004498
66,284.54,89.5,4.81,-0.31092,0.0069,0.0094,0.0044,1244.444,0.0006062,0.0006062
67,301.36,188.56,4.893,-0.31039,0.005,0.005,0.005,1244.444,0.0001312,0.0001312
68,404.14,115.94,4.741,-0.3118,0.0115,0.014,0.009,1244.444,0.0002046,0.0002046
69,324.19,18.65,4.837,-0.30965,0.0076,0.0064,0.0088,1244.444,0.000194,0.000194
70,297.46,279.17,4.709,-0.31145,0.0057,0.0064,0.005,1244.444,0.0001555,0.0001555
71,400.72,139.62,4.846,-0.31011,0.0388,0.0366,0.041,1244.444,0.0002946,0.0002946
72,303.77,326.75,4.875,-0.3092,0.0575,0.0418,0.0732,1244.444,0.0001439,0.0001439
73,299.05,315.89,4.875,-0.31024,0.0155,0.0132,0.0178,1244.444,0.0001329,0.0001329
74,259.66,203.59,4.814,-0.3113,0.009,0.0032,0.0148,1244.444,0.0001608,0.0001608
75,320.25,93.62,4.769,-0.31043,0.0397,0.037,0.0424,1244.444,0.0002303,0.0002303
76,442.19,17.06,4.702,-0.31292,0.0239,0.0174,0.0304,1244.444,0.00019,0.00019
77,294.98,76.5,4.807,-0.31079,0.0101,0.0096,0.0106,1244.444,0.0002483,0.0002483
78,313.47,333.52,4.861,-0.30955,0.0247,0.0232,0.0262,1244.444,0.000152,0.000152
79,368.96,34.79,4.786,-0.31151,0.0069,0.0076,0.0062,1244.444,0.0001637,0.0001637
80,161.59,200.04,5.043,-0.30792,0.0092,0.01,0.0084,1244.444,0.0001672,0.0001672
81,192.49,153.6,4.961,-0.30881,0.0022,0.0018,0.0026,1244.444,0.0001676,0.0001676
82,258.36,181.07,4.815,-0.31103,0.003,0.0042,0.0018,1244.444,0.0001972,0.0001972
83,295.49,59.55,4.738,-0.3138,0.0247,0.014,0.0354,1244.444,0.00105,0.00105
84,219.25,228.12,4.666,-0.31335,0.0063,0.0076,0.005,1244.444,0.0001003,0.0001003
85,126.69,154.5,4.745,-0.31197,0.0157,0.0178,0.0136,1244.444,0.0001751,0.0001751
86,295.91,273.22,4.89,-0.30914,0.0063,0.0076,0.005,1244.444,0.0002261,0.0002261
87,146.64,203.27,4.824,-0.30996,0.01,0.0096,0.0104,1244.444,0.0002126,0.0002126
88,123.37,58.55,4.69,-0.31918,0.0531,0.0478,0.0584,1244.444,0.000406,0.000406
89,234.43,34.49,4.948,-0.30883,0.1269,0.111,0.1428,1244.444,0.0005285,0.0005285
90,333.75,62.65,4.803,-0.31023,0.0358,0.0412,0.0304,1244.444,0.0007078,0.0007078
91,452.46,273.54,4.893,-0.30983,0.0105,0.0156,0.0054,1244.444,0.0001529,0.0001529
92,318.47,178.57,4.826,-0.31037,0.0155,0.019,0.012,1244.444,0.0004326,0.0004326
93,220.75,41.34,4.91,-0.30922,0.0307,0.015,0.0464,1244.444,0.00361,0.00361
94,264.99,304.42,4.72,-0.31212,0.0054,0.007,0.0038,1244.444,0.0003629,0.0003629
95,333.01,223.14,4.802,-0.31134,0.015,0.0124,0.0176,1244.444,0.000631,0.000631
96,71.49,206.65,4.853,-0.3072,0.0848,0.0404,0.1292,1244.444,0.0002006,0.0002006
97,262.15,321.19,4.95,-0.30871,0.0181,0.007,0.0292,1244.444,0.0002946,0.0002946
98,460.39,282.12,4.775,-0.31129,0.0119,0.0124,0.0114,1244.444,0.0002023,0.0002023
99,283.79,210.17,4.832,-0.31021,0.0173,0.019,0.0156,1244.444,0.000457,0.000457
100,277.93,314.08,4.649,-0.31432,0.0084,0.0116,0.0052,1244.444,0.0001386,0.0001386
101,307.73,96.12,4.844,-0.31062,0.0047,0.0032,0.0062,1244.444,0.0003035,0.0003035
102,295.04,151.92,4.787,-0.31093,0.0122,0.014,0.0104,1244.444,0.0002633,0.0002633
103,265.46,248.03,4.695,-0.31226,0.0062,0.0088,0.0036,1244.444,0.0001741,0.0001741
104,261.3,228.97,4.784,-0.31223,0.0035,0.0052,0.0018,1244.444,0.0003699,0.0003699
