Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
105,306.09,55.79,4.883,-0.30992,0.0126,0.017,0.0082,1244.444,0.0001676,0.0001676
106,347.53,25.12,4.775,-0.31271,0.2283,0.2116,0.245,1244.444,0.0002547,0.0002547
107,219.1,29.21,4.986,-0.30744,0.0116,0.0112,0.012,1244.444,0.0004736,0.0004736
108,178.49,57.93,4.858,-0.30937,0.0196,0.0074,0.0318,1244.444,0.0003046,0.0003046
109,274.07,395.59,4.794,-0.30982,0.0283,0.0236,0.033,1244.444,0.000207,0.000207
110,259.98,352.11,4.835,-0.30954,0.0076,0.0074,0.0078,1244.444,0.0002161,0.0002161
111,141.02,94.44,4.9,-0.30966,0.0059,0.0086,0.0032,1244.444,0.0002535,0.0002535
112,272.75,55.84,4.931,-0.30828,0.0226,0.0148,0.0304,1244.444,0.0002012,0.0002012
113,218.77,69.95,4.964,-0.30844,0.0039,0.005,0.0028,1244.444,0.0001456,0.0001456
114,311.81,316.34,4.885,-0.30934,0.0116,0.0124,0.0108,1244.444,0.0001664,0.0001664
115,296.83,240.59,4.743,-0.31098,0.0076,0.0088,0.0064,1244.444,0.0001126,0.0001126
116,289.53,369.47,4.931,-0.30852,0.0066,0.007,0.0062,1244.444,0.000116,0.000116
117,189.77,83.36,4.793,-0.31084,0.0075,0.0106,0.0044,1244.444,0.0004733,0.0004733
118,266.14,197.3,4.737,-0.31214,0.0036,0.0056,0.0016,1244.444,0.0001375,0.0001375
119,244.96,103.4,4.793,-0.3115,0.0081,0.0108,0.0054,1244.444,0.0005742,0.0005742
120,322.63,320.33,4.888,-0.30955,0.0087,0.0118,0.0056,1244.444,0.00109,0.00109
121,124.23,25.26,4.848,-0.31085,0.0072,0.0092,0.0052,1244.444,0.0002606,0.0002606
122,250.95,214.47,4.732,-0.3116,0.006,0.0086,0.0034,1244.444,0.0001874,0.0001874
123,249.95,187.33,4.821,-0.31031,0.0048,0.0074,0.0022,1244.444,0.0002824,0.0002824
124,328.73,173.5,4.881,-0.30921,0.0067,0.0078,0.0056,1244.444,0.0001569,0.0001569
125,282.0,76.61,4.977,-0.30776,0.0088,0.01,0.0076,1244.444,0.00115,0.00115
126,345.27,43.75,4.831,-0.3093,0.0148,0.0102,0.0194,1244.444,0.0002572,0.0002572
