Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,456.55,348.45,4.656,-0.31111,0.0043,0.0054,0.0032,1244.444,0.0001155,0.0001155,0.0001155
1,334.57,297.84,4.535,0.0,0.0017,0.0026,0.0008,1244.444,0.0001113,0.0001113,0.0001113
2,317.35,108.13,4.68,-0.31073,0.0042,0.0042,0.0042,1244.444,9.797e-05,9.797e-05,9.797e-05
3,332.5,146.67,4.607,0.0,0.0099,0.0126,0.0072,1244.444,0.0002818,0.0002818,0.0002818
4,256.29,114.31,4.462,-0.32295,0.0123,0.0162,0.0084,1244.444,0.0004288,0.0004288,0.0004288
5,357.74,410.14,4.427,0.0,0.0085,0.0124,0.0046,1244.444,0.0002242,0.0002242,0.0002242
6,463.79,169.42,4.64,-0.31059,0.0014,0.0018,0.001,1244.444,0.0001137,0.0001137,0.0001137
7,249.9,303.55,4.476,0.0,0.0023,0.0042,0.0004,1244.444,0.0001393,0.0001393,0.0001393
8,280.53,171.88,4.402,-0.31475,0.0028,0.0034,0.0022,1244.444,0.000377,0.000377,0.000377
9,454.88,431.69,4.519,0.0,0.0033,0.004,0.0026,1244.444,8.262e-05,8.262e-05,8.262e-05
10,273.55,58.96,4.628,-0.31213,0.0034,0.0052,0.0016,1244.444,0.0001525,0.0001525,0.0001525
11,228.22,286.61,4.572,0.0,0.069,0.1064,0.0316,1244.444,0.00163,0.00163,0.00163
12,487.73,319.18,4.464,-0.31549,0.0265,0.006,0.047,1244.444,0.0001158,0.0001158,0.0001158
13,333.87,82.84,4.573,0.0,0.0043,0.0066,0.002,1244.444,0.0001693,0.0001693,0.0001693
14,99.25,142.57,4.604,0.0,0.0404,0.0546,0.0262,1244.444,0.00838,0.00838,0.00838
15,371.73,51.54,4.497,0.0,0.03,0.0236,0.0364,1244.444,0.0006825,0.0006825,0.0006825
16,360.18,147.03,4.513,0.0,0.0105,0.013,0.008,1244.444,0.0001024,0.0001024,0.0001024
17,265.78,28.77,4.676,0.0,0.0057,0.0072,0.0042,1244.444,0.000446,0.000446,0.000446
18,371.64,53.48,4.515,-0.31437,0.0039,0.007,0.0008,1244.444,9.109e-05,9.109e-05,9.109e-05
19,254.32,208.08,4.444,0.0,0.0096,0.0176,0.0016,1244.444,0.000149,0.000149,0.000149
20,568.47,428.07,4.341,-0.31506,0.0235,0.0242,0.0228,1244.444,0.0002592,0.0002592,0.0002592
21,229.72,153.35,4.485,0.0,0.0144,0.0174,0.0114,1244.444,0.0002093,0.0002093,0.0002093
