Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
79,409.31,31.06,4.786,-0.31151,0.0067,0.01,0.0034,1244.444,0.0001534,0.0001534
80,161.49,174.25,5.043,-0.30792,0.0106,0.0104,0.0108,1244.444,0.0002059,0.0002059
81,243.84,173.11,4.961,-0.30881,0.0033,0.0036,0.003,1244.444,0.0001618,0.0001618
82,452.47,262.95,4.815,-0.31103,0.0044,0.0056,0.0032,1244.444,0.0001959,0.0001959
83,307.92,55.81,4.738,-0.3138,0.0235,0.015,0.032,1244.444,0.0002162,0.0002162
84,373.64,304.39,4.666,-0.31335,0.0073,0.0096,0.005,1244.444,0.0001067,0.0001067
85,318.8,124.75,4.745,-0.31197,0.0159,0.0152,0.0166,1244.444,0.0002261,0.0002261
86,303.93,186.35,4.89,-0.30914,0.0048,0.0044,0.0052,1244.444,0.0002332,0.0002332
87,355.01,212.16,4.824,-0.30996,0.0095,0.0072,0.0118,1244.444,0.0001694,0.0001694
88,334.23,55.15,4.69,-0.31918,0.0762,0.0672,0.0852,1244.444,0.0003241,0.0003241
89,254.39,33.52,4.948,-0.30883,0.1283,0.1312,0.1254,1244.444,0.0003741,0.0003741
90,275.6,44.84,4.803,-0.31023,0.0282,0.0232,0.0332,1244.444,0.0006063,0.0006063
91,452.67,334.91,4.893,-0.30983,0.0048,0.0068,0.0028,1244.444,0.0002118,0.0002118
92,259.62,168.09,4.826,-0.31037,0.0192,0.0288,0.0096,1244.444,0.00161,0.00161
93,269.87,41.58,4.91,-0.30922,0.0472,0.0244,0.07,1244.444,0.0007113,0.0007113
94,389.15,331.32,4.72,-0.31212,0.005,0.0062,0.0038,1244.444,0.0001301,0.0001301
95,305.92,174.74,4.802,-0.31134,0.0092,0.0098,0.0086,1244.444,0.0005576,0.0005576
96,109.76,120.45,4.853,-0.3072,0.009,0.0094,0.0086,1244.444,0.0001724,0.0001724
97,236.95,233.97,4.95,-0.30871,0.0102,0.0074,0.013,1244.444,0.0001357,0.0001357
98,269.35,344.84,4.775,-0.31129,0.0147,0.0152,0.0142,1244.444,0.0001339,0.0001339
99,343.36,259.32,4.832,-0.31021,0.0107,0.0118,0.0096,1244.444,0.000309,0.000309
100,273.36,322.62,4.649,-0.31432,0.0093,0.011,0.0076,1244.444,0.0001407,0.0001407
101,202.32,85.81,4.844,-0.31062,0.0036,0.0044,0.0028,1244.444,0.0004226,0.0004226
102,420.33,236.28,4.787,-0.31093,0.0117,0.0138,0.0096,1244.444,0.0003186,0.0003186
103,272.82,249.99,4.695,-0.31226,0.0057,0.0066,0.0048,1244.444,0.0001365,0.0001365
104,242.21,220.39,4.784,-0.31223,0.0035,0.0032,0.0038,1244.444,0.0002225,0.0002225
105,29.2,51.43,4.883,-0.30992,0.0115,0.0136,0.0094,1244.444,0.0001716,0.0001716
106,393.49,23.81,4.775,-0.31271,0.232,0.2246,0.2394,1244.444,0.0003451,0.0003451
107,272.01,40.24,4.986,-0.30744,0.0091,0.008,0.0102,1244.444,0.0002781,0.0002781
108,117.07,57.76,4.858,-0.30937,0.0215,0.0086,0.0344,1244.444,0.000313,0.000313
109,188.61,107.4,4.794,-0.30982,0.0234,0.0258,0.021,1244.444,0.0002232,0.0002232
110,178.36,341.37,4.835,-0.30954,0.0083,0.0092,0.0074,1244.444,0.0002771,0.0002771
111,176.04,208.16,4.9,-0.30966,0.0046,0.0072,0.002,1244.444,0.0001749,0.0001749
112,340.13,45.43,4.931,-0.30828,0.0183,0.0144,0.0222,1244.444,0.0002021,0.0002021
113,202.3,65.89,4.964,-0.30844,0.0039,0.0048,0.003,1244.444,0.000192,0.000192
114,352.36,397.71,4.885,-0.30934,0.0091,0.0106,0.0076,1244.444,9.331e-05,9.331e-05
115,524.1,269.91,4.743,-0.31098,0.0042,0.004,0.0044,1244.444,0.0001007,0.0001007
116,249.0,300.54,4.931,-0.30852,0.0057,0.006,0.0054,1244.444,0.0001057,0.0001057
117,231.63,83.36,4.793,-0.31084,0.009,0.0096,0.0084,1244.444,0.0004461,0.0004461
118,336.22,242.74,4.737,-0.31214,0.0073,0.0104,0.0042,1244.444,0.0001406,0.0001406
119,259.49,140.8,4.793,-0.3115,0.0091,0.0118,0.0064,1244.444,0.000514,0.000514
120,251.82,193.79,4.888,-0.30955,0.0068,0.0094,0.0042,1244.444,0.0008496,0.0008496
121,366.77,23.76,4.848,-0.31085,0.0054,0.0082,0.0026,1244.444,0.0002233,0.0002233
122,307.59,220.15,4.732,-0.3116,0.005,0.0052,0.0048,1244.444,0.0001515,0.0001515
123,320.31,242.75,4.821,-0.31031,0.0045,0.0058,0.0032,1244.444,0.0001506,0.0001506
124,304.2,160.27,4.881,-0.30921,0.0056,0.0062,0.005,1244.444,0.00018,0.00018
125,258.94,68.55,4.977,-0.30776,0.0126,0.0188,0.0064,1244.444,0.00227,0.00227
126,333.47,49.55,4.831,-0.3093,0.0195,0.0096,0.0294,1244.444,0.0005364,0.0005364
