Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,649.12,222.3,4.636,-0.31328,0.0058,0.0058,0.0058,1244.444,0.0001859,0.0001859
1,434.98,318.52,4.736,-0.31292,0.0249,0.0214,0.0284,1244.444,0.0002294,0.0002294
2,132.57,66.83,4.819,-0.3113,0.0377,0.0336,0.0418,1244.444,0.0007559,0.0007559
3,283.41,206.16,4.747,-0.31115,0.012,0.0158,0.0082,1244.444,0.0003146,0.0003146
4,298.01,176.21,4.788,-0.31095,0.0169,0.0142,0.0196,1244.444,0.0002089,0.0002089
5,247.08,178.04,4.851,-0.31057,0.0448,0.0256,0.064,1244.444,0.0002365,0.0002365
6,262.06,59.93,4.9,-0.30906,0.0967,0.1,0.0934,1244.444,0.0001775,0.0001775
7,274.27,36.85,4.756,-0.311,0.0072,0.0096,0.0048,1244.444,0.0006735,0.0006735
8,239.85,27.25,4.813,-0.31335,0.0171,0.0182,0.016,1244.444,0.0006348,0.0006348
9,502.58,58.16,4.638,-0.3224,0.0297,0.027,0.0324,1244.444,0.0001882,0.0001882
10,246.2,266.86,4.804,-0.31123,0.0071,0.0074,0.0068,1244.444,0.0004739,0.0004739
11,417.86,78.6,4.743,-0.31179,0.0109,0.0114,0.0104,1244.444,0.0001286,0.0001286
12,297.9,169.64,4.626,-0.31372,0.0134,0.0136,0.0132,1244.444,0.0002576,0.0002576
13,334.93,241.42,4.557,-0.31378,0.0731,0.1048,0.0414,1244.444,0.000142,0.000142
14,339.0,34.47,4.509,-0.31577,0.0127,0.019,0.0064,1244.444,0.0002899,0.0002899
15,546.62,89.52,4.599,-0.32045,0.0459,0.03,0.0618,1244.444,0.0003649,0.0003649
16,327.72,19.73,4.937,-0.30883,0.0924,0.061,0.1238,1244.444,0.00104,0.00104
17,404.16,83.78,4.753,-0.31153,0.0144,0.0174,0.0114,1244.444,0.0005838,0.0005838
18,462.07,65.45,4.659,-0.28926,0.0401,0.0312,0.049,1244.444,0.0002007,0.0002007
19,383.97,19.11,4.821,-0.31198,0.0674,0.0662,0.0686,1244.444,0.0002425,0.0002425
20,298.45,29.38,4.738,-0.31197,0.0383,0.0298,0.0468,1244.444,0.0002593,0.0002593
21,378.84,19.82,4.774,-0.31143,0.0325,0.0344,0.0306,1244.444,0.0002576,0.0002576
22,205.89,80.0,4.668,-0.31332,0.0124,0.015,0.0098,1244.444,0.0001777,0.0001777
23,479.1,31.7,4.758,-0.31174,0.0522,0.0772,0.0272,1244.444,0.0002789,0.0002789
24,328.53,11.38,4.611,-0.31355,0.0499,0.0342,0.0656,1244.444,0.00164,0.00164
25,295.85,225.22,4.732,-0.31226,0.0262,0.023,0.0294,1244.444,0.0001249,0.0001249
26,378.46,135.32,4.777,-0.31228,0.0056,0.006,0.0052,1244.444,0.0002055,0.0002055
27,445.98,126.23,4.68,-0.31283,0.009,0.0074,0.0106,1244.444,0.0002439,0.0002439
28,335.71,75.13,4.744,-0.27186,0.0484,0.0372,0.0596,1244.444,0.0003336,0.0003336
29,251.69,137.76,4.792,-0.32426,0.009,0.0088,0.0092,1244.444,0.0001385,0.0001385
30,437.38,307.81,4.693,-0.31268,0.006,0.0088,0.0032,1244.444,0.0001184,0.0001184
31,263.26,39.75,5.058,-0.30701,0.0134,0.0154,0.0114,1244.444,0.000537,0.000537
32,252.89,307.63,4.93,-0.30828,0.0322,0.034,0.0304,1244.444,0.000304,0.000304
33,560.39,125.97,4.677,-0.31373,0.0068,0.0062,0.0074,1244.444,0.0001516,0.0001516
34,337.35,80.4,4.71,-0.2877,0.0604,0.04,0.0808,1244.444,0.0003402,0.0003402
35,347.52,60.01,4.915,-0.3092,0.0105,0.0088,0.0122,1244.444,0.00018,0.00018
36,296.84,63.74,4.854,-0.31028,0.0053,0.0066,0.004,1244.444,0.0001224,0.0001224
37,384.39,410.05,4.594,-0.31539,0.0239,0.0286,0.0192,1244.444,0.0002103,0.0002103
38,485.82,195.7,4.486,-0.31594,0.0349,0.0306,0.0392,1244.444,0.0002176,0.0002176
39,416.07,269.96,4.574,-0.31403,0.0062,0.0068,0.0056,1244.444,0.0001138,0.0001138
40,325.58,184.13,4.706,-0.31264,0.0079,0.0086,0.0072,1244.444,0.0001123,0.0001123
41,261.98,392.99,4.815,-0.31264,0.0062,0.0058,0.0066,1244.444,0.0001066,0.0001066
42,270.09,375.66,4.655,-0.31429,0.0303,0.0292,0.0314,1244.444,0.0001162,0.0001162
43,126.19,181.84,4.755,-0.31328,0.0144,0.0222,0.0066,1244.444,0.00326,0.00326
44,127.34,65.71,4.868,-0.3105,0.0035,0.0036,0.0034,1244.444,0.0001754,0.0001754
45,387.94,364.21,4.763,-0.31105,0.008,0.008,0.008,1244.444,0.0006184,0.0006184
46,272.77,67.29,4.674,-0.31335,0.0206,0.0332,0.008,1244.444,0.00117,0.00117
47,482.19,149.66,4.795,-0.31225,0.0079,0.0098,0.006,1244.444,0.0001038,0.0001038
48,495.48,280.04,4.707,-0.31165,0.0144,0.0126,0.0162,1244.444,0.0001062,0.0001062
49,263.39,185.01,4.811,-0.31113,0.002,0.0024,0.0016,1244.444,0.0001471,0.0001471
50,276.66,218.37,4.879,-0.30969,0.0096,0.007,0.0122,1244.444,0.0001477,0.0001477
51,359.2,284.42,4.767,-0.31094,0.0147,0.0162,0.0132,1244.444,0.0001791,0.0001791
52,384.91,54.99,4.855,-0.3096,0.0178,0.013,0.0226,1244.444,0.0001776,0.0001776
53,176.08,305.39,4.768,-0.31056,0.0385,0.061,0.016,1244.444,0.0001343,0.0001343
54,225.33,55.92,4.822,-0.31041,0.0056,0.0076,0.0036,1244.444,0.00024,0.00024
55,251.39,320.01,4.907,-0.30999,0.0052,0.005,0.0054,1244.444,0.0001711,0.0001711
56,481.21,16.1,4.455,-0.31804,0.022,0.0164,0.0276,1244.444,0.000246,0.000246
57,122.41,63.12,4.835,-0.31002,0.0232,0.018,0.0284,1244.444,0.0002764,0.0002764
58,583.26,264.36,4.709,-0.31367,0.0086,0.005,0.0122,1244.444,0.00039,0.00039
59,352.11,475.23,4.811,-0.31024,0.0034,0.005,0.0018,1244.444,0.0001051,0.0001051
60,440.62,396.68,4.672,-0.31324,0.0059,0.0082,0.0036,1244.444,6.942e-05,6.942e-05
61,284.94,419.27,4.902,-0.30996,0.0068,0.0086,0.005,1244.444,0.0001435,0.0001435
62,361.76,352.29,4.771,-0.31099,0.0217,0.0214,0.022,1244.444,0.0001141,0.0001141
63,341.36,238.31,4.995,-0.30845,0.0069,0.0048,0.009,1244.444,0.0001662,0.0001662
64,196.4,146.63,4.879,-0.31051,0.005,0.0074,0.0026,1244.444,0.0001779,0.0001779
65,383.31,305.36,4.758,-0.31052,0.0173,0.0188,0.0158,1244.444,0.0001497,0.0001497
66,352.16,256.22,4.81,-0.31092,0.0058,0.006,0.0056,1244.444,0.0001374,0.0001374
67,245.14,177.27,4.893,-0.31039,0.0037,0.0028,0.0046,1244.444,0.0001783,0.0001783
68,422.45,127.26,4.741,-0.3118,0.0098,0.0148,0.0048,1244.444,0.0002061,0.0002061
69,307.59,18.92,4.837,-0.30965,0.0098,0.0078,0.0118,1244.444,0.0002332,0.0002332
70,442.61,330.74,4.709,-0.31145,0.006,0.0068,0.0052,1244.444,0.0001562,0.0001562
71,289.3,104.15,4.846,-0.31011,0.0423,0.0382,0.0464,1244.444,0.0002112,0.0002112
72,99.98,2.53,4.875,-0.3092,0.2493,0.2914,0.2072,1244.444,0.01355,0.01355
73,217.55,258.82,4.875,-0.31024,0.0207,0.022,0.0194,1244.444,0.0001823,0.0001823
74,258.01,205.71,4.814,-0.3113,0.009,0.006,0.012,1244.444,0.0001566,0.0001566
75,340.34,93.27,4.769,-0.31043,0.0381,0.0362,0.04,1244.444,0.0002861,0.0002861
76,448.99,17.03,4.702,-0.31292,0.0284,0.022,0.0348,1244.444,0.0001749,0.0001749
77,364.19,79.55,4.807,-0.31079,0.0102,0.0082,0.0122,1244.444,0.0001836,0.0001836
78,368.38,327.81,4.861,-0.30955,0.0269,0.0194,0.0344,1244.444,0.0001506,0.0001506
