Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
45,389.74,386.59,4.763,-0.31105,0.0094,0.0074,0.0114,1244.444,0.000853,0.000853
46,415.56,442.85,4.674,-0.31335,0.009,0.0104,0.0076,1244.444,9.752e-05,9.752e-05
47,416.55,95.77,4.795,-0.31225,0.0125,0.0174,0.0076,1244.444,0.0007078,0.0007078
48,440.41,252.52,4.707,-0.31165,0.0103,0.01,0.0106,1244.444,0.0001027,0.0001027
49,241.72,151.12,4.811,-0.31113,0.0025,0.0032,0.0018,1244.444,0.0001583,0.0001583
50,325.93,195.3,4.879,-0.30969,0.01,0.0054,0.0146,1244.444,0.0001207,0.0001207
51,212.15,242.26,4.767,-0.31094,0.0143,0.0192,0.0094,1244.444,0.0005661,0.0005661
52,321.86,84.83,4.855,-0.3096,0.0171,0.01,0.0242,1244.444,0.0005344,0.0005344
53,367.24,332.9,4.768,-0.31056,0.0098,0.0094,0.0102,1244.444,9.255e-05,9.255e-05
54,30.13,40.7,4.822,-0.31041,0.0089,0.0138,0.004,1244.444,0.0007171,0.0007171
55,360.77,365.31,4.907,-0.30999,0.0052,0.0048,0.0056,1244.444,0.0001605,0.0001605
56,513.79,17.79,4.455,-0.31804,0.0138,0.0134,0.0142,1244.444,0.0002484,0.0002484
57,373.41,63.49,4.835,-0.31002,0.0189,0.0182,0.0196,1244.444,0.0002769,0.0002769
58,190.39,184.96,4.709,-0.31367,0.004,0.0066,0.0014,1244.444,0.0004432,0.0004432
59,540.41,384.85,4.811,-0.31024,0.0045,0.0044,0.0046,1244.444,0.0001339,0.0001339
60,342.36,496.77,4.672,-0.31324,0.0065,0.0096,0.0034,1244.444,0.0001682,0.0001682
61,217.71,384.72,4.902,-0.30996,0.0053,0.0062,0.0044,1244.444,0.000245,0.000245
62,235.26,285.21,4.771,-0.31099,0.0195,0.0226,0.0164,1244.444,0.0002223,0.0002223
63,290.35,261.6,4.995,-0.30845,0.0058,0.007,0.0046,1244.444,0.0002728,0.0002728
64,129.62,183.72,4.879,-0.31051,0.0071,0.009,0.0052,1244.444,0.0002327,0.0002327
65,392.48,299.67,4.758,-0.31052,0.0196,0.0222,0.017,1244.444,8.303e-05,8.303e-05
66,291.73,399.45,4.81,-0.31092,0.0055,0.0058,0.0052,1244.444,0.0001231,0.0001231
67,20.58,21.06,4.893,-0.31039,0.0553,0.1012,0.0094,1244.444,0.00281,0.00281
68,177.72,95.82,4.741,-0.3118,0.0086,0.0116,0.0056,1244.444,0.000266,0.000266
69,320.34,17.97,4.837,-0.30965,0.0089,0.0084,0.0094,1244.444,0.0001834,0.0001834
70,208.53,264.61,4.709,-0.31145,0.0053,0.0082,0.0024,1244.444,0.0001427,0.0001427
71,397.69,145.65,4.846,-0.31011,0.0354,0.0328,0.038,1244.444,0.0002058,0.0002058
72,144.75,179.68,4.875,-0.3092,0.0496,0.0436,0.0556,1244.444,0.0001529,0.0001529
73,310.2,278.13,4.875,-0.31024,0.0161,0.0166,0.0156,1244.444,0.0001496,0.0001496
74,255.72,237.97,4.814,-0.3113,0.0025,0.0038,0.0012,1244.444,0.0001314,0.0001314
75,262.52,109.32,4.769,-0.31043,0.0558,0.0574,0.0542,1244.444,0.0019,0.0019
76,166.15,16.2,4.702,-0.31292,0.0191,0.0228,0.0154,1244.444,0.000166,0.000166
77,78.29,119.72,4.807,-0.31079,0.0075,0.008,0.007,1244.444,0.0001499,0.0001499
78,389.43,358.82,4.861,-0.30955,0.0218,0.0222,0.0214,1244.444,0.0001123,0.0001123
79,385.07,30.32,4.786,-0.31151,0.0106,0.017,0.0042,1244.444,0.0001424,0.0001424
80,147.58,155.31,5.043,-0.30792,0.0126,0.0138,0.0114,1244.444,0.0001817,0.0001817
81,242.56,207.27,4.961,-0.30881,0.0031,0.0032,0.003,1244.444,0.0002955,0.0002955
82,319.73,172.73,4.815,-0.31103,0.0053,0.0072,0.0034,1244.444,0.000229,0.000229
83,351.34,58.13,4.738,-0.3138,0.0212,0.016,0.0264,1244.444,0.0002091,0.0002091
84,328.07,301.36,4.666,-0.31335,0.0052,0.0048,0.0056,1244.444,0.0001473,0.0001473
85,404.77,140.64,4.745,-0.31197,0.0152,0.0144,0.016,1244.444,0.0002747,0.0002747
86,223.13,191.24,4.89,-0.30914,0.0048,0.0054,0.0042,1244.444,0.000177,0.000177
87,352.52,313.29,4.824,-0.30996,0.0083,0.0082,0.0084,1244.444,0.0002673,0.0002673
88,189.52,128.61,4.69,-0.31918,0.0041,0.0042,0.004,1244.444,0.0001325,0.0001325
89,253.25,242.36,4.948,-0.30883,0.0085,0.0084,0.0086,1244.444,0.0001592,0.0001592
90,365.4,109.77,4.803,-0.31023,0.019,0.0214,0.0166,1244.444,0.0004577,0.0004577
91,234.59,129.38,4.893,-0.30983,0.0063,0.0024,0.0102,1244.444,0.0002305,0.0002305
92,282.9,138.13,4.826,-0.31037,0.0123,0.0152,0.0094,1244.444,0.00182,0.00182
93,356.73,41.71,4.91,-0.30922,0.0188,0.01,0.0276,1244.444,0.0003991,0.0003991
94,251.24,304.66,4.72,-0.31212,0.0044,0.0064,0.0024,1244.444,0.0001297,0.0001297
95,360.42,179.79,4.802,-0.31134,0.0103,0.0118,0.0088,1244.444,0.0004974,0.0004974
96,260.76,223.23,4.853,-0.3072,0.0101,0.0096,0.0106,1244.444,0.000158,0.000158
97,195.86,225.51,4.95,-0.30871,0.0095,0.0064,0.0126,1244.444,0.0001398,0.0001398
98,248.01,191.68,4.775,-0.31129,0.0118,0.0116,0.012,1244.444,0.0007087,0.0007087
99,323.9,112.76,4.832,-0.31021,0.0168,0.022,0.0116,1244.444,0.000297,0.000297
100,436.64,436.12,4.649,-0.31432,0.0085,0.011,0.006,1244.444,0.0001239,0.0001239
101,124.16,80.02,4.844,-0.31062,0.0072,0.011,0.0034,1244.444,0.0002391,0.0002391
102,352.12,194.61,4.787,-0.31093,0.0146,0.0164,0.0128,1244.444,0.0003948,0.0003948
103,177.33,84.74,4.695,-0.31226,0.0221,0.0234,0.0208,1244.444,0.0002176,0.0002176
104,232.18,305.62,4.784,-0.31223,0.0032,0.0044,0.002,1244.444,0.0003162,0.0003162
105,316.89,50.76,4.883,-0.30992,0.0113,0.0138,0.0088,1244.444,0.0002173,0.0002173
106,273.54,172.5,4.775,-0.31271,0.0054,0.006,0.0048,1244.444,0.0001502,0.0001502
107,282.17,204.74,4.986,-0.30744,0.0067,0.0078,0.0056,1244.444,0.000329,0.000329
108,243.91,223.88,4.858,-0.30937,0.0058,0.0068,0.0048,1244.444,0.0001694,0.0001694
109,278.38,312.74,4.794,-0.30982,0.0226,0.0226,0.0226,1244.444,0.0002235,0.0002235
110,283.55,336.51,4.835,-0.30954,0.0042,0.0048,0.0036,1244.444,0.0001981,0.0001981
111,159.59,313.75,4.9,-0.30966,0.0045,0.0068,0.0022,1244.444,0.0001667,0.0001667
112,261.69,63.02,4.931,-0.30828,0.0084,0.0078,0.009,1244.444,0.0001316,0.0001316
113,331.34,61.66,4.964,-0.30844,0.0057,0.0054,0.006,1244.444,0.0001677,0.0001677
114,283.49,328.71,4.885,-0.30934,0.0106,0.009,0.0122,1244.444,9.336e-05,9.336e-05
115,256.85,185.64,4.743,-0.31098,0.0074,0.011,0.0038,1244.444,0.0001195,0.0001195
116,289.36,364.96,4.931,-0.30852,0.0059,0.004,0.0078,1244.444,0.0001629,0.0001629
117,383.74,59.88,4.793,-0.31084,0.0148,0.0236,0.006,1244.444,0.0007468,0.0007468
118,235.69,261.94,4.737,-0.31214,0.0037,0.005,0.0024,1244.444,0.0001671,0.0001671
119,354.86,117.87,4.793,-0.3115,0.0071,0.0104,0.0038,1244.444,0.0005215,0.0005215
120,196.24,315.8,4.888,-0.30955,0.0272,0.0458,0.0086,1244.444,0.00287,0.00287
121,369.83,20.69,4.848,-0.31085,0.0136,0.0058,0.0214,1244.444,0.0002069,0.0002069
122,154.05,312.6,4.732,-0.3116,0.0035,0.0036,0.0034,1244.444,0.0001832,0.0001832
123,235.95,247.16,4.821,-0.31031,0.0038,0.0056,0.002,1244.444,0.0001187,0.0001187
124,344.66,177.54,4.881,-0.30921,0.0077,0.0104,0.005,1244.444,0.00027,0.00027
125,316.8,94.62,4.977,-0.30776,0.0091,0.0134,0.0048,1244.444,0.0001713,0.0001713
126,285.09,97.73,4.831,-0.3093,0.0072,0.0078,0.0066,1244.444,0.0001493,0.0001493
