Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,46.56,12.02,5.088,-0.30783,0.0061,0.0042,0.008,864.0,0.0002387,0.0002387,0.0002387
1,78.67,88.0,4.981,-0.30902,0.0133,0.0066,0.02,864.0,0.0002124,0.0002124,0.0002124
2,71.21,14.25,4.892,-0.3104,0.0316,0.0378,0.0254,864.0,0.0002336,0.0002336,0.0002336
3,117.04,32.08,4.944,-0.27711,0.0991,0.1036,0.0946,864.0,0.0004331,0.0004331,0.0004331
4,57.7,39.94,4.987,-0.32195,0.323,0.3176,0.3284,864.0,0.0012,0.0012,0.0012
5,132.73,214.52,4.882,-0.31039,0.0955,0.0968,0.0942,864.0,0.0005868,0.0005868,0.0005868
6,96.43,166.61,4.969,-0.30806,0.0525,0.0562,0.0488,864.0,0.0002938,0.0002938,0.0002938
7,96.75,49.51,5.015,-0.30824,0.0153,0.0116,0.019,864.0,0.0004772,0.0004772,0.0004772
8,88.83,117.05,5.111,-0.3073,0.0115,0.0164,0.0066,864.0,0.0002818,0.0002818,0.0002818
9,119.91,13.56,4.972,-0.30941,0.315,0.299,0.331,864.0,0.00882,0.00882,0.00882
10,108.41,19.41,4.876,-0.31036,0.15,0.1662,0.1338,864.0,0.00899,0.00899,0.00899
11,53.22,28.62,5.132,-0.30673,0.2938,0.261,0.3266,864.0,0.00324,0.00324,0.00324
12,165.02,24.47,4.831,-0.31113,0.486,0.2562,0.7158,864.0,0.00366,0.00366,0.00366
13,108.52,10.57,4.95,-0.30876,0.0548,0.0192,0.0904,864.0,0.0002721,0.0002721,0.0002721
14,79.08,105.31,4.995,-0.30886,0.0081,0.011,0.0052,864.0,0.0003812,0.0003812,0.0003812
15,104.93,72.92,5.118,-0.30738,0.0097,0.0106,0.0088,864.0,0.00253,0.00253,0.00253
16,110.83,113.28,4.918,-0.3091,0.0056,0.0088,0.0024,864.0,0.0001652,0.0001652,0.0001652
17,118.72,22.01,5.003,-0.30763,0.0669,0.066,0.0678,864.0,0.0004705,0.0004705,0.0004705
18,72.13,136.54,4.865,-0.31125,0.0501,0.0522,0.048,864.0,0.0001786,0.0001786,0.0001786
19,102.38,107.75,5.104,-0.30768,0.0103,0.019,0.0016,864.0,0.0011,0.0011,0.0011
20,96.8,142.77,4.902,-0.30965,0.0184,0.0148,0.022,864.0,0.0002575,0.0002575,0.0002575
21,111.47,78.53,5.04,-0.30739,0.0049,0.0084,0.0014,864.0,0.0004059,0.0004059,0.0004059
22,90.26,56.94,4.979,-0.30076,0.0322,0.0214,0.043,864.0,0.0004039,0.0004039,0.0004039
23,82.1,115.58,5.033,-0.30851,0.0136,0.0204,0.0068,864.0,0.0002928,0.0002928,0.0002928
24,151.13,184.46,4.766,-0.30398,0.0377,0.0452,0.0302,864.0,0.00157,0.00157,0.00157
25,140.58,194.87,4.87,-0.31089,0.0123,0.0144,0.0102,864.0,0.0002658,0.0002658,0.0002658
26,38.16,156.68,4.999,-0.30886,0.0027,0.0032,0.0022,864.0,0.0001801,0.0001801,0.0001801
27,72.32,23.01,5.077,-0.30693,0.1073,0.1118,0.1028,864.0,0.000417,0.000417,0.000417
28,98.7,78.17,5.198,-0.30578,0.0069,0.0072,0.0066,864.0,0.0002126,0.0002126,0.0002126
29,87.85,14.61,4.994,-0.30757,0.0887,0.1012,0.0762,864.0,0.0003653,0.0003653,0.0003653
30,212.61,186.66,5.083,-0.30708,0.0075,0.0048,0.0102,864.0,0.0001817,0.0001817,0.0001817
31,101.0,63.37,5.129,-0.30656,0.0034,0.005,0.0018,864.0,0.0003102,0.0003102,0.0003102
32,65.43,34.12,5.204,-0.30413,0.0053,0.0088,0.0018,864.0,0.0002084,0.0002084,0.0002084
33,99.96,56.69,4.953,-0.30938,0.1272,0.1848,0.0696,864.0,0.00113,0.00113,0.00113
34,71.5,130.96,4.937,-0.30923,0.0087,0.013,0.0044,864.0,0.0002276,0.0002276,0.0002276
35,46.39,28.54,5.074,-0.30721,0.0071,0.01,0.0042,864.0,0.0003438,0.0003438,0.0003438
36,121.18,86.03,5.102,-0.30593,0.0042,0.0084,0.0,864.0,0.0003474,0.0003474,0.0003474
37,88.98,61.74,5.168,-0.30222,0.0311,0.0388,0.0234,864.0,0.00126,0.00126,0.00126
38,87.31,122.63,5.106,-0.30753,0.0095,0.0126,0.0064,864.0,0.0004044,0.0004044,0.0004044
