Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,218.28,298.13,4.656,-0.31111,0.0036,0.006,0.0012,1244.444,0.0001333,0.0001333,0.0001333
1,428.27,228.58,4.535,0.0,0.0024,0.0036,0.0012,1244.444,0.0002387,0.0002387,0.0002387
2,259.69,108.78,4.68,-0.31073,0.0045,0.0052,0.0038,1244.444,0.0001006,0.0001006,0.0001006
3,49.47,200.77,4.607,0.0,0.016,0.0256,0.0064,1244.444,0.0007869,0.0007869,0.0007869
4,507.59,119.57,4.462,-0.32295,0.0077,0.01,0.0054,1244.444,0.0003351,0.0003351,0.0003351
5,119.09,165.75,4.427,0.0,0.0122,0.0124,0.012,1244.444,0.0002484,0.0002484,0.0002484
6,459.62,184.01,4.64,-0.31059,0.0019,0.0028,0.001,1244.444,0.0001217,0.0001217,0.0001217
7,564.31,497.6,4.476,0.0,0.0148,0.0074,0.0222,1244.444,0.0002274,0.0002274,0.0002274
8,431.4,247.39,4.402,-0.31475,0.0026,0.0028,0.0024,1244.444,0.0002873,0.0002873,0.0002873
9,385.98,285.33,4.519,0.0,0.0043,0.0056,0.003,1244.444,0.0003269,0.0003269,0.0003269
10,315.78,64.64,4.628,-0.31213,0.0038,0.0056,0.002,1244.444,0.0001411,0.0001411,0.0001411
11,96.02,149.7,4.572,0.0,0.0967,0.1682,0.0252,1244.444,0.00564,0.00564,0.00564
12,302.07,347.81,4.464,-0.31549,0.0009,0.0016,0.0002,1244.444,9.225e-05,9.225e-05,9.225e-05
13,391.8,94.96,4.573,0.0,0.0043,0.0038,0.0048,1244.444,0.0001558,0.0001558,0.0001558
14,381.49,379.94,4.604,0.0,0.011,0.0122,0.0098,1244.444,0.0004392,0.0004392,0.0004392
15,341.74,60.29,4.497,0.0,0.0215,0.0156,0.0274,1244.444,0.0007534,0.0007534,0.0007534
16,343.67,123.16,4.513,0.0,0.0128,0.013,0.0126,1244.444,0.000129,0.000129,0.000129
17,199.5,39.32,4.676,0.0,0.008,0.0116,0.0044,1244.444,0.0005042,0.0005042,0.0005042
18,475.43,57.03,4.515,-0.31437,0.0091,0.011,0.0072,1244.444,0.0001842,0.0001842,0.0001842
19,320.12,201.92,4.444,0.0,0.0023,0.0032,0.0014,1244.444,0.0001382,0.0001382,0.0001382
