Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,513.54,263.84,4.636,-0.31328,0.0045,0.0056,0.0034,1244.444,0.0001999,0.0001999,0.0001999
1,347.22,260.39,4.736,-0.31292,0.0188,0.0194,0.0182,1244.444,0.0002889,0.0002889,0.0002889
2,255.63,148.67,4.819,-0.3113,0.0343,0.03,0.0386,1244.444,0.0007707,0.0007707,0.0007707
3,367.93,257.14,4.747,-0.31115,0.0078,0.0068,0.0088,1244.444,0.0001557,0.0001557,0.0001557
4,373.33,245.34,4.788,-0.31095,0.018,0.0194,0.0166,1244.444,0.0001896,0.0001896,0.0001896
5,206.14,189.37,4.851,-0.31057,0.0323,0.0156,0.049,1244.444,0.0003933,0.0003933,0.0003933
6,228.17,79.06,4.9,-0.30906,0.1073,0.0844,0.1302,1244.444,0.0002408,0.0002408,0.0002408
7,213.95,63.74,4.756,-0.311,0.0076,0.0086,0.0066,1244.444,0.0004601,0.0004601,0.0004601
8,336.98,38.47,4.813,-0.31335,0.0154,0.0178,0.013,1244.444,0.0002407,0.0002407,0.0002407
9,344.46,65.05,4.638,-0.3224,0.0709,0.0768,0.065,1244.444,0.0001961,0.0001961,0.0001961
10,228.41,133.56,4.804,-0.31123,0.0098,0.011,0.0086,1244.444,0.00215,0.00215,0.00215
11,431.88,71.4,4.743,-0.31179,0.0083,0.0076,0.009,1244.444,0.0001329,0.0001329,0.0001329
12,355.0,255.25,4.626,-0.31372,0.0102,0.011,0.0094,1244.444,0.0001632,0.0001632,0.0001632
13,519.83,288.2,4.557,-0.31378,0.0442,0.0518,0.0366,1244.444,0.0001264,0.0001264,0.0001264
14,328.37,34.51,4.509,-0.31577,0.0155,0.0258,0.0052,1244.444,0.0003499,0.0003499,0.0003499
15,479.68,276.1,4.599,-0.32045,0.0266,0.0192,0.034,1244.444,0.0003297,0.0003297,0.0003297
