Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,110.72,12.32,5.088,-0.30783,0.0069,0.0068,0.007,864.0,0.0002289,0.0002289,0.0002289
1,121.33,108.19,4.981,-0.30902,0.0174,0.0114,0.0234,864.0,0.0002428,0.0002428,0.0002428
2,89.53,26.69,4.892,-0.3104,0.0263,0.0258,0.0268,864.0,0.0003499,0.0003499,0.0003499
3,78.84,28.96,4.944,-0.27711,0.1033,0.103,0.1036,864.0,0.0004541,0.0004541,0.0004541
4,91.75,120.96,4.987,-0.32195,0.3305,0.345,0.316,864.0,0.00166,0.00166,0.00166
5,124.73,145.94,4.882,-0.31039,0.0981,0.091,0.1052,864.0,0.000492,0.000492,0.000492
6,98.09,98.96,4.969,-0.30806,0.0474,0.05,0.0448,864.0,0.0003519,0.0003519,0.0003519
7,88.02,62.26,5.015,-0.30824,0.0045,0.0072,0.0018,864.0,0.0003155,0.0003155,0.0003155
8,117.77,107.18,5.111,-0.3073,0.0223,0.0282,0.0164,864.0,0.0002934,0.0002934,0.0002934
9,97.18,88.98,4.972,-0.30941,0.2415,0.2652,0.2178,864.0,0.00995,0.00995,0.00995
10,151.04,142.55,4.876,-0.31036,0.0465,0.05,0.043,864.0,0.00655,0.00655,0.00655
11,149.75,52.2,5.132,-0.30673,0.0264,0.0256,0.0272,864.0,0.00416,0.00416,0.00416
12,113.23,108.15,4.831,-0.31113,0.3977,0.4134,0.382,864.0,0.0019,0.0019,0.0019
13,89.67,11.74,4.95,-0.30876,0.0023,0.0038,0.0008,864.0,0.0003279,0.0003279,0.0003279
14,75.75,77.92,4.995,-0.30886,0.006,0.0082,0.0038,864.0,0.0002835,0.0002835,0.0002835
15,74.9,63.7,5.118,-0.30738,0.0053,0.0074,0.0032,864.0,0.00224,0.00224,0.00224
16,118.24,131.91,4.918,-0.3091,0.0162,0.0128,0.0196,864.0,0.0002307,0.0002307,0.0002307
17,164.41,148.52,5.003,-0.30763,0.008,0.015,0.001,864.0,0.0003031,0.0003031,0.0003031
18,112.66,55.13,4.865,-0.31125,0.0579,0.0618,0.054,864.0,0.0003622,0.0003622,0.0003622
19,96.06,156.77,5.104,-0.30768,0.005,0.0086,0.0014,864.0,0.0006502,0.0006502,0.0006502
20,122.31,150.27,4.902,-0.30965,0.0263,0.0332,0.0194,864.0,0.0002389,0.0002389,0.0002389
21,103.49,141.29,5.04,-0.30739,0.0029,0.0046,0.0012,864.0,0.0002662,0.0002662,0.0002662
22,89.74,43.58,4.979,-0.30076,0.0429,0.028,0.0578,864.0,0.0005628,0.0005628,0.0005628
23,65.33,101.76,5.033,-0.30851,0.0313,0.0424,0.0202,864.0,0.0009,0.0009,0.0009
24,136.23,107.33,4.766,-0.30398,0.0519,0.058,0.0458,864.0,0.00566,0.00566,0.00566
25,121.05,172.77,4.87,-0.31089,0.0082,0.0102,0.0062,864.0,0.0002091,0.0002091,0.0002091
26,128.62,188.64,4.999,-0.30886,0.0028,0.0042,0.0014,864.0,0.0002074,0.0002074,0.0002074
27,155.55,52.61,5.077,-0.30693,0.0537,0.0498,0.0576,864.0,0.0001957,0.0001957,0.0001957
28,75.77,70.68,5.198,-0.30578,0.0018,0.0022,0.0014,864.0,0.0001881,0.0001881,0.0001881
29,143.97,19.96,4.994,-0.30757,0.0106,0.0098,0.0114,864.0,0.0002293,0.0002293,0.0002293
30,156.43,224.91,5.083,-0.30708,0.0026,0.0042,0.001,864.0,0.0002035,0.0002035,0.0002035
31,101.83,62.62,5.129,-0.30656,0.0027,0.005,0.0004,864.0,0.0002947,0.0002947,0.0002947
32,88.12,33.27,5.204,-0.30413,0.0056,0.008,0.0032,864.0,0.0002418,0.0002418,0.0002418
33,106.69,53.47,4.953,-0.30938,0.0208,0.0222,0.0194,864.0,0.00159,0.00159,0.00159
34,71.93,66.53,4.937,-0.30923,0.0127,0.0142,0.0112,864.0,0.0003207,0.0003207,0.0003207
35,72.67,32.63,5.074,-0.30721,0.0092,0.0094,0.009,864.0,0.0002256,0.0002256,0.0002256
36,88.16,144.44,5.102,-0.30593,0.0177,0.0226,0.0128,864.0,0.0002655,0.0002655,0.0002655
37,78.73,71.25,5.168,-0.30222,0.0327,0.0394,0.026,864.0,0.00136,0.00136,0.00136
38,83.75,104.77,5.106,-0.30753,0.0108,0.0148,0.0068,864.0,0.0003468,0.0003468,0.0003468
39,100.77,107.43,5.018,-0.30838,0.0837,0.0604,0.107,864.0,0.0002581,0.0002581,0.0002581
40,69.24,14.47,5.163,-0.30613,0.0119,0.0114,0.0124,864.0,0.0002228,0.0002228,0.0002228
41,88.53,44.72,5.093,-0.30775,0.0218,0.0244,0.0192,864.0,0.0003352,0.0003352,0.0003352
42,127.19,158.83,4.925,-0.30938,0.0108,0.0126,0.009,864.0,0.0002495,0.0002495,0.0002495
43,106.83,130.38,5.033,-0.30812,0.0417,0.0316,0.0518,864.0,0.0002508,0.0002508,0.0002508
44,36.2,66.9,5.116,-0.30753,0.0148,0.0268,0.0028,864.0,0.00238,0.00238,0.00238
45,53.94,141.69,4.88,-0.30948,0.0513,0.0638,0.0388,864.0,0.000211,0.000211,0.000211
46,52.11,104.01,5.145,-0.30658,0.009,0.018,0.0,864.0,0.0005939,0.0005939,0.0005939
47,66.62,25.12,5.001,-0.30885,0.0091,0.0152,0.003,864.0,0.0003375,0.0003375,0.0003375
48,149.31,196.34,4.934,-0.309,0.0131,0.0112,0.015,864.0,0.0001866,0.0001866,0.0001866
49,86.01,97.71,5.116,-0.30701,0.003,0.0054,0.0006,864.0,0.000279,0.000279,0.000279
