Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
45,415.67,383.28,4.763,-0.31105,0.0069,0.0066,0.0072,1244.444,0.000258,0.000258
46,599.25,442.85,4.674,-0.31335,0.0083,0.011,0.0056,1244.444,0.000178,0.000178
47,351.23,183.76,4.795,-0.31225,0.0158,0.0196,0.012,1244.444,0.000196,0.000196
48,480.81,106.26,4.707,-0.31165,0.0119,0.0144,0.0094,1244.444,0.0002055,0.0002055
49,311.1,132.74,4.811,-0.31113,0.004,0.0044,0.0036,1244.444,0.0002238,0.0002238
50,284.43,200.23,4.879,-0.30969,0.0124,0.0062,0.0186,1244.444,0.0001546,0.0001546
51,318.48,363.81,4.767,-0.31094,0.0134,0.0172,0.0096,1244.444,0.0007714,0.0007714
52,252.32,56.06,4.855,-0.3096,0.0188,0.0154,0.0222,1244.444,0.0005009,0.0005009
53,196.96,303.91,4.768,-0.31056,0.0116,0.0116,0.0116,1244.444,0.0001795,0.0001795
54,379.11,63.71,4.822,-0.31041,0.0076,0.0108,0.0044,1244.444,0.0002955,0.0002955
55,181.27,254.68,4.907,-0.30999,0.009,0.0122,0.0058,1244.444,0.000152,0.000152
56,374.99,15.67,4.455,-0.31804,0.0193,0.0104,0.0282,1244.444,0.0003033,0.0003033
57,379.61,55.7,4.835,-0.31002,0.0195,0.015,0.024,1244.444,0.0002994,0.0002994
58,521.1,208.56,4.709,-0.31367,0.0176,0.0222,0.013,1244.444,0.0001833,0.0001833
59,318.05,292.7,4.811,-0.31024,0.0048,0.0066,0.003,1244.444,0.0001971,0.0001971
60,221.32,201.01,4.672,-0.31324,0.0072,0.012,0.0024,1244.444,0.0004349,0.0004349
61,253.35,283.74,4.902,-0.30996,0.0049,0.0056,0.0042,1244.444,0.0001783,0.0001783
62,425.58,351.38,4.771,-0.31099,0.0225,0.0266,0.0184,1244.444,0.0001677,0.0001677
63,406.02,255.7,4.995,-0.30845,0.0064,0.0076,0.0052,1244.444,0.0002998,0.0002998
64,232.21,175.08,4.879,-0.31051,0.0054,0.0072,0.0036,1244.444,0.0002766,0.0002766
65,267.1,265.36,4.758,-0.31052,0.0215,0.0238,0.0192,1244.444,0.0001048,0.0001048
66,197.69,185.11,4.81,-0.31092,0.0051,0.0044,0.0058,1244.444,0.0001046,0.0001046
67,7.12,1.6,4.893,-0.31039,0.0616,0.118,0.0052,1244.444,0.01328,0.01328
68,201.58,146.2,4.741,-0.3118,0.0102,0.011,0.0094,1244.444,0.0001491,0.0001491
69,213.74,16.75,4.837,-0.30965,0.0109,0.0112,0.0106,1244.444,0.0002396,0.0002396
70,336.37,349.71,4.709,-0.31145,0.0147,0.0142,0.0152,1244.444,0.0001475,0.0001475
71,116.47,129.95,4.846,-0.31011,0.0354,0.0374,0.0334,1244.444,0.0001861,0.0001861
72,258.72,228.16,4.875,-0.3092,0.0502,0.0404,0.06,1244.444,0.0001437,0.0001437
73,180.03,244.97,4.875,-0.31024,0.0204,0.0234,0.0174,1244.444,0.0001939,0.0001939
74,311.6,267.79,4.814,-0.3113,0.0014,0.001,0.0018,1244.444,0.0001669,0.0001669
75,303.82,77.05,4.769,-0.31043,0.0461,0.0448,0.0474,1244.444,0.0002113,0.0002113
76,502.29,14.67,4.702,-0.31292,0.0186,0.0206,0.0166,1244.444,0.0002019,0.0002019
77,345.37,66.36,4.807,-0.31079,0.0052,0.0076,0.0028,1244.444,0.0002129,0.0002129
78,329.53,250.61,4.861,-0.30955,0.0195,0.0198,0.0192,1244.444,0.0001318,0.0001318
79,542.08,30.12,4.786,-0.31151,0.0065,0.0092,0.0038,1244.444,0.0001502,0.0001502
80,101.6,147.9,5.043,-0.30792,0.0105,0.01,0.011,1244.444,0.0002726,0.0002726
81,267.27,157.03,4.961,-0.30881,0.0026,0.0026,0.0026,1244.444,0.0001519,0.0001519
82,287.63,219.05,4.815,-0.31103,0.0044,0.0056,0.0032,1244.444,0.000173,0.000173
83,188.17,53.05,4.738,-0.3138,0.0128,0.0126,0.013,1244.444,0.0002292,0.0002292
84,363.91,249.72,4.666,-0.31335,0.0068,0.0078,0.0058,1244.444,0.0001189,0.0001189
85,395.47,101.85,4.745,-0.31197,0.0216,0.0188,0.0244,1244.444,0.0001812,0.0001812
86,259.76,219.19,4.89,-0.30914,0.0064,0.007,0.0058,1244.444,0.0001957,0.0001957
87,217.31,271.08,4.824,-0.30996,0.0092,0.0084,0.01,1244.444,0.0001342,0.0001342
88,242.06,69.62,4.69,-0.31918,0.0053,0.0062,0.0044,1244.444,0.000239,0.000239
89,288.36,35.38,4.948,-0.30883,0.0083,0.0088,0.0078,1244.444,0.0003571,0.0003571
90,280.17,46.29,4.803,-0.31023,0.0173,0.0188,0.0158,1244.444,0.0005339,0.0005339
91,343.1,84.51,4.893,-0.30983,0.0029,0.0042,0.0016,1244.444,0.0001845,0.0001845
92,187.2,97.92,4.826,-0.31037,0.0135,0.0124,0.0146,1244.444,0.00106,0.00106
93,301.24,45.71,4.91,-0.30922,0.0124,0.0124,0.0124,1244.444,0.000228,0.000228
94,170.91,257.77,4.72,-0.31212,0.004,0.0042,0.0038,1244.444,0.0001295,0.0001295
95,432.88,226.86,4.802,-0.31134,0.0146,0.011,0.0182,1244.444,0.0004038,0.0004038
96,235.59,223.5,4.853,-0.3072,0.1168,0.043,0.1906,1244.444,0.0001464,0.0001464
97,244.83,233.44,4.95,-0.30871,0.022,0.0094,0.0346,1244.444,0.0002039,0.0002039
98,447.77,295.05,4.775,-0.31129,0.0131,0.0148,0.0114,1244.444,0.0001279,0.0001279
99,347.15,220.62,4.832,-0.31021,0.0133,0.0174,0.0092,1244.444,0.000474,0.000474
100,296.7,376.91,4.649,-0.31432,0.0094,0.012,0.0068,1244.444,0.0001038,0.0001038
101,213.47,67.83,4.844,-0.31062,0.0059,0.0082,0.0036,1244.444,0.0003254,0.0003254
102,441.62,102.02,4.787,-0.31093,0.0132,0.0162,0.0102,1244.444,0.0004546,0.0004546
103,249.56,114.05,4.695,-0.31226,0.0071,0.0098,0.0044,1244.444,0.0002852,0.0002852
104,278.54,227.63,4.784,-0.31223,0.0049,0.0068,0.003,1244.444,0.0002921,0.0002921
105,193.58,47.34,4.883,-0.30992,0.0156,0.02,0.0112,1244.444,0.0002177,0.0002177
106,304.76,26.91,4.775,-0.31271,0.007,0.0108,0.0032,1244.444,0.0002766,0.0002766
107,281.85,50.02,4.986,-0.30744,0.0064,0.0064,0.0064,1244.444,0.0002069,0.0002069
108,216.68,51.36,4.858,-0.30937,0.0074,0.0096,0.0052,1244.444,0.0002966,0.0002966
109,175.63,379.16,4.794,-0.30982,0.0304,0.0312,0.0296,1244.444,0.0001888,0.0001888
110,283.21,270.55,4.835,-0.30954,0.005,0.0066,0.0034,1244.444,0.0002247,0.0002247
111,178.34,278.71,4.9,-0.30966,0.0054,0.0074,0.0034,1244.444,0.000186,0.000186
112,363.08,50.42,4.931,-0.30828,0.0073,0.0092,0.0054,1244.444,0.0001984,0.0001984
113,162.54,62.45,4.964,-0.30844,0.0033,0.004,0.0026,1244.444,0.0001905,0.0001905
114,367.52,452.34,4.885,-0.30934,0.0113,0.0074,0.0152,1244.444,0.0001248,0.0001248
115,462.88,242.42,4.743,-0.31098,0.0118,0.0184,0.0052,1244.444,9.757e-05,9.757e-05
116,247.49,292.58,4.931,-0.30852,0.0069,0.0064,0.0074,1244.444,0.0001403,0.0001403
117,305.51,83.36,4.793,-0.31084,0.007,0.0094,0.0046,1244.444,0.00222,0.00222
118,219.47,172.91,4.737,-0.31214,0.0035,0.0042,0.0028,1244.444,0.00091,0.00091
119,308.78,164.66,4.793,-0.3115,0.0063,0.0082,0.0044,1244.444,0.0006612,0.0006612
120,246.72,256.53,4.888,-0.30955,0.0251,0.0398,0.0104,1244.444,0.0002296,0.0002296
121,179.02,24.96,4.848,-0.31085,0.0069,0.0092,0.0046,1244.444,0.0002743,0.0002743
122,277.28,210.94,4.732,-0.3116,0.0037,0.0036,0.0038,1244.444,0.0002618,0.0002618
123,264.5,222.03,4.821,-0.31031,0.0054,0.0052,0.0056,1244.444,0.0001884,0.0001884
124,352.55,179.49,4.881,-0.30921,0.0059,0.007,0.0048,1244.444,0.0001759,0.0001759
125,346.65,110.65,4.977,-0.30776,0.0054,0.0074,0.0034,1244.444,0.0001353,0.0001353
126,296.72,46.53,4.831,-0.3093,0.0083,0.007,0.0096,1244.444,0.0003646,0.0003646
