Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,441.71,272.98,4.636,-0.31328,0.0038,0.0034,0.0042,1244.444,0.0001246,0.0001246
1,420.06,303.96,4.736,-0.31292,0.0446,0.0634,0.0258,1244.444,0.000405,0.000405
2,198.33,114.08,4.819,-0.3113,0.0289,0.0222,0.0356,1244.444,0.0002502,0.0002502
3,293.49,133.41,4.747,-0.31115,0.013,0.0118,0.0142,1244.444,0.0001809,0.0001809
4,490.95,247.04,4.788,-0.31095,0.0224,0.0174,0.0274,1244.444,0.0002049,0.0002049
5,165.95,102.17,4.851,-0.31057,0.0326,0.0158,0.0494,1244.444,0.0003253,0.0003253
6,208.53,84.83,4.9,-0.30906,0.1032,0.0962,0.1102,1244.444,0.0001476,0.0001476
7,126.94,57.61,4.756,-0.311,0.0056,0.005,0.0062,1244.444,0.0004991,0.0004991
8,376.28,45.07,4.813,-0.31335,0.0156,0.02,0.0112,1244.444,0.0002205,0.0002205
9,454.04,64.63,4.638,-0.3224,0.0338,0.0348,0.0328,1244.444,0.0002006,0.0002006
10,225.46,120.45,4.804,-0.31123,0.1378,0.2704,0.0052,1244.444,0.00227,0.00227
11,372.87,77.88,4.743,-0.31179,0.0132,0.0172,0.0092,1244.444,0.0001809,0.0001809
12,314.53,140.4,4.626,-0.31372,0.0115,0.0146,0.0084,1244.444,0.0005185,0.0005185
13,263.65,256.83,4.557,-0.31378,0.0621,0.0722,0.052,1244.444,0.0003073,0.0003073
14,351.63,26.93,4.509,-0.31577,0.0224,0.0326,0.0122,1244.444,0.0004316,0.0004316
15,231.35,290.18,4.599,-0.32045,0.0327,0.043,0.0224,1244.444,0.0004766,0.0004766
16,232.11,23.42,4.937,-0.30883,0.0742,0.0536,0.0948,1244.444,0.00195,0.00195
17,195.04,83.78,4.753,-0.31153,0.0093,0.0112,0.0074,1244.444,0.0005938,0.0005938
18,454.22,44.09,4.659,-0.28926,0.0536,0.0446,0.0626,1244.444,0.0002301,0.0002301
19,306.14,15.89,4.821,-0.31198,0.0461,0.0518,0.0404,1244.444,0.0002795,0.0002795
20,331.87,63.99,4.738,-0.31197,0.0262,0.0242,0.0282,1244.444,0.0001989,0.0001989
21,435.57,24.97,4.774,-0.31143,0.0355,0.033,0.038,1244.444,0.000278,0.000278
22,283.34,189.51,4.668,-0.31332,0.0137,0.0214,0.006,1244.444,0.0001945,0.0001945
23,80.17,40.76,4.758,-0.31174,0.0184,0.0192,0.0176,1244.444,0.00139,0.00139
24,203.07,21.06,4.611,-0.31355,0.0389,0.0262,0.0516,1244.444,0.0003503,0.0003503
25,397.28,238.41,4.732,-0.31226,0.0277,0.0324,0.023,1244.444,0.0002132,0.0002132
26,194.77,97.28,4.777,-0.31228,0.0046,0.0044,0.0048,1244.444,0.000194,0.000194
27,374.58,145.1,4.68,-0.31283,0.0072,0.0062,0.0082,1244.444,0.0001817,0.0001817
28,174.42,87.11,4.744,-0.27186,0.0296,0.0318,0.0274,1244.444,0.0003358,0.0003358
29,354.18,158.25,4.792,-0.32426,0.0117,0.013,0.0104,1244.444,0.0001548,0.0001548
30,303.37,194.92,4.693,-0.31268,0.008,0.0122,0.0038,1244.444,0.0001049,0.0001049
31,185.27,31.48,5.058,-0.30701,0.014,0.0156,0.0124,1244.444,0.0005215,0.0005215
32,114.23,171.32,4.93,-0.30828,0.033,0.034,0.032,1244.444,0.0002022,0.0002022
33,329.82,280.36,4.677,-0.31373,0.0181,0.0072,0.029,1244.444,0.0002367,0.0002367
34,203.89,54.69,4.71,-0.2877,0.0842,0.0378,0.1306,1244.444,0.0004285,0.0004285
35,357.84,66.61,4.915,-0.3092,0.0106,0.0114,0.0098,1244.444,0.0001756,0.0001756
36,333.69,58.34,4.854,-0.31028,0.0076,0.0086,0.0066,1244.444,0.0001615,0.0001615
37,313.56,137.82,4.594,-0.31539,0.0226,0.0282,0.017,1244.444,0.0001468,0.0001468
38,111.59,200.8,4.486,-0.31594,0.0234,0.031,0.0158,1244.444,0.000399,0.000399
39,416.0,234.37,4.574,-0.31403,0.0068,0.0072,0.0064,1244.444,0.0002985,0.0002985
40,428.34,179.59,4.705,-0.31264,0.0054,0.0074,0.0034,1244.444,0.0004508,0.0004508
41,306.45,452.34,4.815,-0.31264,0.0062,0.008,0.0044,1244.444,0.0001184,0.0001184
42,269.12,425.53,4.655,-0.31429,0.0339,0.029,0.0388,1244.444,7.393e-05,7.393e-05
43,342.53,140.54,4.755,-0.31328,0.0214,0.0338,0.009,1244.444,0.0005589,0.0005589
44,174.44,232.85,4.868,-0.3105,0.0049,0.005,0.0048,1244.444,0.0001557,0.0001557
45,422.02,128.72,4.763,-0.31105,0.0065,0.006,0.007,1244.444,0.0003682,0.0003682
46,413.52,442.85,4.674,-0.31335,0.008,0.0102,0.0058,1244.444,0.0001276,0.0001276
47,398.31,115.31,4.795,-0.31225,0.0112,0.0156,0.0068,1244.444,0.0001463,0.0001463
48,194.66,245.74,4.707,-0.31165,0.0114,0.0128,0.01,1244.444,8.554e-05,8.554e-05
49,216.09,142.14,4.811,-0.31113,0.0036,0.0046,0.0026,1244.444,0.0001679,0.0001679
50,297.71,149.2,4.879,-0.30969,0.0107,0.0056,0.0158,1244.444,0.0001953,0.0001953
51,403.78,280.34,4.767,-0.31094,0.0161,0.0184,0.0138,1244.444,0.0001444,0.0001444
52,292.21,88.17,4.855,-0.3096,0.0112,0.0128,0.0096,1244.444,0.00181,0.00181
53,249.24,359.63,4.768,-0.31056,0.06,0.1052,0.0148,1244.444,0.0001169,0.0001169
54,227.12,58.91,4.822,-0.31041,0.0051,0.0066,0.0036,1244.444,0.0002121,0.0002121
55,306.92,251.61,4.907,-0.30999,0.0055,0.0048,0.0062,1244.444,0.0002004,0.0002004
56,396.59,16.78,4.455,-0.31804,0.0627,0.0368,0.0886,1244.444,0.0002537,0.0002537
57,423.94,57.97,4.835,-0.31002,0.0181,0.0136,0.0226,1244.444,0.0003187,0.0003187
58,496.43,279.56,4.709,-0.31367,0.0109,0.012,0.0098,1244.444,0.0001171,0.0001171
59,339.08,307.54,4.811,-0.31024,0.0048,0.0054,0.0042,1244.444,0.0001487,0.0001487
60,315.64,280.31,4.672,-0.31324,0.0067,0.0098,0.0036,1244.444,0.000148,0.000148
61,323.97,381.47,4.902,-0.30996,0.0067,0.0082,0.0052,1244.444,0.000204,0.000204
62,394.23,249.42,4.771,-0.31099,0.0218,0.0242,0.0194,1244.444,0.0001436,0.0001436
63,319.61,288.08,4.995,-0.30845,0.0082,0.007,0.0094,1244.444,0.0001851,0.0001851
64,184.69,93.7,4.879,-0.31051,0.0045,0.0058,0.0032,1244.444,0.00128,0.00128
65,289.06,277.2,4.758,-0.31052,0.0193,0.0228,0.0158,1244.444,0.0001554,0.0001554
66,306.88,280.49,4.81,-0.31092,0.0079,0.0114,0.0044,1244.444,0.0001194,0.0001194
67,227.01,164.17,4.893,-0.31039,0.0054,0.004,0.0068,1244.444,0.0001665,0.0001665
68,351.45,121.09,4.741,-0.3118,0.0101,0.0124,0.0078,1244.444,0.0001612,0.0001612
69,273.08,18.34,4.837,-0.30965,0.01,0.0086,0.0114,1244.444,0.0002349,0.0002349
70,402.8,392.31,4.709,-0.31145,0.0065,0.0092,0.0038,1244.444,0.0001231,0.0001231
71,211.44,138.57,4.846,-0.31011,0.0343,0.035,0.0336,1244.444,0.0001974,0.0001974
72,286.73,218.0,4.875,-0.3092,0.0559,0.062,0.0498,1244.444,0.0001181,0.0001181
73,299.16,152.56,4.875,-0.31024,0.0174,0.0204,0.0144,1244.444,0.0004193,0.0004193
74,228.85,242.3,4.814,-0.3113,0.0029,0.0034,0.0024,1244.444,0.0001129,0.0001129
75,386.02,142.27,4.769,-0.31043,0.0435,0.0426,0.0444,1244.444,0.0001859,0.0001859
76,438.81,17.5,4.702,-0.31292,0.0196,0.0208,0.0184,1244.444,0.0001758,0.0001758
77,399.13,218.05,4.807,-0.31079,0.0069,0.0074,0.0064,1244.444,0.00131,0.00131
78,394.54,264.83,4.861,-0.30955,0.0203,0.02,0.0206,1244.444,0.000148,0.000148
79,222.1,31.59,4.786,-0.31151,0.0042,0.0056,0.0028,1244.444,0.0001594,0.0001594
80,166.88,180.04,5.043,-0.30792,0.0094,0.0074,0.0114,1244.444,0.0002354,0.0002354
81,303.27,156.84,4.961,-0.30881,0.0032,0.0044,0.002,1244.444,0.0001447,0.0001447
82,294.18,211.48,4.815,-0.31103,0.0042,0.0048,0.0036,1244.444,0.0001618,0.0001618
83,421.43,60.83,4.738,-0.3138,0.0227,0.0132,0.0322,1244.444,0.0002319,0.0002319
84,416.6,96.07,4.666,-0.31335,0.0126,0.011,0.0142,1244.444,0.0001204,0.0001204
85,332.74,121.07,4.745,-0.31197,0.0155,0.0136,0.0174,1244.444,0.0002213,0.0002213
86,267.93,207.86,4.89,-0.30914,0.0068,0.0068,0.0068,1244.444,0.0001708,0.0001708
87,237.82,120.1,4.824,-0.30996,0.0072,0.0082,0.0062,1244.444,0.000213,0.000213
88,123.82,83.19,4.689,-0.31918,0.0218,0.0256,0.018,1244.444,0.02832,0.02832
89,251.13,194.81,4.948,-0.30883,0.0105,0.0122,0.0088,1244.444,0.0001553,0.0001553
90,427.14,117.7,4.803,-0.31023,0.0172,0.0184,0.016,1244.444,0.0003404,0.0003404
91,465.87,340.0,4.893,-0.30983,0.0035,0.0048,0.0022,1244.444,0.0001893,0.0001893
92,182.8,130.85,4.826,-0.31037,0.0155,0.017,0.014,1244.444,0.0005365,0.0005365
93,243.09,42.84,4.91,-0.30922,0.0127,0.0114,0.014,1244.444,0.0001714,0.0001714
94,163.76,403.38,4.72,-0.31212,0.0046,0.0056,0.0036,1244.444,0.0001384,0.0001384
95,375.04,165.05,4.802,-0.31134,0.0114,0.0132,0.0096,1244.444,0.0003156,0.0003156
96,225.13,210.69,4.853,-0.3072,0.1052,0.027,0.1834,1244.444,0.0001711,0.0001711
97,230.41,209.23,4.95,-0.30871,0.0235,0.0134,0.0336,1244.444,0.0001539,0.0001539
98,306.0,288.6,4.775,-0.31129,0.0141,0.0154,0.0128,1244.444,0.0003337,0.0003337
99,138.27,172.57,4.832,-0.31021,0.0115,0.015,0.008,1244.444,0.0002349,0.0002349
100,356.02,386.48,4.649,-0.31432,0.0113,0.0092,0.0134,1244.444,0.0001959,0.0001959
101,104.79,68.77,4.844,-0.31062,0.0117,0.0206,0.0028,1244.444,0.0002086,0.0002086
102,229.61,189.82,4.787,-0.31093,0.0135,0.0154,0.0116,1244.444,0.0002988,0.0002988
103,264.28,180.43,4.695,-0.31226,0.0072,0.0098,0.0046,1244.444,0.0002834,0.0002834
104,328.84,237.98,4.784,-0.31223,0.0038,0.0062,0.0014,1244.444,0.0002517,0.0002517
105,229.65,49.92,4.883,-0.30992,0.0097,0.012,0.0074,1244.444,0.0001902,0.0001902
106,345.27,286.41,4.775,-0.31271,0.0073,0.0108,0.0038,1244.444,0.0001639,0.0001639
107,238.74,193.78,4.986,-0.30744,0.0055,0.0064,0.0046,1244.444,0.0001482,0.0001482
108,189.45,253.84,4.858,-0.30937,0.0051,0.0062,0.004,1244.444,0.0001641,0.0001641
109,276.55,212.05,4.794,-0.30982,0.0256,0.0266,0.0246,1244.444,0.000214,0.000214
110,213.14,227.82,4.835,-0.30954,0.0065,0.0082,0.0048,1244.444,0.0002396,0.0002396
111,169.4,214.49,4.9,-0.30966,0.0047,0.0064,0.003,1244.444,0.0002083,0.0002083
