Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
112,165.48,41.32,4.931,-0.30828,0.0088,0.0094,0.0082,1244.444,0.0001515,0.0001515
113,265.35,60.28,4.964,-0.30844,0.0048,0.0062,0.0034,1244.444,0.0001683,0.0001683
114,256.99,316.34,4.885,-0.30934,0.01,0.0086,0.0114,1244.444,0.0001117,0.0001117
115,293.23,76.39,4.743,-0.31098,0.0166,0.0272,0.006,1244.444,0.0001673,0.0001673
116,279.28,377.06,4.931,-0.30852,0.0074,0.0074,0.0074,1244.444,0.0001269,0.0001269
117,356.2,83.36,4.793,-0.31084,0.009,0.0132,0.0048,1244.444,0.0007278,0.0007278
118,247.38,211.14,4.737,-0.31214,0.0035,0.0058,0.0012,1244.444,0.0002525,0.0002525
119,262.84,118.17,4.793,-0.3115,0.0057,0.009,0.0024,1244.444,0.0007983,0.0007983
120,287.0,259.44,4.888,-0.30955,0.0089,0.011,0.0068,1244.444,0.0008557,0.0008557
121,218.18,24.71,4.848,-0.31085,0.0102,0.0124,0.008,1244.444,0.0003225,0.0003225
122,69.65,357.68,4.732,-0.3116,0.0048,0.0068,0.0028,1244.444,0.0001893,0.0001893
123,137.91,203.71,4.821,-0.31031,0.0043,0.0054,0.0032,1244.444,0.0001541,0.0001541
124,366.43,173.72,4.881,-0.30921,0.0042,0.0044,0.004,1244.444,0.0001599,0.0001599
125,331.94,93.34,4.977,-0.30776,0.0124,0.0202,0.0046,1244.444,0.00097,0.00097
126,280.01,79.22,4.831,-0.3093,0.0073,0.0072,0.0074,1244.444,0.0001403,0.0001403
