Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
80,150.82,126.12,5.043,-0.30792,0.0084,0.0064,0.0104,1244.444,0.0002026,0.0002026
81,214.87,153.14,4.961,-0.30881,0.0033,0.004,0.0026,1244.444,0.0001547,0.0001547
82,414.93,192.63,4.815,-0.31103,0.0047,0.0064,0.003,1244.444,0.0001425,0.0001425
83,318.2,61.06,4.738,-0.3138,0.0205,0.0164,0.0246,1244.444,0.0001777,0.0001777
84,342.54,163.29,4.666,-0.31335,0.005,0.0062,0.0038,1244.444,0.0001254,0.0001254
85,434.12,143.71,4.745,-0.31197,0.0145,0.0134,0.0156,1244.444,0.0002214,0.0002214
86,223.54,58.15,4.89,-0.30914,0.0071,0.006,0.0082,1244.444,0.0002903,0.0002903
87,374.06,205.16,4.824,-0.30996,0.0098,0.008,0.0116,1244.444,0.0001178,0.0001178
88,217.43,101.24,4.69,-0.31918,0.0496,0.0452,0.054,1244.444,0.0001793,0.0001793
89,317.01,41.12,4.948,-0.30883,0.1224,0.1184,0.1264,1244.444,0.0002952,0.0002952
90,340.44,93.12,4.803,-0.31023,0.0208,0.017,0.0246,1244.444,0.0004511,0.0004511
91,178.76,146.22,4.893,-0.30983,0.0031,0.0038,0.0024,1244.444,0.0001924,0.0001924
92,291.04,183.52,4.826,-0.31037,0.0128,0.0154,0.0102,1244.444,0.0003338,0.0003338
93,335.3,42.12,4.91,-0.30922,0.0352,0.015,0.0554,1244.444,0.0002532,0.0002532
94,295.55,303.23,4.72,-0.31212,0.0058,0.007,0.0046,1244.444,0.0002289,0.0002289
95,173.57,162.69,4.802,-0.31134,0.0107,0.011,0.0104,1244.444,0.000408,0.000408
96,163.35,168.13,4.853,-0.3072,0.0095,0.0112,0.0078,1244.444,0.0001785,0.0001785
97,127.78,254.66,4.95,-0.30871,0.0088,0.0042,0.0134,1244.444,0.0002246,0.0002246
98,118.96,274.17,4.775,-0.31129,0.0108,0.0124,0.0092,1244.444,0.0003575,0.0003575
99,273.85,125.84,4.832,-0.31021,0.0146,0.0208,0.0084,1244.444,0.0003082,0.0003082
100,360.66,436.06,4.649,-0.31432,0.0121,0.0174,0.0068,1244.444,0.0001411,0.0001411
101,135.52,64.25,4.844,-0.31062,0.004,0.0058,0.0022,1244.444,0.0002425,0.0002425
102,219.31,179.29,4.787,-0.31093,0.0144,0.0182,0.0106,1244.444,0.0003185,0.0003185
103,258.32,56.18,4.695,-0.31226,0.0062,0.0084,0.004,1244.444,0.0001841,0.0001841
104,261.89,190.96,4.784,-0.31223,0.0031,0.0036,0.0026,1244.444,0.0002706,0.0002706
105,89.94,55.42,4.883,-0.30992,0.0084,0.0094,0.0074,1244.444,0.0001763,0.0001763
106,233.24,35.95,4.775,-0.31271,0.2126,0.1906,0.2346,1244.444,0.000165,0.000165
107,268.01,166.42,4.986,-0.30744,0.011,0.009,0.013,1244.444,0.0001513,0.0001513
108,251.41,71.51,4.858,-0.30937,0.0273,0.0078,0.0468,1244.444,0.0001773,0.0001773
109,233.24,203.46,4.794,-0.30982,0.0251,0.0274,0.0228,1244.444,0.0002174,0.0002174
110,336.79,346.48,4.835,-0.30954,0.0072,0.0078,0.0066,1244.444,0.0002058,0.0002058
111,100.97,257.11,4.9,-0.30966,0.0077,0.0116,0.0038,1244.444,0.0004037,0.0004037
112,315.15,47.36,4.931,-0.30828,0.0186,0.0112,0.026,1244.444,0.000156,0.000156
113,327.09,70.64,4.964,-0.30844,0.0025,0.0028,0.0022,1244.444,0.0001693,0.0001693
114,393.93,388.56,4.885,-0.30934,0.0102,0.0088,0.0116,1244.444,0.0001004,0.0001004
115,272.83,230.78,4.743,-0.31098,0.0057,0.008,0.0034,1244.444,0.0002694,0.0002694
116,234.32,341.15,4.931,-0.30852,0.0071,0.0062,0.008,1244.444,0.0001421,0.0001421
117,283.13,130.92,4.793,-0.31084,0.0077,0.01,0.0054,1244.444,0.0006411,0.0006411
118,210.13,313.82,4.737,-0.31214,0.0035,0.004,0.003,1244.444,0.0002846,0.0002846
119,337.44,117.87,4.793,-0.3115,0.0049,0.0066,0.0032,1244.444,0.000628,0.000628
120,210.77,216.03,4.888,-0.30955,0.0255,0.045,0.006,1244.444,0.00171,0.00171
121,226.5,21.1,4.848,-0.31085,0.0043,0.0038,0.0048,1244.444,0.0002352,0.0002352
122,274.27,291.42,4.732,-0.3116,0.0061,0.0086,0.0036,1244.444,0.000231,0.000231
123,288.15,231.16,4.821,-0.31031,0.0037,0.005,0.0024,1244.444,0.0001147,0.0001147
124,315.25,220.51,4.881,-0.30921,0.0083,0.0132,0.0034,1244.444,0.0002375,0.0002375
125,250.23,97.11,4.977,-0.30776,0.0046,0.0032,0.006,1244.444,0.0002265,0.0002265
126,314.67,84.37,4.831,-0.3093,0.0135,0.0112,0.0158,1244.444,0.0001347,0.0001347
