Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,473.99,184.28,4.636,-0.31328,0.0083,0.0056,0.011,1244.444,0.00114,0.00114,0.00114
1,62.42,148.82,4.736,-0.31292,0.0216,0.026,0.0172,1244.444,0.0001805,0.0001805,0.0001805
2,270.75,175.93,4.819,-0.3113,0.0336,0.0326,0.0346,1244.444,0.0002382,0.0002382,0.0002382
3,397.91,206.1,4.747,-0.31115,0.0096,0.0086,0.0106,1244.444,0.00096,0.00096,0.00096
4,359.29,215.62,4.788,-0.31095,0.0161,0.0118,0.0204,1244.444,0.0001899,0.0001899,0.0001899
5,222.9,197.08,4.851,-0.31057,0.0373,0.0192,0.0554,1244.444,0.000183,0.000183,0.000183
6,333.72,96.94,4.9,-0.30906,0.1003,0.0778,0.1228,1244.444,0.0003875,0.0003875,0.0003875
7,229.76,70.17,4.756,-0.311,0.0067,0.005,0.0084,1244.444,0.0005397,0.0005397,0.0005397
8,467.97,52.05,4.813,-0.31335,0.0132,0.012,0.0144,1244.444,0.0003166,0.0003166,0.0003166
9,354.27,58.44,4.638,-0.3224,0.134,0.1746,0.0934,1244.444,0.0003141,0.0003141,0.0003141
10,290.4,172.07,4.804,-0.31123,0.0126,0.0146,0.0106,1244.444,0.0001646,0.0001646,0.0001646
11,245.24,91.84,4.743,-0.31179,0.009,0.0108,0.0072,1244.444,0.0001146,0.0001146,0.0001146
12,249.64,219.44,4.626,-0.31372,0.0191,0.0254,0.0128,1244.444,0.0001196,0.0001196,0.0001196
13,215.51,326.93,4.557,-0.31378,0.0419,0.042,0.0418,1244.444,0.0001484,0.0001484,0.0001484
14,245.32,44.14,4.509,-0.31577,0.0132,0.0202,0.0062,1244.444,0.000338,0.000338,0.000338
15,253.59,194.07,4.599,-0.32045,0.0228,0.0284,0.0172,1244.444,0.0005677,0.0005677,0.0005677
16,261.32,29.11,4.937,-0.30883,0.0607,0.0426,0.0788,1244.444,0.0007321,0.0007321,0.0007321
17,213.28,72.72,4.753,-0.31153,0.0065,0.0092,0.0038,1244.444,0.0005468,0.0005468,0.0005468
18,388.15,51.88,4.659,-0.28926,0.024,0.0266,0.0214,1244.444,0.0001324,0.0001324,0.0001324
19,444.25,41.4,4.821,-0.31198,0.0379,0.0356,0.0402,1244.444,0.0002115,0.0002115,0.0002115
