Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,492.44,222.3,4.636,-0.31328,0.0058,0.0058,0.0058,1244.444,0.0001859,0.0001859
1,434.98,318.52,4.736,-0.31292,0.0249,0.0214,0.0284,1244.444,0.0001814,0.0001814
2,106.1,66.83,4.819,-0.3113,0.0377,0.0336,0.0418,1244.444,0.0007559,0.0007559
3,308.16,206.16,4.747,-0.31115,0.012,0.0158,0.0082,1244.444,0.000164,0.000164
4,368.78,176.21,4.788,-0.31095,0.0169,0.0142,0.0196,1244.444,0.0002089,0.0002089
5,218.02,178.04,4.851,-0.31057,0.0448,0.0256,0.064,1244.444,0.0002697,0.0002697
6,256.88,59.93,4.9,-0.30906,0.0967,0.1,0.0934,1244.444,0.0001775,0.0001775
7,393.73,36.85,4.756,-0.311,0.0072,0.0096,0.0048,1244.444,0.0004478,0.0004478
8,148.52,27.25,4.813,-0.31335,0.0171,0.0182,0.016,1244.444,0.0006348,0.0006348
9,559.29,58.16,4.638,-0.3224,0.0297,0.027,0.0324,1244.444,0.0001665,0.0001665
10,223.28,266.86,4.804,-0.31123,0.0071,0.0074,0.0068,1244.444,0.0004739,0.0004739
11,364.5,78.6,4.743,-0.31179,0.0109,0.0114,0.0104,1244.444,0.0001225,0.0001225
12,362.28,169.64,4.626,-0.31372,0.0134,0.0136,0.0132,1244.444,0.0002576,0.0002576
13,351.54,241.42,4.557,-0.31378,0.0731,0.1048,0.0414,1244.444,0.0003527,0.0003527
14,339.0,34.47,4.509,-0.31577,0.0127,0.019,0.0064,1244.444,0.0002943,0.0002943
15,520.47,89.52,4.599,-0.32045,0.0459,0.03,0.0618,1244.444,0.0005055,0.0005055
16,327.72,19.73,4.937,-0.30883,0.0924,0.061,0.1238,1244.444,0.00095,0.00095
17,248.59,83.78,4.753,-0.31153,0.0144,0.0174,0.0114,1244.444,0.0006141,0.0006141
18,426.15,65.45,4.659,-0.28926,0.0401,0.0312,0.049,1244.444,0.0002007,0.0002007
19,316.83,19.11,4.821,-0.31198,0.0674,0.0662,0.0686,1244.444,0.000172,0.000172
20,505.97,29.38,4.738,-0.31197,0.0383,0.0298,0.0468,1244.444,0.0002593,0.0002593
21,348.07,19.82,4.774,-0.31143,0.0325,0.0344,0.0306,1244.444,0.0002253,0.0002253
22,205.77,80.0,4.668,-0.31332,0.0124,0.015,0.0098,1244.444,0.0001777,0.0001777
23,111.76,31.7,4.758,-0.31174,0.0522,0.0772,0.0272,1244.444,0.0006041,0.0006041
24,82.89,11.38,4.611,-0.31355,0.0499,0.0342,0.0656,1244.444,0.00164,0.00164
25,294.63,225.22,4.732,-0.31226,0.0262,0.023,0.0294,1244.444,0.0001326,0.0001326
26,356.38,135.32,4.777,-0.31228,0.0056,0.006,0.0052,1244.444,0.0002055,0.0002055
27,101.84,126.23,4.68,-0.31283,0.009,0.0074,0.0106,1244.444,0.0001612,0.0001612
28,335.71,75.13,4.744,-0.27186,0.0484,0.0372,0.0596,1244.444,0.0003336,0.0003336
29,157.86,137.76,4.792,-0.32426,0.009,0.0088,0.0092,1244.444,0.0002113,0.0002113
30,245.0,307.81,4.693,-0.31268,0.006,0.0088,0.0032,1244.444,0.0001184,0.0001184
