Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,610.04,233.53,4.636,-0.31328,0.0058,0.0082,0.0034,1244.444,0.0001407,0.0001407
1,394.27,241.78,4.736,-0.31292,0.0223,0.0258,0.0188,1244.444,0.000125,0.000125
2,266.96,134.69,4.819,-0.3113,0.0319,0.0322,0.0316,1244.444,0.0002997,0.0002997
3,437.9,189.16,4.747,-0.31115,0.0131,0.0178,0.0084,1244.444,0.0002168,0.0002168
4,489.2,288.69,4.788,-0.31095,0.0192,0.0122,0.0262,1244.444,0.0002063,0.0002063
5,268.53,159.39,4.851,-0.31057,0.0523,0.0322,0.0724,1244.444,0.0002742,0.0002742
6,359.98,70.0,4.9,-0.30906,0.0931,0.0822,0.104,1244.444,0.0003769,0.0003769
7,200.12,35.95,4.756,-0.311,0.0081,0.007,0.0092,1244.444,0.00098,0.00098
8,383.08,31.84,4.813,-0.31335,0.0193,0.0218,0.0168,1244.444,0.000446,0.000446
9,454.88,60.9,4.638,-0.3224,0.046,0.0234,0.0686,1244.444,0.0001844,0.0001844
10,199.16,216.64,4.804,-0.31123,0.0171,0.0232,0.011,1244.444,0.0002226,0.0002226
11,364.45,87.0,4.743,-0.31179,0.0087,0.0108,0.0066,1244.444,0.0001544,0.0001544
12,272.41,290.1,4.626,-0.31372,0.0118,0.0132,0.0104,1244.444,0.000318,0.000318
13,408.26,260.5,4.557,-0.31378,0.0441,0.0376,0.0506,1244.444,0.0001563,0.0001563
14,417.03,53.92,4.509,-0.31577,0.0144,0.0206,0.0082,1244.444,0.0002593,0.0002593
15,545.71,104.29,4.599,-0.32045,0.0347,0.0388,0.0306,1244.444,0.0005411,0.0005411
16,352.36,25.4,4.937,-0.30883,0.0803,0.0688,0.0918,1244.444,0.00108,0.00108
17,405.48,80.12,4.753,-0.31153,0.011,0.0152,0.0068,1244.444,0.0004662,0.0004662
18,426.91,61.49,4.659,-0.28926,0.0531,0.0428,0.0634,1244.444,0.0001996,0.0001996
19,346.44,30.7,4.821,-0.31198,0.0748,0.0654,0.0842,1244.444,0.0002055,0.0002055
20,435.81,32.69,4.738,-0.31197,0.0385,0.0258,0.0512,1244.444,0.0003712,0.0003712
21,308.87,17.25,4.774,-0.31143,0.0341,0.0326,0.0356,1244.444,0.0002721,0.0002721
22,309.56,105.82,4.668,-0.31332,0.0126,0.0114,0.0138,1244.444,0.0001901,0.0001901
23,369.65,34.89,4.758,-0.31174,0.0617,0.0726,0.0508,1244.444,0.0002556,0.0002556
24,310.82,17.19,4.611,-0.31355,0.0378,0.0266,0.049,1244.444,0.0003739,0.0003739
25,158.04,222.78,4.732,-0.31226,0.0304,0.0378,0.023,1244.444,0.0004529,0.0004529
26,248.38,86.09,4.777,-0.31228,0.0058,0.0072,0.0044,1244.444,0.0003424,0.0003424
27,465.77,115.3,4.68,-0.31283,0.0066,0.0076,0.0056,1244.444,0.0002731,0.0002731
28,204.43,66.97,4.744,-0.27186,0.0469,0.0414,0.0524,1244.444,0.0002238,0.0002238
29,455.51,101.37,4.792,-0.32426,0.01,0.011,0.009,1244.444,0.000341,0.000341
30,471.72,317.07,4.693,-0.31268,0.0079,0.0114,0.0044,1244.444,0.0001335,0.0001335
31,185.49,34.03,5.058,-0.30701,0.0128,0.012,0.0136,1244.444,0.0005425,0.0005425
32,336.16,365.66,4.93,-0.30828,0.0328,0.0374,0.0282,1244.444,0.0001719,0.0001719
33,365.44,139.99,4.677,-0.31373,0.0057,0.0068,0.0046,1244.444,0.0003614,0.0003614
34,372.17,72.93,4.71,-0.2877,0.0538,0.0384,0.0692,1244.444,0.0002192,0.0002192
35,276.46,51.48,4.915,-0.3092,0.0096,0.0098,0.0094,1244.444,0.0001663,0.0001663
36,172.52,49.94,4.854,-0.31028,0.0049,0.0054,0.0044,1244.444,0.0001459,0.0001459
37,323.69,328.95,4.594,-0.31539,0.0211,0.0208,0.0214,1244.444,0.0002904,0.0002904
38,382.84,183.59,4.486,-0.31594,0.031,0.0362,0.0258,1244.444,0.0001998,0.0001998
39,548.71,182.02,4.574,-0.31403,0.007,0.01,0.004,1244.444,0.0001195,0.0001195
40,149.4,193.73,4.706,-0.31264,0.0043,0.0062,0.0024,1244.444,0.0003482,0.0003482
41,306.69,316.04,4.815,-0.31264,0.0055,0.0072,0.0038,1244.444,9.462e-05,9.462e-05
42,503.12,355.54,4.655,-0.31429,0.0281,0.0266,0.0296,1244.444,0.0001497,0.0001497
43,265.63,244.62,4.755,-0.31328,0.0201,0.0334,0.0068,1244.444,0.00698,0.00698
44,254.6,279.78,4.868,-0.3105,0.0043,0.005,0.0036,1244.444,0.0001334,0.0001334
