Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
45,433.29,322.16,4.763,-0.31105,0.0093,0.0052,0.0134,1244.444,0.0002258,0.0002258
46,447.61,357.04,4.674,-0.31335,0.0125,0.0084,0.0166,1244.444,9.674e-05,9.674e-05
47,326.9,125.32,4.795,-0.31225,0.0229,0.017,0.0288,1244.444,0.0005533,0.0005533
48,382.29,249.0,4.707,-0.31165,0.0119,0.0158,0.008,1244.444,0.0001248,0.0001248
49,193.2,169.83,4.811,-0.31113,0.0026,0.0036,0.0016,1244.444,0.0001528,0.0001528
50,308.46,130.02,4.879,-0.30969,0.0141,0.012,0.0162,1244.444,0.0003497,0.0003497
51,403.55,345.12,4.767,-0.31094,0.012,0.0126,0.0114,1244.444,9.118e-05,9.118e-05
52,215.57,70.06,4.855,-0.3096,0.0134,0.008,0.0188,1244.444,0.0002722,0.0002722
53,473.51,256.27,4.768,-0.31056,0.0098,0.0102,0.0094,1244.444,0.0001013,0.0001013
54,286.82,78.02,4.822,-0.31041,0.0057,0.0072,0.0042,1244.444,0.0002046,0.0002046
55,337.86,407.61,4.907,-0.30999,0.0053,0.0048,0.0058,1244.444,0.0001182,0.0001182
56,473.12,17.31,4.455,-0.31804,0.0334,0.0168,0.05,1244.444,0.000255,0.000255
57,34.54,28.53,4.835,-0.31002,0.0173,0.0152,0.0194,1244.444,0.000879,0.000879
58,411.77,320.92,4.709,-0.31367,0.0143,0.0156,0.013,1244.444,0.0001381,0.0001381
59,418.01,272.07,4.811,-0.31024,0.0054,0.0068,0.004,1244.444,0.0001091,0.0001091
60,522.51,374.67,4.672,-0.31324,0.006,0.0078,0.0042,1244.444,0.0001422,0.0001422
61,208.47,399.33,4.902,-0.30996,0.0076,0.0078,0.0074,1244.444,0.0001399,0.0001399
62,387.9,276.66,4.771,-0.31099,0.0214,0.0248,0.018,1244.444,0.0001305,0.0001305
63,318.52,144.16,4.995,-0.30845,0.0049,0.0054,0.0044,1244.444,0.0002774,0.0002774
64,204.82,206.2,4.879,-0.31051,0.0045,0.006,0.003,1244.444,0.0002377,0.0002377
65,518.18,234.08,4.758,-0.31052,0.019,0.0222,0.0158,1244.444,0.0002071,0.0002071
66,357.84,360.48,4.81,-0.31092,0.0043,0.0052,0.0034,1244.444,0.0001088,0.0001088
67,336.23,183.46,4.893,-0.31039,0.0052,0.005,0.0054,1244.444,0.0001177,0.0001177
68,316.74,131.29,4.741,-0.3118,0.0099,0.0134,0.0064,1244.444,0.0001539,0.0001539
69,383.32,19.59,4.837,-0.30965,0.0102,0.0092,0.0112,1244.444,0.0002161,0.0002161
70,347.57,412.35,4.709,-0.31145,0.005,0.0054,0.0046,1244.444,0.0001239,0.0001239
71,386.79,118.15,4.846,-0.31011,0.0393,0.037,0.0416,1244.444,0.0002005,0.0002005
72,289.9,304.21,4.875,-0.3092,0.0471,0.0424,0.0518,1244.444,0.0001954,0.0001954
73,300.34,288.57,4.875,-0.31024,0.0178,0.019,0.0166,1244.444,0.0001399,0.0001399
74,263.03,192.02,4.814,-0.3113,0.0102,0.0044,0.016,1244.444,0.0001427,0.0001427
75,38.15,33.84,4.769,-0.31043,0.0484,0.048,0.0488,1244.444,0.00123,0.00123
76,548.02,15.43,4.702,-0.31292,0.0276,0.0278,0.0274,1244.444,0.0001487,0.0001487
77,242.89,78.0,4.807,-0.31079,0.0095,0.0116,0.0074,1244.444,0.0002795,0.0002795
78,381.28,206.87,4.861,-0.30955,0.0195,0.0184,0.0206,1244.444,0.0001083,0.0001083
79,387.06,33.95,4.786,-0.31151,0.0045,0.0054,0.0036,1244.444,0.0001602,0.0001602
80,190.51,164.04,5.043,-0.30792,0.0314,0.0486,0.0142,1244.444,0.0002042,0.0002042
81,291.87,182.4,4.961,-0.30881,0.004,0.0052,0.0028,1244.444,0.0001482,0.0001482
82,338.74,264.71,4.815,-0.31103,0.0047,0.006,0.0034,1244.444,0.0001676,0.0001676
83,414.87,67.06,4.738,-0.3138,0.0192,0.0156,0.0228,1244.444,0.000244,0.000244
84,357.19,252.97,4.666,-0.31335,0.0051,0.0044,0.0058,1244.444,0.0001141,0.0001141
85,432.61,172.57,4.745,-0.31197,0.0134,0.0148,0.012,1244.444,0.0001788,0.0001788
86,221.44,190.55,4.89,-0.30914,0.0133,0.0084,0.0182,1244.444,0.0002254,0.0002254
87,417.61,151.24,4.824,-0.30996,0.0091,0.0102,0.008,1244.444,0.0002021,0.0002021
88,216.51,60.25,4.69,-0.31918,0.0585,0.0764,0.0406,1244.444,0.0005541,0.0005541
89,276.58,46.88,4.948,-0.30883,0.1317,0.1226,0.1408,1244.444,0.0003288,0.0003288
90,249.23,52.03,4.803,-0.31023,0.0315,0.0318,0.0312,1244.444,0.0006309,0.0006309
91,438.58,275.23,4.893,-0.30983,0.0037,0.004,0.0034,1244.444,0.000137,0.000137
92,313.03,153.23,4.826,-0.31037,0.0229,0.0238,0.022,1244.444,0.00138,0.00138
93,91.17,41.56,4.91,-0.30922,0.0418,0.022,0.0616,1244.444,0.0002896,0.0002896
94,486.23,233.15,4.72,-0.31212,0.0058,0.0068,0.0048,1244.444,0.0001326,0.0001326
95,385.86,189.44,4.802,-0.31134,0.0088,0.01,0.0076,1244.444,0.0005023,0.0005023
96,243.07,167.66,4.853,-0.3072,0.0281,0.017,0.0392,1244.444,0.0002141,0.0002141
97,249.98,178.52,4.95,-0.30871,0.0127,0.0076,0.0178,1244.444,0.0002385,0.0002385
98,392.41,306.45,4.775,-0.31129,0.0166,0.0194,0.0138,1244.444,0.0004081,0.0004081
99,342.22,249.06,4.832,-0.31021,0.015,0.0186,0.0114,1244.444,0.0002722,0.0002722
100,240.61,348.97,4.649,-0.31432,0.0081,0.009,0.0072,1244.444,0.0001647,0.0001647
101,114.49,70.58,4.844,-0.31062,0.0043,0.0072,0.0014,1244.444,0.0002701,0.0002701
102,399.01,187.6,4.787,-0.31093,0.0138,0.0178,0.0098,1244.444,0.0003402,0.0003402
103,252.35,111.17,4.695,-0.31226,0.0056,0.0062,0.005,1244.444,0.0001623,0.0001623
104,342.64,276.08,4.784,-0.31223,0.0035,0.004,0.003,1244.444,0.0003411,0.0003411
105,156.41,50.23,4.883,-0.30992,0.0108,0.0114,0.0102,1244.444,0.00015,0.00015
106,331.56,27.45,4.775,-0.31271,0.243,0.2382,0.2478,1244.444,0.0003484,0.0003484
107,166.49,49.78,4.986,-0.30744,0.0081,0.0064,0.0098,1244.444,0.0002515,0.0002515
108,214.6,63.53,4.858,-0.30937,0.0324,0.0088,0.056,1244.444,0.0003613,0.0003613
109,200.86,342.67,4.794,-0.30982,0.0256,0.0236,0.0276,1244.444,0.0003101,0.0003101
110,269.23,141.22,4.835,-0.30954,0.0059,0.0082,0.0036,1244.444,0.000454,0.000454
111,79.74,216.06,4.9,-0.30966,0.0055,0.0076,0.0034,1244.444,0.0002029,0.0002029
112,435.0,39.01,4.931,-0.30828,0.0173,0.0154,0.0192,1244.444,0.0002112,0.0002112
113,320.76,68.94,4.964,-0.30844,0.0037,0.0054,0.002,1244.444,0.0003859,0.0003859
114,198.68,333.82,4.885,-0.30934,0.0205,0.0264,0.0146,1244.444,0.0002653,0.0002653
115,431.16,269.33,4.743,-0.31098,0.0035,0.004,0.003,1244.444,0.0001806,0.0001806
116,262.37,447.75,4.931,-0.30852,0.0063,0.0074,0.0052,1244.444,0.0001089,0.0001089
117,296.09,149.03,4.793,-0.31084,0.0073,0.009,0.0056,1244.444,0.0005476,0.0005476
118,316.57,211.03,4.737,-0.31214,0.0047,0.0064,0.003,1244.444,0.0001211,0.0001211
119,236.19,179.56,4.793,-0.3115,0.0059,0.0056,0.0062,1244.444,0.000556,0.000556
120,242.93,199.66,4.888,-0.30955,0.0106,0.0128,0.0084,1244.444,0.0002576,0.0002576
121,238.98,27.08,4.848,-0.31085,0.0057,0.0072,0.0042,1244.444,0.0004289,0.0004289
122,344.99,354.13,4.732,-0.3116,0.0039,0.0056,0.0022,1244.444,0.0001695,0.0001695
123,217.25,188.05,4.821,-0.31031,0.0043,0.0044,0.0042,1244.444,0.0002814,0.0002814
124,240.43,137.69,4.881,-0.30921,0.0083,0.0088,0.0078,1244.444,0.00092,0.00092
125,193.8,103.66,4.977,-0.30776,0.0141,0.0162,0.012,1244.444,0.0001579,0.0001579
126,323.19,50.44,4.831,-0.3093,0.0164,0.0078,0.025,1244.444,0.0002623,0.0002623
