Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,101.43,12.23,5.088,-0.30783,0.0059,0.006,0.0058,864.0,0.0002674,0.0002674,0.0002674
1,131.48,110.36,4.981,-0.30902,0.0091,0.0056,0.0126,864.0,0.0001831,0.0001831,0.0001831
2,73.47,14.55,4.892,-0.3104,0.0284,0.0296,0.0272,864.0,0.0003575,0.0003575,0.0003575
3,88.15,32.59,4.944,-0.27711,0.0933,0.092,0.0946,864.0,0.0007254,0.0007254,0.0007254
4,86.13,60.15,4.987,-0.32195,0.3231,0.2962,0.35,864.0,0.00149,0.00149,0.00149
5,87.97,165.72,4.882,-0.31039,0.0913,0.098,0.0846,864.0,0.000594,0.000594,0.000594
6,52.0,136.39,4.969,-0.30806,0.0528,0.063,0.0426,864.0,0.0003423,0.0003423,0.0003423
7,82.61,56.33,5.015,-0.30824,0.0033,0.0052,0.0014,864.0,0.0003573,0.0003573,0.0003573
8,86.67,63.49,5.111,-0.3073,0.0122,0.0154,0.009,864.0,0.0003069,0.0003069,0.0003069
9,129.8,14.38,4.972,-0.30941,0.3189,0.2954,0.3424,864.0,0.005,0.005,0.005
10,159.94,17.09,4.876,-0.31036,0.1476,0.1548,0.1404,864.0,0.00598,0.00598,0.00598
11,142.2,30.77,5.132,-0.30673,0.2909,0.3012,0.2806,864.0,0.0035,0.0035,0.0035
12,204.31,26.42,4.831,-0.31113,0.4872,0.3182,0.6562,864.0,0.00171,0.00171,0.00171
13,60.12,10.07,4.95,-0.30876,0.0143,0.0144,0.0142,864.0,0.0003546,0.0003546,0.0003546
14,97.87,91.81,4.995,-0.30886,0.0109,0.013,0.0088,864.0,0.0003796,0.0003796,0.0003796
15,101.83,38.17,5.118,-0.30738,0.0117,0.0146,0.0088,864.0,0.0014,0.0014,0.0014
16,114.74,176.69,4.918,-0.3091,0.0021,0.0034,0.0008,864.0,0.0001656,0.0001656,0.0001656
17,45.85,15.97,5.003,-0.30763,0.0437,0.0472,0.0402,864.0,0.0008797,0.0008797,0.0008797
18,71.33,147.45,4.865,-0.31125,0.0509,0.0546,0.0472,864.0,0.000184,0.000184,0.000184
19,80.18,115.5,5.104,-0.30768,0.0115,0.0228,0.0002,864.0,0.0002619,0.0002619,0.0002619
20,98.7,131.92,4.902,-0.30965,0.0278,0.0202,0.0354,864.0,0.0003748,0.0003748,0.0003748
21,81.73,167.56,5.04,-0.30739,0.0095,0.0174,0.0016,864.0,0.0008241,0.0008241,0.0008241
22,49.46,47.28,4.979,-0.30076,0.0406,0.029,0.0522,864.0,0.0003821,0.0003821,0.0003821
23,98.59,114.77,5.033,-0.30851,0.0132,0.021,0.0054,864.0,0.0002789,0.0002789,0.0002789
24,121.59,163.3,4.766,-0.30398,0.0433,0.0478,0.0388,864.0,0.00315,0.00315,0.00315
25,106.44,96.9,4.87,-0.31089,0.0121,0.014,0.0102,864.0,0.0002643,0.0002643,0.0002643
26,121.86,178.37,4.999,-0.30886,0.0065,0.007,0.006,864.0,0.0003527,0.0003527,0.0003527
27,60.55,24.24,5.077,-0.30693,0.1061,0.109,0.1032,864.0,0.0005135,0.0005135,0.0005135
28,87.73,72.37,5.198,-0.30578,0.0083,0.0114,0.0052,864.0,0.0001769,0.0001769,0.0001769
29,105.15,17.36,4.994,-0.30757,0.0841,0.0838,0.0844,864.0,0.000301,0.000301,0.000301
30,186.44,197.99,5.083,-0.30708,0.0051,0.007,0.0032,864.0,0.0002755,0.0002755,0.0002755
31,81.5,64.87,5.129,-0.30656,0.0046,0.0082,0.001,864.0,0.0004105,0.0004105,0.0004105
32,94.63,34.41,5.204,-0.30413,0.0042,0.0062,0.0022,864.0,0.0003797,0.0003797,0.0003797
33,108.19,58.83,4.953,-0.30938,0.1047,0.1448,0.0646,864.0,0.00146,0.00146,0.00146
34,80.51,138.83,4.937,-0.30923,0.0073,0.0106,0.004,864.0,0.000231,0.000231,0.000231
35,47.49,19.1,5.074,-0.30721,0.0073,0.011,0.0036,864.0,0.0006752,0.0006752,0.0006752
36,122.76,115.6,5.102,-0.30593,0.0034,0.0056,0.0012,864.0,0.0002627,0.0002627,0.0002627
37,83.11,53.28,5.168,-0.30222,0.04,0.0498,0.0302,864.0,0.00201,0.00201,0.00201
