Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
27,304.38,123.33,4.68,-0.31283,0.0069,0.0072,0.0066,1244.444,0.0001811,0.0001811
28,153.86,67.4,4.744,-0.27186,0.0511,0.0474,0.0548,1244.444,0.0003358,0.0003358
29,245.67,157.54,4.792,-0.32426,0.0096,0.0096,0.0096,1244.444,0.0001584,0.0001584
30,303.37,301.65,4.693,-0.31268,0.0158,0.0134,0.0182,1244.444,0.0001049,0.0001049
31,259.87,31.8,5.058,-0.30701,0.0154,0.0166,0.0142,1244.444,0.0005516,0.0005516
32,338.35,223.34,4.93,-0.30828,0.0317,0.0416,0.0218,1244.444,0.0002022,0.0002022
33,456.69,438.01,4.677,-0.31373,0.0065,0.007,0.006,1244.444,0.0002051,0.0002051
34,142.8,81.3,4.71,-0.2877,0.055,0.038,0.072,1244.444,0.0003595,0.0003595
35,331.63,58.67,4.915,-0.3092,0.0115,0.0104,0.0126,1244.444,0.0001867,0.0001867
36,375.24,63.75,4.854,-0.31028,0.0069,0.0076,0.0062,1244.444,9.235e-05,9.235e-05
37,413.4,370.49,4.594,-0.31539,0.0204,0.0192,0.0216,1244.444,0.0001468,0.0001468
38,111.59,165.17,4.486,-0.31594,0.023,0.0186,0.0274,1244.444,0.0002331,0.0002331
39,396.28,236.41,4.574,-0.31403,0.0089,0.0076,0.0102,1244.444,0.0002985,0.0002985
40,428.34,136.44,4.705,-0.31264,0.0151,0.0154,0.0148,1244.444,0.0002732,0.0002732
41,273.64,318.5,4.815,-0.31264,0.0045,0.0062,0.0028,1244.444,0.0001184,0.0001184
42,314.34,425.53,4.655,-0.31429,0.0295,0.034,0.025,1244.444,0.0002233,0.0002233
43,342.53,206.68,4.755,-0.31328,0.0089,0.009,0.0088,1244.444,0.0005589,0.0005589
44,290.86,199.74,4.868,-0.3105,0.005,0.0052,0.0048,1244.444,0.0001291,0.0001291
45,385.02,128.72,4.763,-0.31105,0.0068,0.0066,0.007,1244.444,0.0003682,0.0003682
46,386.23,442.85,4.674,-0.31335,0.0069,0.0088,0.005,1244.444,0.0001192,0.0001192
47,398.31,99.84,4.795,-0.31225,0.0108,0.0098,0.0118,1244.444,0.0001463,0.0001463
48,114.04,76.21,4.707,-0.31165,0.0119,0.0142,0.0096,1244.444,0.0001127,0.0001127
49,228.98,172.2,4.811,-0.31113,0.0057,0.0092,0.0022,1244.444,0.0001679,0.0001679
50,174.92,177.87,4.879,-0.30969,0.0152,0.0062,0.0242,1244.444,0.000186,0.000186
51,403.78,303.63,4.767,-0.31094,0.0166,0.016,0.0172,1244.444,0.0001444,0.0001444
52,330.48,79.62,4.855,-0.3096,0.0124,0.009,0.0158,1244.444,0.0001626,0.0001626
53,249.24,359.63,4.768,-0.31056,0.0224,0.0336,0.0112,1244.444,0.0003208,0.0003208
54,249.78,61.06,4.822,-0.31041,0.0065,0.006,0.007,1244.444,0.0002099,0.0002099
55,231.27,399.67,4.907,-0.30999,0.006,0.0078,0.0042,1244.444,0.0001159,0.0001159
56,441.15,16.53,4.455,-0.31804,0.0159,0.0124,0.0194,1244.444,0.0002537,0.0002537
57,394.0,50.95,4.835,-0.31002,0.0133,0.0122,0.0144,1244.444,0.0003258,0.0003258
58,496.43,279.56,4.709,-0.31367,0.0238,0.0158,0.0318,1244.444,0.0001171,0.0001171
59,339.08,300.34,4.811,-0.31024,0.0045,0.0068,0.0022,1244.444,0.0001315,0.0001315
60,315.64,280.31,4.672,-0.31324,0.0056,0.0076,0.0036,1244.444,0.000148,0.000148
61,344.71,404.92,4.902,-0.30996,0.0056,0.006,0.0052,1244.444,0.0001742,0.0001742
62,418.44,249.42,4.771,-0.31099,0.0202,0.0252,0.0152,1244.444,0.0001436,0.0001436
63,227.87,197.07,4.995,-0.30845,0.0055,0.003,0.008,1244.444,0.0001521,0.0001521
64,169.84,199.74,4.879,-0.31051,0.0038,0.0036,0.004,1244.444,0.00128,0.00128
65,261.93,265.9,4.758,-0.31052,0.0197,0.0204,0.019,1244.444,0.0002864,0.0002864
66,48.86,57.11,4.81,-0.31092,0.0055,0.0058,0.0052,1244.444,0.0001194,0.0001194
67,294.18,180.88,4.893,-0.31039,0.0049,0.0054,0.0044,1244.444,0.0002604,0.0002604
68,257.3,108.22,4.741,-0.3118,0.0096,0.013,0.0062,1244.444,0.0001612,0.0001612
69,273.08,19.91,4.837,-0.30965,0.0151,0.0104,0.0198,1244.444,0.0008119,0.0008119
70,282.16,352.84,4.709,-0.31145,0.006,0.0078,0.0042,1244.444,0.0001231,0.0001231
71,261.71,119.35,4.846,-0.31011,0.0323,0.032,0.0326,1244.444,0.0001781,0.0001781
72,286.73,218.0,4.875,-0.3092,0.0541,0.0566,0.0516,1244.444,0.0001229,0.0001229
73,249.15,274.35,4.875,-0.31024,0.0151,0.015,0.0152,1244.444,0.00154,0.00154
74,256.8,345.36,4.814,-0.3113,0.0019,0.0024,0.0014,1244.444,0.0001204,0.0001204
75,362.23,162.29,4.769,-0.31043,0.0459,0.0544,0.0374,1244.444,0.0001859,0.0001859
76,431.02,15.76,4.702,-0.31292,0.0144,0.0136,0.0152,1244.444,0.0001684,0.0001684
77,384.13,108.54,4.807,-0.31079,0.0105,0.0148,0.0062,1244.444,0.00131,0.00131
78,328.6,334.37,4.861,-0.30955,0.0193,0.019,0.0196,1244.444,0.0002415,0.0002415
79,375.62,29.99,4.786,-0.31151,0.0062,0.0094,0.003,1244.444,0.0001594,0.0001594
80,171.03,198.27,5.043,-0.30792,0.008,0.0068,0.0092,1244.444,0.0001837,0.0001837
81,279.15,178.72,4.961,-0.30881,0.005,0.0074,0.0026,1244.444,0.0001447,0.0001447
82,304.3,184.92,4.815,-0.31103,0.0039,0.0044,0.0034,1244.444,0.0002235,0.0002235
83,473.83,60.16,4.738,-0.3138,0.0212,0.0144,0.028,1244.444,0.0002319,0.0002319
84,416.6,266.73,4.666,-0.31335,0.0085,0.0092,0.0078,1244.444,0.0002014,0.0002014
85,332.74,140.23,4.745,-0.31197,0.0177,0.0186,0.0168,1244.444,0.0002213,0.0002213
86,269.21,273.22,4.89,-0.30914,0.0064,0.0066,0.0062,1244.444,0.0003227,0.0003227
87,339.05,286.48,4.824,-0.30996,0.0091,0.0072,0.011,1244.444,0.000213,0.000213
88,80.69,70.04,4.689,-0.31918,0.0307,0.0572,0.0042,1244.444,0.00335,0.00335
89,253.49,168.41,4.948,-0.30883,0.0102,0.0112,0.0092,1244.444,0.0001553,0.0001553
90,344.63,163.11,4.803,-0.31023,0.0164,0.02,0.0128,1244.444,0.0004558,0.0004558
91,465.87,273.54,4.893,-0.30983,0.0036,0.0054,0.0018,1244.444,0.0001869,0.0001869
92,153.22,134.34,4.825,-0.31037,0.0157,0.0208,0.0106,1244.444,0.0003635,0.0003635
93,238.67,46.36,4.91,-0.30922,0.0174,0.0192,0.0156,1244.444,0.0003834,0.0003834
94,480.16,403.38,4.72,-0.31212,0.0059,0.008,0.0038,1244.444,0.0001384,0.0001384
95,375.04,165.66,4.802,-0.31134,0.0089,0.011,0.0068,1244.444,0.000552,0.000552
96,212.4,241.41,4.853,-0.3072,0.0076,0.0092,0.006,1244.444,0.0001711,0.0001711
97,230.41,321.19,4.95,-0.30871,0.0119,0.0064,0.0174,1244.444,0.0002383,0.0002383
98,212.6,284.41,4.775,-0.31129,0.0136,0.014,0.0132,1244.444,0.0003337,0.0003337
99,284.99,222.25,4.832,-0.31021,0.0123,0.0166,0.008,1244.444,0.0004822,0.0004822
100,395.49,331.78,4.649,-0.31432,0.007,0.009,0.005,1244.444,0.0001959,0.0001959
101,186.89,71.0,4.844,-0.31062,0.0043,0.0054,0.0032,1244.444,0.0001927,0.0001927
102,229.61,177.52,4.787,-0.31093,0.0129,0.0148,0.011,1244.444,0.0002988,0.0002988
103,256.48,157.27,4.695,-0.31226,0.0074,0.0108,0.004,1244.444,0.0002986,0.0002986
104,233.36,274.46,4.784,-0.31223,0.0037,0.0052,0.0022,1244.444,0.0002517,0.0002517
105,296.54,50.09,4.883,-0.30992,0.0129,0.0136,0.0122,1244.444,0.0001798,0.0001798
106,345.27,250.38,4.775,-0.31271,0.0073,0.0106,0.004,1244.444,0.0001639,0.0001639
107,191.0,170.69,4.986,-0.30744,0.0057,0.006,0.0054,1244.444,0.0001352,0.0001352
108,202.45,250.59,4.858,-0.30937,0.0059,0.0048,0.007,1244.444,0.0001641,0.0001641
109,354.48,354.43,4.794,-0.30982,0.0239,0.025,0.0228,1244.444,0.0002267,0.0002267
110,241.3,352.11,4.835,-0.30954,0.0073,0.0108,0.0038,1244.444,0.0002001,0.0002001
111,142.66,207.6,4.9,-0.30966,0.0053,0.0084,0.0022,1244.444,0.0003858,0.0003858
112,393.0,45.99,4.931,-0.30828,0.0099,0.012,0.0078,1244.444,0.0001774,0.0001774
113,244.92,59.89,4.964,-0.30844,0.0043,0.0064,0.0022,1244.444,0.0001683,0.0001683
114,264.98,316.34,4.885,-0.30934,0.0109,0.0106,0.0112,1244.444,0.0001201,0.0001201
115,365.26,76.39,4.743,-0.31098,0.0067,0.009,0.0044,1244.444,0.0001673,0.0001673
116,150.08,160.18,4.931,-0.30852,0.009,0.0078,0.0102,1244.444,0.0001033,0.0001033
117,263.85,83.36,4.793,-0.31084,0.0067,0.0078,0.0056,1244.444,0.0007278,0.0007278
118,265.37,260.88,4.737,-0.31214,0.0049,0.0058,0.004,1244.444,0.0002994,0.0002994
119,258.82,103.4,4.793,-0.3115,0.0082,0.0124,0.004,1244.444,0.0007983,0.0007983
120,233.84,250.4,4.888,-0.30955,0.0201,0.031,0.0092,1244.444,0.0003015,0.0003015
121,276.25,25.57,4.848,-0.31085,0.005,0.0044,0.0056,1244.444,0.0003225,0.0003225
122,41.31,251.35,4.732,-0.3116,0.0076,0.0098,0.0054,1244.444,0.0001901,0.0001901
123,188.37,300.22,4.821,-0.31031,0.0061,0.0058,0.0064,1244.444,0.0001541,0.0001541
124,366.43,158.85,4.881,-0.30921,0.0055,0.0068,0.0042,1244.444,0.0002276,0.0002276
125,211.43,100.45,4.977,-0.30776,0.0085,0.0084,0.0086,1244.444,0.00097,0.00097
126,310.5,94.48,4.831,-0.3093,0.0069,0.0066,0.0072,1244.444,0.0001091,0.0001091
