Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
47,462.05,105.3,4.795,-0.31225,0.0158,0.0196,0.012,1244.444,0.0002315,0.0002315
48,394.74,204.38,4.707,-0.31165,0.0119,0.0144,0.0094,1244.444,0.0002598,0.0002598
49,267.44,142.29,4.811,-0.31113,0.004,0.0044,0.0036,1244.444,0.0002272,0.0002272
50,375.72,145.27,4.879,-0.30969,0.0124,0.0062,0.0186,1244.444,0.0001238,0.0001238
51,257.73,363.81,4.767,-0.31094,0.0134,0.0172,0.0096,1244.444,0.001,0.001
52,193.86,87.03,4.855,-0.3096,0.0188,0.0154,0.0222,1244.444,0.0001993,0.0001993
53,323.91,265.86,4.768,-0.31056,0.0116,0.0116,0.0116,1244.444,0.0001211,0.0001211
54,260.73,61.97,4.822,-0.31041,0.0076,0.0108,0.0044,1244.444,0.0007489,0.0007489
55,373.94,333.85,4.907,-0.30999,0.009,0.0122,0.0058,1244.444,0.0002468,0.0002468
56,495.22,17.84,4.455,-0.31804,0.0193,0.0104,0.0282,1244.444,0.0003847,0.0003847
57,347.83,60.08,4.835,-0.31002,0.0195,0.015,0.024,1244.444,0.0003347,0.0003347
58,454.32,218.14,4.709,-0.31367,0.0176,0.0222,0.013,1244.444,0.0003325,0.0003325
59,438.79,292.7,4.811,-0.31024,0.0048,0.0066,0.003,1244.444,0.0001208,0.0001208
60,434.7,201.01,4.672,-0.31324,0.0072,0.012,0.0024,1244.444,0.0007221,0.0007221
61,214.84,201.2,4.902,-0.30996,0.0049,0.0056,0.0042,1244.444,0.0002954,0.0002954
62,456.74,343.57,4.771,-0.31099,0.0225,0.0266,0.0184,1244.444,0.0001303,0.0001303
63,314.63,189.53,4.995,-0.30845,0.0064,0.0076,0.0052,1244.444,0.0004837,0.0004837
64,245.96,154.87,4.879,-0.31051,0.0054,0.0072,0.0036,1244.444,0.0001782,0.0001782
65,399.48,291.83,4.758,-0.31052,0.0215,0.0238,0.0192,1244.444,9.634e-05,9.634e-05
66,392.37,237.95,4.81,-0.31092,0.0051,0.0044,0.0058,1244.444,0.0001481,0.0001481
67,3.12,4.95,4.893,-0.31039,0.0616,0.118,0.0052,1244.444,0.00899,0.00899
68,419.97,114.88,4.741,-0.3118,0.0102,0.011,0.0094,1244.444,0.0002187,0.0002187
69,195.58,17.55,4.837,-0.30965,0.0109,0.0112,0.0106,1244.444,0.0002122,0.0002122
70,390.45,165.01,4.709,-0.31145,0.0147,0.0142,0.0152,1244.444,0.0002098,0.0002098
71,216.68,161.87,4.846,-0.31011,0.0354,0.0374,0.0334,1244.444,0.0001546,0.0001546
72,330.68,219.63,4.875,-0.3092,0.0502,0.0404,0.06,1244.444,0.0001539,0.0001539
73,256.68,219.92,4.875,-0.31024,0.0204,0.0234,0.0174,1244.444,0.0001901,0.0001901
74,285.2,241.38,4.814,-0.3113,0.0014,0.001,0.0018,1244.444,0.0001251,0.0001251
75,321.82,142.67,4.769,-0.31043,0.0461,0.0448,0.0474,1244.444,0.0002216,0.0002216
76,331.43,16.55,4.702,-0.31292,0.0186,0.0206,0.0166,1244.444,0.0001443,0.0001443
77,171.59,166.7,4.807,-0.31079,0.0052,0.0076,0.0028,1244.444,0.0001562,0.0001562
78,388.51,298.69,4.861,-0.30955,0.0195,0.0198,0.0192,1244.444,0.0002085,0.0002085
79,377.5,33.14,4.786,-0.31151,0.0065,0.0092,0.0038,1244.444,0.000168,0.000168
80,159.47,150.71,5.043,-0.30792,0.0105,0.01,0.011,1244.444,0.0002263,0.0002263
81,279.75,169.29,4.961,-0.30881,0.0026,0.0026,0.0026,1244.444,0.0001612,0.0001612
82,279.66,234.1,4.815,-0.31103,0.0044,0.0056,0.0032,1244.444,0.0001597,0.0001597
83,262.21,52.22,4.738,-0.3138,0.0128,0.0126,0.013,1244.444,0.000197,0.000197
84,370.2,213.89,4.666,-0.31335,0.0068,0.0078,0.0058,1244.444,0.0001581,0.0001581
85,382.61,164.01,4.745,-0.31197,0.0216,0.0188,0.0244,1244.444,0.0002221,0.0002221
86,235.27,174.15,4.89,-0.30914,0.0064,0.007,0.0058,1244.444,0.0002385,0.0002385
87,211.36,149.01,4.824,-0.30996,0.0092,0.0084,0.01,1244.444,0.0001459,0.0001459
88,206.15,132.68,4.69,-0.31918,0.0053,0.0062,0.0044,1244.444,0.0001962,0.0001962
89,256.59,165.07,4.948,-0.30883,0.0083,0.0088,0.0078,1244.444,0.0001402,0.0001402
90,281.76,142.13,4.803,-0.31023,0.0173,0.0188,0.0158,1244.444,0.0003325,0.0003325
91,276.42,84.51,4.893,-0.30983,0.0029,0.0042,0.0016,1244.444,0.0002978,0.0002978
92,213.81,133.21,4.826,-0.31037,0.0135,0.0124,0.0146,1244.444,0.0002994,0.0002994
93,235.14,36.27,4.91,-0.30922,0.0124,0.0124,0.0124,1244.444,0.0003429,0.0003429
94,319.94,227.04,4.72,-0.31212,0.004,0.0042,0.0038,1244.444,0.0001501,0.0001501
95,358.12,162.61,4.802,-0.31134,0.0146,0.011,0.0182,1244.444,0.0003545,0.0003545
96,194.64,195.49,4.853,-0.3072,0.1168,0.043,0.1906,1244.444,0.0001828,0.0001828
97,308.75,262.59,4.95,-0.30871,0.022,0.0094,0.0346,1244.444,0.0001362,0.0001362
98,202.6,295.05,4.775,-0.31129,0.0131,0.0148,0.0114,1244.444,0.0004403,0.0004403
99,279.88,203.08,4.832,-0.31021,0.0133,0.0174,0.0092,1244.444,0.0002458,0.0002458
100,350.64,372.03,4.649,-0.31432,0.0094,0.012,0.0068,1244.444,0.0001159,0.0001159
101,248.91,69.84,4.844,-0.31062,0.0059,0.0082,0.0036,1244.444,0.0002139,0.0002139
102,344.49,225.75,4.787,-0.31093,0.0132,0.0162,0.0102,1244.444,0.0002137,0.0002137
103,302.34,74.67,4.695,-0.31226,0.0071,0.0098,0.0044,1244.444,0.0002239,0.0002239
104,271.11,260.32,4.784,-0.31223,0.0049,0.0068,0.003,1244.444,0.0002783,0.0002783
105,348.53,56.95,4.883,-0.30992,0.0156,0.02,0.0112,1244.444,0.0002207,0.0002207
106,353.1,239.46,4.775,-0.31271,0.007,0.0108,0.0032,1244.444,0.0001655,0.0001655
107,245.92,158.76,4.986,-0.30744,0.0064,0.0064,0.0064,1244.444,0.0002155,0.0002155
108,207.74,234.48,4.858,-0.30937,0.0074,0.0096,0.0052,1244.444,0.0001872,0.0001872
109,251.89,218.61,4.794,-0.30982,0.0304,0.0312,0.0296,1244.444,0.0001812,0.0001812
110,295.5,271.39,4.835,-0.30954,0.005,0.0066,0.0034,1244.444,0.0002149,0.0002149
111,180.08,246.43,4.9,-0.30966,0.0054,0.0074,0.0034,1244.444,0.0002843,0.0002843
112,361.29,56.1,4.931,-0.30828,0.0073,0.0092,0.0054,1244.444,0.0001158,0.0001158
113,118.66,57.72,4.964,-0.30844,0.0033,0.004,0.0026,1244.444,0.0002596,0.0002596
114,334.7,342.46,4.885,-0.30934,0.0113,0.0074,0.0152,1244.444,0.0001007,0.0001007
115,397.24,186.41,4.743,-0.31098,0.0118,0.0184,0.0052,1244.444,0.0001611,0.0001611
116,340.72,273.26,4.931,-0.30852,0.0069,0.0064,0.0074,1244.444,0.0001224,0.0001224
117,242.35,115.06,4.793,-0.31084,0.007,0.0094,0.0046,1244.444,0.0005749,0.0005749
118,178.34,251.59,4.737,-0.31214,0.0035,0.0042,0.0028,1244.444,0.0003668,0.0003668
119,294.7,112.25,4.793,-0.3115,0.0063,0.0082,0.0044,1244.444,0.0005571,0.0005571
120,215.18,258.54,4.888,-0.30955,0.0251,0.0398,0.0104,1244.444,0.0001763,0.0001763
121,235.87,23.14,4.848,-0.31085,0.0069,0.0092,0.0046,1244.444,0.0001809,0.0001809
122,182.48,313.73,4.732,-0.3116,0.0037,0.0036,0.0038,1244.444,0.0001564,0.0001564
123,231.03,128.25,4.821,-0.31031,0.0054,0.0052,0.0056,1244.444,0.0001908,0.0001908
124,363.51,205.35,4.881,-0.30921,0.0059,0.007,0.0048,1244.444,0.0005966,0.0005966
125,296.15,96.05,4.977,-0.30776,0.0054,0.0074,0.0034,1244.444,0.0001262,0.0001262
126,310.48,98.06,4.831,-0.3093,0.0083,0.007,0.0096,1244.444,0.0001458,0.0001458
