Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,441.8,335.91,4.656,-0.31111,0.002,0.0032,0.0008,1244.444,0.0001375,0.0001375,0.0001375
1,246.86,215.94,4.535,0.0,0.0024,0.004,0.0008,1244.444,0.0001341,0.0001341,0.0001341
2,347.57,105.92,4.68,-0.31073,0.0045,0.0066,0.0024,1244.444,0.0001708,0.0001708,0.0001708
3,446.19,197.97,4.607,0.0,0.0077,0.007,0.0084,1244.444,0.0001133,0.0001133,0.0001133
4,482.17,65.47,4.462,-0.32295,0.0063,0.008,0.0046,1244.444,0.0004967,0.0004967,0.0004967
5,402.9,396.62,4.427,0.0,0.0043,0.0058,0.0028,1244.444,0.0001532,0.0001532,0.0001532
6,399.15,177.32,4.64,-0.31059,0.0019,0.0024,0.0014,1244.444,0.0001251,0.0001251,0.0001251
7,550.0,481.89,4.476,0.0,0.0032,0.0036,0.0028,1244.444,9.359e-05,9.359e-05,9.359e-05
8,362.29,239.1,4.402,-0.31475,0.0017,0.0024,0.001,1244.444,0.0003178,0.0003178,0.0003178
9,542.54,292.37,4.519,0.0,0.007,0.0088,0.0052,1244.444,0.0001011,0.0001011,0.0001011
10,223.11,56.93,4.628,-0.31213,0.0062,0.009,0.0034,1244.444,0.0001319,0.0001319,0.0001319
11,334.44,249.83,4.572,0.0,0.0356,0.0394,0.0318,1244.444,0.0001448,0.0001448,0.0001448
12,286.04,311.84,4.464,-0.31549,0.0037,0.0048,0.0026,1244.444,0.0001819,0.0001819,0.0001819
13,309.09,98.45,4.573,0.0,0.0149,0.0146,0.0152,1244.444,0.0002303,0.0002303,0.0002303
14,354.6,302.41,4.604,0.0,0.0095,0.0124,0.0066,1244.444,0.0005238,0.0005238,0.0005238
15,279.56,34.91,4.497,0.0,0.0197,0.0208,0.0186,1244.444,0.00096,0.00096,0.00096
16,274.98,122.66,4.513,0.0,0.009,0.0102,0.0078,1244.444,0.0001914,0.0001914,0.0001914
17,237.16,34.85,4.676,0.0,0.016,0.0172,0.0148,1244.444,0.0006615,0.0006615,0.0006615
18,356.18,55.76,4.515,-0.31437,0.0048,0.0064,0.0032,1244.444,0.0001043,0.0001043,0.0001043
19,94.67,103.92,4.444,0.0,0.0039,0.007,0.0008,1244.444,0.0003171,0.0003171,0.0003171
20,553.71,295.6,4.341,-0.31506,0.0258,0.0284,0.0232,1244.444,0.0002406,0.0002406,0.0002406
21,409.3,194.19,4.485,0.0,0.0111,0.0114,0.0108,1244.444,0.0001036,0.0001036,0.0001036
22,369.52,371.86,4.383,-0.3144,0.0043,0.0066,0.002,1244.444,0.0004917,0.0004917,0.0004917
23,151.5,170.01,4.532,0.0,0.0017,0.0032,0.0002,1244.444,0.0001511,0.0001511,0.0001511
24,223.12,81.26,4.646,-0.31097,0.0017,0.0026,0.0008,1244.444,0.0002903,0.0002903,0.0002903
25,254.86,337.02,4.702,0.0,0.0098,0.0114,0.0082,1244.444,0.000131,0.000131,0.000131
26,206.04,108.03,4.649,-0.3113,0.0083,0.009,0.0076,1244.444,0.0003007,0.0003007,0.0003007
27,222.84,40.11,4.604,0.0,0.0511,0.04,0.0622,1244.444,0.0002171,0.0002171,0.0002171
28,219.16,0.0,4.517,-0.31294,0.01,0.009,0.011,1244.444,0.0001821,0.0001821,0.0001821
29,400.91,220.03,4.46,0.0,0.0239,0.0254,0.0224,1244.444,0.000129,0.000129,0.000129
30,380.09,49.94,4.645,0.0,0.0377,0.0436,0.0318,1244.444,0.00135,0.00135,0.00135
31,419.0,343.49,4.613,-0.3168,0.0073,0.0086,0.006,1244.444,0.0002861,0.0002861,0.0002861
32,230.27,81.3,4.499,-0.31188,0.0093,0.0122,0.0064,1244.444,0.0003563,0.0003563,0.0003563
33,465.86,235.51,4.597,0.0,0.0034,0.005,0.0018,1244.444,0.0001215,0.0001215,0.0001215
34,404.66,33.82,4.562,0.0,0.0037,0.0038,0.0036,1244.444,0.0002233,0.0002233,0.0002233
35,15.53,276.18,4.722,0.0,0.214,0.421,0.007,1244.444,0.0002539,0.0002539,0.0002539
36,386.98,267.94,4.608,0.0,0.0079,0.0078,0.008,1244.444,0.0001443,0.0001443,0.0001443
37,477.62,236.97,4.498,-0.31322,0.0054,0.0064,0.0044,1244.444,0.0002715,0.0002715,0.0002715
38,275.64,143.19,4.458,0.0,0.0792,0.1058,0.0526,1244.444,0.0004437,0.0004437,0.0004437
39,155.34,53.8,4.504,-0.31442,0.0054,0.0084,0.0024,1244.444,0.0004706,0.0004706,0.0004706
40,454.14,34.89,4.464,-0.31843,0.0074,0.0084,0.0064,1244.444,0.0002717,0.0002717,0.0002717
