Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,246.93,441.43,4.656,-0.31111,0.054,0.1042,0.0038,1244.444,0.0047,0.0047,0.0047
1,264.94,346.52,4.535,0.0,0.0019,0.0024,0.0014,1244.444,0.0001377,0.0001377,0.0001377
2,289.38,110.71,4.68,-0.31073,0.0039,0.0052,0.0026,1244.444,0.000116,0.000116,0.000116
3,324.91,165.1,4.607,0.0,0.0062,0.0066,0.0058,1244.444,0.0001443,0.0001443,0.0001443
4,417.44,80.59,4.462,-0.32295,0.12,0.082,0.158,1244.444,0.0003094,0.0003094,0.0003094
5,104.25,166.6,4.427,0.0,0.007,0.0102,0.0038,1244.444,0.0002518,0.0002518,0.0002518
6,362.56,175.52,4.64,-0.31059,0.0019,0.0018,0.002,1244.444,0.0001107,0.0001107,0.0001107
7,434.71,461.31,4.476,0.0,0.0054,0.005,0.0058,1244.444,8.679e-05,8.679e-05,8.679e-05
8,329.96,258.35,4.402,-0.31475,0.0023,0.0032,0.0014,1244.444,0.0002976,0.0002976,0.0002976
9,215.95,352.02,4.519,0.0,0.0056,0.0056,0.0056,1244.444,0.0001518,0.0001518,0.0001518
10,307.97,59.66,4.628,-0.31213,0.0026,0.0034,0.0018,1244.444,0.0001203,0.0001203,0.0001203
11,296.73,60.33,4.572,0.0,0.0892,0.1614,0.017,1244.444,0.01622,0.01622,0.01622
12,427.53,342.73,4.464,-0.31549,0.0135,0.0024,0.0246,1244.444,0.0001014,0.0001014,0.0001014
13,414.37,84.33,4.573,0.0,0.0042,0.0052,0.0032,1244.444,0.0001475,0.0001475,0.0001475
14,372.71,329.25,4.604,0.0,0.0198,0.0166,0.023,1244.444,0.0007307,0.0007307,0.0007307
15,334.58,58.74,4.497,0.0,0.418,0.469,0.367,1244.444,0.02772,0.02772,0.02772
16,421.96,96.75,4.513,0.0,0.0126,0.0216,0.0036,1244.444,0.0002104,0.0002104,0.0002104
17,254.77,44.3,4.676,0.0,0.0098,0.0144,0.0052,1244.444,0.0006168,0.0006168,0.0006168
18,467.81,51.41,4.515,-0.31437,0.0025,0.0038,0.0012,1244.444,0.0001106,0.0001106,0.0001106
19,325.01,225.39,4.444,0.0,0.0077,0.0094,0.006,1244.444,0.000107,0.000107,0.000107
20,395.54,235.7,4.341,-0.31506,0.026,0.026,0.026,1244.444,0.0001786,0.0001786,0.0001786
21,309.98,179.8,4.485,0.0,0.0159,0.0162,0.0156,1244.444,0.0001219,0.0001219,0.0001219
22,398.07,332.25,4.383,-0.3144,0.09,0.058,0.122,1244.444,0.0002266,0.0002266,0.0002266
23,236.39,44.44,4.532,0.0,0.0084,0.0084,0.0084,1244.444,0.0008459,0.0008459,0.0008459
24,381.61,88.57,4.646,-0.31097,0.029,0.009,0.049,1244.444,0.0002896,0.0002896,0.0002896
25,240.47,264.95,4.702,0.0,0.0185,0.022,0.015,1244.444,0.0001717,0.0001717,0.0001717
26,228.77,101.04,4.649,-0.3113,0.024,0.031,0.017,1244.444,0.000328,0.000328,0.000328
27,409.58,32.75,4.604,0.0,0.0227,0.016,0.0294,1244.444,0.0005083,0.0005083,0.0005083
28,158.1,14.43,4.517,-0.31294,0.0066,0.007,0.0062,1244.444,0.0001801,0.0001801,0.0001801
29,413.32,263.36,4.46,0.0,0.0134,0.0162,0.0106,1244.444,0.0001115,0.0001115,0.0001115
30,344.43,69.09,4.646,0.0,0.0404,0.0412,0.0396,1244.444,0.00134,0.00134,0.00134
31,143.8,256.15,4.613,-0.3168,0.0128,0.0152,0.0104,1244.444,0.000327,0.000327,0.000327
32,192.22,78.38,4.499,-0.31188,0.0086,0.0108,0.0064,1244.444,0.0003316,0.0003316,0.0003316
33,293.96,32.01,4.597,0.0,0.0152,0.028,0.0024,1244.444,0.00114,0.00114,0.00114
34,291.22,33.91,4.562,0.0,0.0086,0.008,0.0092,1244.444,0.0005497,0.0005497,0.0005497
35,369.05,222.18,4.722,0.0,0.0042,0.0056,0.0028,1244.444,0.000251,0.000251,0.000251
36,282.89,419.91,4.608,0.0,0.0108,0.0128,0.0088,1244.444,0.0001499,0.0001499,0.0001499
37,399.68,224.95,4.498,-0.31322,0.0073,0.0092,0.0054,1244.444,0.0002607,0.0002607,0.0002607
38,377.74,117.72,4.458,0.0,0.0147,0.0124,0.017,1244.444,0.0004704,0.0004704,0.0004704
39,157.15,51.56,4.504,-0.31442,0.0054,0.0084,0.0024,1244.444,0.0004073,0.0004073,0.0004073
