Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,467.38,231.23,4.636,-0.31328,0.0265,0.0144,0.0386,1244.444,9.114e-05,9.114e-05
1,337.17,284.59,4.736,-0.31292,0.0273,0.0412,0.0134,1244.444,0.000129,0.000129
2,168.78,129.55,4.819,-0.3113,0.0257,0.0254,0.026,1244.444,0.0002625,0.0002625
3,299.58,214.41,4.747,-0.31115,0.0138,0.014,0.0136,1244.444,0.000319,0.000319
4,443.58,211.68,4.788,-0.31095,0.0152,0.0128,0.0176,1244.444,0.0001939,0.0001939
5,151.28,99.97,4.851,-0.31057,0.0377,0.0186,0.0568,1244.444,0.0004418,0.0004418
6,344.63,96.97,4.9,-0.30906,0.1029,0.1062,0.0996,1244.444,0.0001341,0.0001341
7,294.35,56.87,4.756,-0.311,0.0073,0.0096,0.005,1244.444,0.00142,0.00142
8,361.65,48.39,4.813,-0.31335,0.0175,0.0136,0.0214,1244.444,0.0004949,0.0004949
9,458.81,76.41,4.638,-0.3224,0.0399,0.0334,0.0464,1244.444,0.0002115,0.0002115
10,266.36,134.0,4.805,-0.31123,0.0835,0.1488,0.0182,1244.444,0.02503,0.02503
11,320.04,101.02,4.743,-0.31179,0.0152,0.0204,0.01,1244.444,0.0001267,0.0001267
12,444.04,201.92,4.626,-0.31372,0.1361,0.2208,0.0514,1244.444,0.01365,0.01365
13,478.06,320.34,4.557,-0.31378,0.04,0.043,0.037,1244.444,0.0002088,0.0002088
14,358.12,67.3,4.509,-0.31577,0.0148,0.023,0.0066,1244.444,0.0003494,0.0003494
15,396.72,239.41,4.599,-0.32045,0.0456,0.0376,0.0536,1244.444,0.0006772,0.0006772
16,106.07,26.92,4.937,-0.30883,0.0694,0.0662,0.0726,1244.444,0.00109,0.00109
17,165.89,77.35,4.753,-0.31153,0.0087,0.013,0.0044,1244.444,0.0007224,0.0007224
18,388.75,59.01,4.659,-0.28926,0.0449,0.0462,0.0436,1244.444,0.0001934,0.0001934
19,209.34,62.42,4.821,-0.31198,0.0426,0.0478,0.0374,1244.444,0.0003085,0.0003085
20,351.69,48.89,4.738,-0.31197,0.0297,0.0308,0.0286,1244.444,0.0001723,0.0001723
21,493.81,22.67,4.774,-0.31143,0.0375,0.045,0.03,1244.444,0.0002012,0.0002012
22,358.65,169.87,4.668,-0.31332,0.0084,0.0104,0.0064,1244.444,0.0001391,0.0001391
23,432.24,43.73,4.758,-0.31174,0.0178,0.0218,0.0138,1244.444,0.0007722,0.0007722
24,225.66,17.38,4.611,-0.31355,0.0319,0.0238,0.04,1244.444,0.00178,0.00178
25,209.26,119.11,4.732,-0.31226,0.0297,0.0332,0.0262,1244.444,0.0005314,0.0005314
26,285.25,96.23,4.777,-0.31228,0.0044,0.0044,0.0044,1244.444,0.0001661,0.0001661
27,368.8,113.5,4.68,-0.31283,0.0085,0.01,0.007,1244.444,0.0002577,0.0002577
28,141.21,68.08,4.743,-0.27186,0.0495,0.035,0.064,1244.444,0.0005214,0.0005214
29,375.48,178.02,4.792,-0.32426,0.0113,0.0136,0.009,1244.444,0.0002173,0.0002173
30,378.39,379.18,4.693,-0.31268,0.0359,0.0618,0.01,1244.444,0.0001149,0.0001149
31,307.21,33.17,5.058,-0.30701,0.0144,0.0114,0.0174,1244.444,0.0004481,0.0004481
32,268.92,326.33,4.93,-0.30828,0.0319,0.0312,0.0326,1244.444,0.0001331,0.0001331
33,458.56,351.8,4.677,-0.31373,0.0057,0.0076,0.0038,1244.444,0.0001487,0.0001487
34,308.92,89.51,4.71,-0.2877,0.0514,0.0336,0.0692,1244.444,0.0003842,0.0003842
35,423.08,65.34,4.915,-0.3092,0.0099,0.01,0.0098,1244.444,0.000178,0.000178
36,366.74,52.26,4.854,-0.31028,0.0084,0.0092,0.0076,1244.444,0.0001094,0.0001094
37,405.34,297.47,4.594,-0.31539,0.0235,0.0214,0.0256,1244.444,0.0003132,0.0003132
38,558.54,186.49,4.486,-0.31594,0.0299,0.0338,0.026,1244.444,0.0002409,0.0002409
39,484.92,197.62,4.574,-0.31403,0.0075,0.007,0.008,1244.444,0.0001684,0.0001684
40,322.98,203.32,4.705,-0.31264,0.0086,0.0078,0.0094,1244.444,0.0002568,0.0002568
41,314.15,276.33,4.815,-0.31264,0.0063,0.0086,0.004,1244.444,0.0001436,0.0001436
42,280.99,260.12,4.655,-0.31429,0.0313,0.0294,0.0332,1244.444,0.0001896,0.0001896
43,411.26,211.93,4.755,-0.31328,0.0218,0.0324,0.0112,1244.444,0.0001836,0.0001836
44,237.32,221.21,4.868,-0.3105,0.0036,0.005,0.0022,1244.444,0.0001448,0.0001448
45,400.94,119.29,4.763,-0.31105,0.0069,0.0066,0.0072,1244.444,0.0003706,0.0003706
46,466.34,442.85,4.674,-0.31335,0.0083,0.011,0.0056,1244.444,0.0001119,0.0001119
47,332.38,105.3,4.795,-0.31225,0.0158,0.0196,0.012,1244.444,0.0002315,0.0002315
48,455.99,204.38,4.707,-0.31165,0.0119,0.0144,0.0094,1244.444,0.0002598,0.0002598
49,241.61,142.29,4.811,-0.31113,0.004,0.0044,0.0036,1244.444,0.0002272,0.0002272
50,332.83,145.27,4.879,-0.30969,0.0124,0.0062,0.0186,1244.444,0.0001238,0.0001238
51,331.37,363.81,4.767,-0.31094,0.0134,0.0172,0.0096,1244.444,0.001,0.001
52,143.25,87.03,4.855,-0.3096,0.0188,0.0154,0.0222,1244.444,0.0001993,0.0001993
53,341.78,265.86,4.768,-0.31056,0.0116,0.0116,0.0116,1244.444,0.0001211,0.0001211
54,327.92,61.97,4.822,-0.31041,0.0076,0.0108,0.0044,1244.444,0.0007489,0.0007489
55,190.14,333.85,4.907,-0.30999,0.009,0.0122,0.0058,1244.444,0.0002468,0.0002468
56,507.73,17.84,4.455,-0.31804,0.0193,0.0104,0.0282,1244.444,0.0003847,0.0003847
57,424.34,60.08,4.835,-0.31002,0.0195,0.015,0.024,1244.444,0.0003347,0.0003347
58,454.32,218.14,4.709,-0.31367,0.0176,0.0222,0.013,1244.444,0.0003325,0.0003325
59,441.78,292.7,4.811,-0.31024,0.0048,0.0066,0.003,1244.444,0.0001208,0.0001208
60,434.7,201.01,4.672,-0.31324,0.0072,0.012,0.0024,1244.444,0.0007221,0.0007221
61,254.15,201.2,4.902,-0.30996,0.0049,0.0056,0.0042,1244.444,0.0002954,0.0002954
62,486.58,343.57,4.771,-0.31099,0.0225,0.0266,0.0184,1244.444,0.0001303,0.0001303
63,361.65,189.53,4.995,-0.30845,0.0064,0.0076,0.0052,1244.444,0.0004837,0.0004837
64,193.21,154.87,4.879,-0.31051,0.0054,0.0072,0.0036,1244.444,0.0001782,0.0001782
65,450.72,291.83,4.758,-0.31052,0.0215,0.0238,0.0192,1244.444,9.634e-05,9.634e-05
66,392.37,237.95,4.81,-0.31092,0.0051,0.0044,0.0058,1244.444,0.0001481,0.0001481
67,6.13,4.95,4.893,-0.31039,0.0616,0.118,0.0052,1244.444,0.00899,0.00899
68,379.3,114.88,4.741,-0.3118,0.0102,0.011,0.0094,1244.444,0.0002187,0.0002187
69,261.09,17.55,4.837,-0.30965,0.0109,0.0112,0.0106,1244.444,0.0002122,0.0002122
70,390.45,165.01,4.709,-0.31145,0.0147,0.0142,0.0152,1244.444,0.0002098,0.0002098
71,376.78,161.87,4.846,-0.31011,0.0354,0.0374,0.0334,1244.444,0.0001546,0.0001546
72,272.34,219.63,4.875,-0.3092,0.0502,0.0404,0.06,1244.444,0.0001539,0.0001539
73,47.65,219.92,4.875,-0.31024,0.0204,0.0234,0.0174,1244.444,0.0001901,0.0001901
74,300.06,241.38,4.814,-0.3113,0.0014,0.001,0.0018,1244.444,0.0001251,0.0001251
75,355.07,142.67,4.769,-0.31043,0.0461,0.0448,0.0474,1244.444,0.0002216,0.0002216
76,331.43,16.55,4.702,-0.31292,0.0186,0.0206,0.0166,1244.444,0.0001443,0.0001443
77,255.02,166.7,4.807,-0.31079,0.0052,0.0076,0.0028,1244.444,0.0001562,0.0001562
78,189.73,298.69,4.861,-0.30955,0.0195,0.0198,0.0192,1244.444,0.0002085,0.0002085
79,352.13,33.14,4.786,-0.31151,0.0065,0.0092,0.0038,1244.444,0.000168,0.000168
80,150.0,150.71,5.043,-0.30792,0.0105,0.01,0.011,1244.444,0.0002263,0.0002263
81,270.68,169.29,4.961,-0.30881,0.0026,0.0026,0.0026,1244.444,0.0001612,0.0001612
82,370.57,234.1,4.815,-0.31103,0.0044,0.0056,0.0032,1244.444,0.0001597,0.0001597
83,173.38,52.22,4.738,-0.3138,0.0128,0.0126,0.013,1244.444,0.000197,0.000197
84,266.58,213.89,4.666,-0.31335,0.0068,0.0078,0.0058,1244.444,0.0001581,0.0001581
85,335.18,164.01,4.745,-0.31197,0.0216,0.0188,0.0244,1244.444,0.0002221,0.0002221
86,233.6,174.15,4.89,-0.30914,0.0064,0.007,0.0058,1244.444,0.0002385,0.0002385
87,327.33,149.01,4.824,-0.30996,0.0092,0.0084,0.01,1244.444,0.0001459,0.0001459
88,208.14,132.68,4.69,-0.31918,0.0053,0.0062,0.0044,1244.444,0.0001962,0.0001962
89,235.07,165.07,4.948,-0.30883,0.0083,0.0088,0.0078,1244.444,0.0001402,0.0001402
90,281.76,142.13,4.803,-0.31023,0.0173,0.0188,0.0158,1244.444,0.0003325,0.0003325
91,176.34,84.51,4.893,-0.30983,0.0029,0.0042,0.0016,1244.444,0.0002978,0.0002978
92,247.1,133.21,4.826,-0.31037,0.0135,0.0124,0.0146,1244.444,0.0002994,0.0002994
93,218.5,36.27,4.91,-0.30922,0.0124,0.0124,0.0124,1244.444,0.0003429,0.0003429
94,269.05,227.04,4.72,-0.31212,0.004,0.0042,0.0038,1244.444,0.0001501,0.0001501
95,420.79,162.61,4.802,-0.31134,0.0146,0.011,0.0182,1244.444,0.0003545,0.0003545
96,267.88,195.49,4.853,-0.3072,0.1168,0.043,0.1906,1244.444,0.0001828,0.0001828
97,262.67,262.59,4.95,-0.30871,0.022,0.0094,0.0346,1244.444,0.0001362,0.0001362
98,443.34,295.05,4.775,-0.31129,0.0131,0.0148,0.0114,1244.444,0.0004403,0.0004403
99,279.88,203.08,4.832,-0.31021,0.0133,0.0174,0.0092,1244.444,0.0002458,0.0002458
100,221.17,372.03,4.649,-0.31432,0.0094,0.012,0.0068,1244.444,0.0001159,0.0001159
101,267.85,69.84,4.844,-0.31062,0.0059,0.0082,0.0036,1244.444,0.0002139,0.0002139
102,344.49,225.75,4.787,-0.31093,0.0132,0.0162,0.0102,1244.444,0.0002137,0.0002137
103,302.34,74.67,4.695,-0.31226,0.0071,0.0098,0.0044,1244.444,0.0002239,0.0002239
104,341.05,260.32,4.784,-0.31223,0.0049,0.0068,0.003,1244.444,0.0002783,0.0002783
105,313.78,56.95,4.883,-0.30992,0.0156,0.02,0.0112,1244.444,0.0002207,0.0002207
106,273.57,239.46,4.775,-0.31271,0.007,0.0108,0.0032,1244.444,0.0001655,0.0001655
107,258.58,158.76,4.986,-0.30744,0.0064,0.0064,0.0064,1244.444,0.0002155,0.0002155
108,239.23,234.48,4.858,-0.30937,0.0074,0.0096,0.0052,1244.444,0.0001872,0.0001872
109,279.99,218.61,4.794,-0.30982,0.0304,0.0312,0.0296,1244.444,0.0001812,0.0001812
110,290.52,271.39,4.835,-0.30954,0.005,0.0066,0.0034,1244.444,0.0002149,0.0002149
111,211.76,246.43,4.9,-0.30966,0.0054,0.0074,0.0034,1244.444,0.0002843,0.0002843
112,355.33,56.1,4.931,-0.30828,0.0073,0.0092,0.0054,1244.444,0.0001158,0.0001158
113,285.41,57.72,4.964,-0.30844,0.0033,0.004,0.0026,1244.444,0.0002596,0.0002596
114,194.74,342.46,4.885,-0.30934,0.0113,0.0074,0.0152,1244.444,0.0001007,0.0001007
115,397.24,186.41,4.743,-0.31098,0.0118,0.0184,0.0052,1244.444,0.0001611,0.0001611
116,338.12,273.26,4.931,-0.30852,0.0069,0.0064,0.0074,1244.444,0.0001224,0.0001224
117,264.08,115.06,4.793,-0.31084,0.007,0.0094,0.0046,1244.444,0.0005749,0.0005749
118,222.27,251.59,4.737,-0.31214,0.0035,0.0042,0.0028,1244.444,0.0003668,0.0003668
119,243.96,112.25,4.793,-0.3115,0.0063,0.0082,0.0044,1244.444,0.0005571,0.0005571
120,244.42,258.54,4.888,-0.30955,0.0251,0.0398,0.0104,1244.444,0.0001763,0.0001763
121,172.81,23.14,4.848,-0.31085,0.0069,0.0092,0.0046,1244.444,0.0001809,0.0001809
122,290.45,313.73,4.732,-0.3116,0.0037,0.0036,0.0038,1244.444,0.0001564,0.0001564
123,212.02,128.25,4.821,-0.31031,0.0054,0.0052,0.0056,1244.444,0.0001908,0.0001908
124,345.87,205.35,4.881,-0.30921,0.0059,0.007,0.0048,1244.444,0.0005966,0.0005966
125,188.28,96.05,4.977,-0.30776,0.0054,0.0074,0.0034,1244.444,0.0001262,0.0001262
126,342.36,98.06,4.831,-0.3093,0.0083,0.007,0.0096,1244.444,0.0001458,0.0001458
