Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,568.14,270.14,4.636,-0.31328,0.0061,0.0052,0.007,1244.444,0.0001404,0.0001404
1,372.27,253.15,4.736,-0.31292,0.0154,0.0156,0.0152,1244.444,0.0001482,0.0001482
2,183.93,158.07,4.819,-0.3113,0.0266,0.0292,0.024,1244.444,0.0003687,0.0003687
3,427.35,290.29,4.747,-0.31115,0.0068,0.007,0.0066,1244.444,0.0002188,0.0002188
4,434.6,185.73,4.788,-0.31095,0.0177,0.0194,0.016,1244.444,0.0001635,0.0001635
5,116.45,101.7,4.851,-0.31057,0.0432,0.028,0.0584,1244.444,0.00113,0.00113
6,154.92,74.47,4.9,-0.30906,0.0938,0.091,0.0966,1244.444,0.0001893,0.0001893
7,329.97,44.27,4.756,-0.311,0.0093,0.0108,0.0078,1244.444,0.00206,0.00206
8,55.63,35.27,4.813,-0.31335,0.0164,0.0204,0.0124,1244.444,0.0005011,0.0005011
9,488.46,82.14,4.638,-0.3224,0.0289,0.0258,0.032,1244.444,0.0001536,0.0001536
10,246.59,168.41,4.805,-0.31123,0.0066,0.006,0.0072,1244.444,0.0001511,0.0001511
11,490.96,84.41,4.743,-0.31179,0.0096,0.009,0.0102,1244.444,0.0001328,0.0001328
12,239.19,244.9,4.626,-0.31372,0.0129,0.0158,0.01,1244.444,0.0001967,0.0001967
13,461.35,209.84,4.557,-0.31378,0.0506,0.0514,0.0498,1244.444,0.0005189,0.0005189
14,351.63,65.15,4.509,-0.31577,0.0233,0.0302,0.0164,1244.444,0.0003343,0.0003343
15,430.3,83.64,4.599,-0.32045,0.025,0.0264,0.0236,1244.444,0.0006412,0.0006412
16,301.5,24.36,4.937,-0.30883,0.0865,0.075,0.098,1244.444,0.0007418,0.0007418
17,390.12,83.78,4.753,-0.31153,0.0098,0.0142,0.0054,1244.444,0.0005751,0.0005751
18,506.94,61.83,4.659,-0.28926,0.0385,0.0424,0.0346,1244.444,0.0001752,0.0001752
