Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,226.62,441.43,4.656,-0.31111,0.054,0.1042,0.0038,1244.444,0.0047,0.0047,0.0047
1,459.52,346.52,4.535,0.0,0.0019,0.0024,0.0014,1244.444,0.0001377,0.0001377,0.0001377
2,226.83,110.71,4.68,-0.31073,0.0039,0.0052,0.0026,1244.444,0.000116,0.000116,0.000116
3,456.58,165.1,4.607,0.0,0.0062,0.0066,0.0058,1244.444,0.0001443,0.0001443,0.0001443
4,456.07,80.59,4.462,-0.32295,0.12,0.082,0.158,1244.444,0.0003094,0.0003094,0.0003094
5,104.25,166.6,4.427,0.0,0.007,0.0102,0.0038,1244.444,0.0002518,0.0002518,0.0002518
6,458.81,175.52,4.64,-0.31059,0.0019,0.0018,0.002,1244.444,0.0001107,0.0001107,0.0001107
7,426.85,461.31,4.476,0.0,0.0054,0.005,0.0058,1244.444,8.679e-05,8.679e-05,8.679e-05
8,360.07,258.35,4.402,-0.31475,0.0023,0.0032,0.0014,1244.444,0.0002976,0.0002976,0.0002976
9,256.78,352.02,4.519,0.0,0.0056,0.0056,0.0056,1244.444,0.0001518,0.0001518,0.0001518
10,332.63,59.66,4.628,-0.31213,0.0026,0.0034,0.0018,1244.444,0.0001203,0.0001203,0.0001203
11,312.54,60.33,4.572,0.0,0.0892,0.1614,0.017,1244.444,0.01622,0.01622,0.01622
12,317.6,342.73,4.464,-0.31549,0.0135,0.0024,0.0246,1244.444,0.0001014,0.0001014,0.0001014
13,319.57,84.33,4.573,0.0,0.0042,0.0052,0.0032,1244.444,0.0001475,0.0001475,0.0001475
14,325.83,329.25,4.604,0.0,0.0198,0.0166,0.023,1244.444,0.0007307,0.0007307,0.0007307
15,334.58,58.74,4.497,0.0,0.418,0.469,0.367,1244.444,0.02772,0.02772,0.02772
16,421.96,96.75,4.513,0.0,0.0126,0.0216,0.0036,1244.444,0.0002104,0.0002104,0.0002104
17,279.04,44.3,4.676,0.0,0.0098,0.0144,0.0052,1244.444,0.0006168,0.0006168,0.0006168
18,309.03,51.41,4.515,-0.31437,0.0025,0.0038,0.0012,1244.444,0.0001106,0.0001106,0.0001106
19,375.54,225.39,4.444,0.0,0.0077,0.0094,0.006,1244.444,0.000107,0.000107,0.000107
20,501.32,235.7,4.341,-0.31506,0.026,0.026,0.026,1244.444,0.0001786,0.0001786,0.0001786
21,229.66,179.8,4.485,0.0,0.0159,0.0162,0.0156,1244.444,0.0001219,0.0001219,0.0001219
22,498.78,332.25,4.383,-0.3144,0.09,0.058,0.122,1244.444,0.0002266,0.0002266,0.0002266
23,211.38,44.44,4.532,0.0,0.0084,0.0084,0.0084,1244.444,0.0008459,0.0008459,0.0008459
24,312.39,88.57,4.646,-0.31097,0.014,0.005,0.023,1244.444,0.0002896,0.0002896,0.0002896
25,51.44,264.95,4.702,0.0,0.017,0.028,0.006,1244.444,0.0001717,0.0001717,0.0001717
26,247.9,101.04,4.649,-0.3113,0.0145,0.005,0.024,1244.444,0.000328,0.000328,0.000328
27,348.36,32.75,4.604,0.0,0.0227,0.016,0.0294,1244.444,0.0005083,0.0005083,0.0005083
28,157.24,14.43,4.517,-0.31294,0.0066,0.007,0.0062,1244.444,0.0001801,0.0001801,0.0001801
29,453.67,263.36,4.46,0.0,0.0134,0.0162,0.0106,1244.444,0.0001115,0.0001115,0.0001115
30,459.76,69.09,4.646,0.0,0.0404,0.0412,0.0396,1244.444,0.00134,0.00134,0.00134
31,183.95,256.15,4.613,-0.3168,0.0128,0.0152,0.0104,1244.444,0.000327,0.000327,0.000327
32,232.87,78.38,4.499,-0.31188,0.0086,0.0108,0.0064,1244.444,0.0003316,0.0003316,0.0003316
33,343.76,32.01,4.597,0.0,0.0152,0.028,0.0024,1244.444,0.00114,0.00114,0.00114
34,343.49,33.91,4.562,0.0,0.0086,0.008,0.0092,1244.444,0.0005497,0.0005497,0.0005497
35,370.64,222.18,4.722,0.0,0.0042,0.0056,0.0028,1244.444,0.000251,0.000251,0.000251
36,257.8,419.91,4.608,0.0,0.0108,0.0128,0.0088,1244.444,0.0001499,0.0001499,0.0001499
37,334.24,224.95,4.498,-0.31322,0.0073,0.0092,0.0054,1244.444,0.0002607,0.0002607,0.0002607
38,298.83,117.72,4.458,0.0,0.0147,0.0124,0.017,1244.444,0.0004704,0.0004704,0.0004704
39,169.3,51.56,4.504,-0.31442,0.0054,0.0084,0.0024,1244.444,0.0004073,0.0004073,0.0004073
40,177.67,37.7,4.464,-0.31843,0.0092,0.0122,0.0062,1244.444,0.0003375,0.0003375,0.0003375
41,311.18,325.15,4.576,-0.31168,0.0014,0.0026,0.0002,1244.444,0.0001264,0.0001264,0.0001264
42,286.75,95.18,4.641,0.0,0.0036,0.0064,0.0008,1244.444,0.0002031,0.0002031,0.0002031
43,357.58,143.41,4.523,-0.32382,0.003,0.0056,0.0004,1244.444,0.00019,0.00019,0.00019
44,457.88,202.07,4.595,-0.31574,0.0255,0.0236,0.0274,1244.444,0.0003139,0.0003139,0.0003139
45,217.64,109.72,4.63,-0.35528,0.0033,0.0056,0.001,1244.444,0.000194,0.000194,0.000194
46,62.08,38.64,4.71,0.0,0.0047,0.0062,0.0032,1244.444,0.0003568,0.0003568,0.0003568
47,320.66,90.95,4.676,0.0,0.1952,0.0552,0.3352,1244.444,0.0003314,0.0003314,0.0003314
48,133.07,38.18,4.625,0.0,0.0031,0.0054,0.0008,1244.444,0.0002734,0.0002734,0.0002734
49,271.38,88.23,4.582,-0.32008,0.0185,0.013,0.024,1244.444,0.0001674,0.0001674,0.0001674
50,66.98,55.39,4.459,0.0,0.0315,0.063,0.0,1244.444,0.03644,0.03644,0.03644
51,234.08,63.29,4.565,-0.29895,0.131,0.091,0.171,1244.444,0.0002341,0.0002341,0.0002341
52,406.44,28.41,4.444,0.0,0.1893,0.055,0.3236,1244.444,0.0005175,0.0005175,0.0005175
53,309.82,317.65,4.622,0.0,0.0089,0.0104,0.0074,1244.444,0.000238,0.000238,0.000238
54,396.12,22.05,4.501,0.0,0.0044,0.0046,0.0042,1244.444,0.0003402,0.0003402,0.0003402
55,283.36,23.82,4.686,0.0,0.0011,0.001,0.0012,1244.444,0.0002054,0.0002054,0.0002054
56,97.4,103.98,4.554,-0.31304,0.0086,0.0142,0.003,1244.444,0.00109,0.00109,0.00109
57,298.57,39.71,4.64,0.0,0.0027,0.0044,0.001,1244.444,0.0007056,0.0007056,0.0007056
58,305.23,35.93,4.609,-0.31283,0.007,0.0084,0.0056,1244.444,0.0006843,0.0006843,0.0006843
59,348.81,66.78,4.77,0.0,0.0015,0.0022,0.0008,1244.444,0.0001861,0.0001861,0.0001861
60,324.94,101.66,4.518,-0.3137,0.1747,0.1694,0.18,1244.444,0.0001616,0.0001616,0.0001616
61,292.07,43.28,4.701,0.0,0.2198,0.1994,0.2402,1244.444,0.0007091,0.0007091,0.0007091
62,246.9,18.75,4.667,-0.29109,0.0096,0.0126,0.0066,1244.444,0.0002486,0.0002486,0.0002486
63,267.71,137.98,4.507,0.0,0.003,0.0032,0.0028,1244.444,0.000316,0.000316,0.000316
64,288.75,64.36,4.463,-0.313,0.0036,0.0054,0.0018,1244.444,0.0002459,0.0002459,0.0002459
65,299.78,271.82,4.615,0.0,0.0031,0.0054,0.0008,1244.444,0.0002499,0.0002499,0.0002499
66,344.61,83.84,4.651,0.0,0.0233,0.022,0.0246,1244.444,0.00547,0.00547,0.00547
67,264.13,79.27,4.714,0.0,0.0033,0.0048,0.0018,1244.444,0.0002053,0.0002053,0.0002053
68,306.01,83.56,4.613,-0.31209,0.0076,0.0058,0.0094,1244.444,0.0001877,0.0001877,0.0001877
69,263.41,86.13,4.552,0.0,0.0031,0.0052,0.001,1244.444,0.0004744,0.0004744,0.0004744
70,201.35,45.02,4.712,-0.31002,0.0014,0.0024,0.0004,1244.444,0.0002375,0.0002375,0.0002375
71,292.78,28.08,4.544,0.0,0.0097,0.0082,0.0112,1244.444,0.0003915,0.0003915,0.0003915
72,308.6,331.91,4.577,0.0,0.0025,0.0032,0.0018,1244.444,0.0001885,0.0001885,0.0001885
73,245.01,120.45,4.822,0.0,0.0047,0.007,0.0024,1244.444,0.0001657,0.0001657,0.0001657
74,345.58,294.93,4.61,0.0,0.002,0.0034,0.0006,1244.444,0.0001253,0.0001253,0.0001253
75,283.49,177.65,4.787,-0.3086,0.0033,0.0032,0.0034,1244.444,0.0001271,0.0001271,0.0001271
