Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),ID error,√x (sx) error,Pauli-X error
0,462.14,360.2,4.656,-0.31111,0.002,0.002,0.002,1244.444,9.788e-05,9.788e-05,9.788e-05
1,496.98,336.82,4.535,0.0,0.0014,0.0026,0.0002,1244.444,9.97e-05,9.97e-05,9.97e-05
2,280.58,86.8,4.68,-0.31073,0.0038,0.0054,0.0022,1244.444,0.0001606,0.0001606,0.0001606
3,238.46,146.67,4.607,0.0,0.0068,0.009,0.0046,1244.444,0.0002724,0.0002724,0.0002724
4,539.84,144.74,4.462,-0.32295,0.0094,0.0102,0.0086,1244.444,0.0003921,0.0003921,0.0003921
5,393.75,441.75,4.427,0.0,0.0805,0.1296,0.0314,1244.444,0.0001277,0.0001277,0.0001277
6,404.59,173.07,4.64,-0.31059,0.0022,0.003,0.0014,1244.444,9.131e-05,9.131e-05,9.131e-05
7,272.85,352.55,4.476,0.0,0.0022,0.0034,0.001,1244.444,0.0001018,0.0001018,0.0001018
8,384.11,169.24,4.402,-0.31475,0.0025,0.0044,0.0006,1244.444,0.0004039,0.0004039,0.0004039
9,531.79,439.67,4.519,0.0,0.004,0.0044,0.0036,1244.444,8.511e-05,8.511e-05,8.511e-05
10,336.75,59.12,4.628,-0.31213,0.0019,0.0026,0.0012,1244.444,0.0001666,0.0001666,0.0001666
11,239.4,121.41,4.572,0.0,0.0723,0.1136,0.031,1244.444,0.00684,0.00684,0.00684
12,470.49,252.56,4.464,-0.31549,0.0053,0.0076,0.003,1244.444,0.0001448,0.0001448,0.0001448
13,359.81,84.46,4.573,0.0,0.0052,0.008,0.0024,1244.444,0.0001845,0.0001845,0.0001845
14,109.84,156.41,4.604,0.0,0.028,0.044,0.012,1244.444,0.00703,0.00703,0.00703
15,415.0,61.61,4.497,0.0,0.0946,0.0798,0.1094,1244.444,0.0008181,0.0008181,0.0008181
16,382.93,145.1,4.513,0.0,0.0043,0.0044,0.0042,1244.444,0.0001165,0.0001165,0.0001165
17,262.35,42.19,4.676,0.0,0.0062,0.0096,0.0028,1244.444,0.0006305,0.0006305,0.0006305
18,448.61,56.25,4.515,-0.31437,0.0031,0.005,0.0012,1244.444,0.000248,0.000248,0.000248
19,351.76,211.16,4.444,0.0,0.0378,0.0318,0.0438,1244.444,0.0001339,0.0001339,0.0001339
20,594.91,385.85,4.341,-0.31506,0.024,0.0252,0.0228,1244.444,0.0001074,0.0001074,0.0001074
21,408.21,180.94,4.485,0.0,0.0102,0.0104,0.01,1244.444,0.000101,0.000101,0.000101
22,459.84,332.12,4.383,-0.3144,0.0052,0.0086,0.0018,1244.444,0.0002135,0.0002135,0.0002135
23,21.74,36.07,4.532,0.0,0.0177,0.0342,0.0012,1244.444,0.00128,0.00128,0.00128
24,351.31,83.76,4.646,-0.31097,0.0017,0.002,0.0014,1244.444,0.000409,0.000409,0.000409
25,206.53,264.36,4.702,0.0,0.007,0.0066,0.0074,1244.444,0.0001489,0.0001489,0.0001489
26,169.64,103.11,4.649,-0.3113,0.0091,0.0114,0.0068,1244.444,0.0005212,0.0005212,0.0005212
27,313.9,35.59,4.604,0.0,0.0292,0.0182,0.0402,1244.444,0.0002578,0.0002578,0.0002578
28,141.86,14.43,4.517,-0.31294,0.0134,0.0144,0.0124,1244.444,0.0002758,0.0002758,0.0002758
29,430.23,261.14,4.46,0.0,0.0104,0.0094,0.0114,1244.444,0.0001314,0.0001314,0.0001314
30,388.67,108.44,4.645,0.0,0.0349,0.0338,0.036,1244.444,0.0008663,0.0008663,0.0008663
31,418.22,314.41,4.613,-0.3168,0.0131,0.0146,0.0116,1244.444,0.0002933,0.0002933,0.0002933
32,325.48,92.12,4.499,-0.31188,0.0085,0.0112,0.0058,1244.444,0.0001512,0.0001512,0.0001512
33,207.97,196.53,4.597,0.0,0.0035,0.0056,0.0014,1244.444,0.000176,0.000176,0.000176
34,479.56,35.41,4.562,0.0,0.0031,0.003,0.0032,1244.444,0.0002576,0.0002576,0.0002576
35,408.81,363.44,4.722,0.0,0.0187,0.0294,0.008,1244.444,0.0002656,0.0002656,0.0002656
36,232.24,171.72,4.608,0.0,0.005,0.0066,0.0034,1244.444,0.0002063,0.0002063,0.0002063
37,250.74,182.73,4.498,-0.31322,0.0069,0.009,0.0048,1244.444,0.0002511,0.0002511,0.0002511
38,423.82,133.25,4.458,0.0,0.0205,0.0174,0.0236,1244.444,0.0004531,0.0004531,0.0004531
39,143.61,49.04,4.504,-0.31442,0.0053,0.008,0.0026,1244.444,0.000395,0.000395,0.000395
40,274.19,31.32,4.464,-0.31843,0.0065,0.0074,0.0056,1244.444,0.0002889,0.0002889,0.0002889
41,263.82,331.84,4.576,-0.31168,0.002,0.0022,0.0018,1244.444,0.000106,0.000106,0.000106
42,269.18,85.8,4.641,0.0,0.0019,0.0034,0.0004,1244.444,0.0001331,0.0001331,0.0001331
43,331.3,179.1,4.523,-0.32382,0.0027,0.0028,0.0026,1244.444,0.0001502,0.0001502,0.0001502
44,316.47,214.62,4.595,-0.31574,0.0205,0.0202,0.0208,1244.444,0.0004729,0.0004729,0.0004729
45,372.52,113.47,4.631,-0.35528,0.0039,0.0062,0.0016,1244.444,0.0002488,0.0002488,0.0002488
46,351.92,40.05,4.71,0.0,0.0145,0.0232,0.0058,1244.444,0.0003564,0.0003564,0.0003564
47,310.79,64.11,4.676,0.0,0.0529,0.0318,0.074,1244.444,0.0006928,0.0006928,0.0006928
48,265.44,59.88,4.625,0.0,0.0036,0.0052,0.002,1244.444,0.000163,0.000163,0.000163
49,281.38,119.17,4.582,-0.32008,0.0166,0.017,0.0162,1244.444,0.0001283,0.0001283,0.0001283
50,439.32,132.39,4.458,0.0,0.0029,0.0044,0.0014,1244.444,0.0002845,0.0002845,0.0002845
51,123.98,65.44,4.565,-0.29895,0.0193,0.0116,0.027,1244.444,0.0001778,0.0001778,0.0001778
52,369.22,29.79,4.444,0.0,0.0452,0.0106,0.0798,1244.444,0.000373,0.000373,0.000373
53,435.13,383.33,4.622,0.0,0.0042,0.0054,0.003,1244.444,0.0001927,0.0001927,0.0001927
54,400.75,22.05,4.501,0.0,0.0128,0.014,0.0116,1244.444,0.0004953,0.0004953,0.0004953
55,285.79,24.18,4.686,0.0,0.0056,0.008,0.0032,1244.444,0.0001761,0.0001761,0.0001761
56,365.78,231.17,4.554,-0.31304,0.0158,0.0284,0.0032,1244.444,0.000701,0.000701,0.000701
57,196.85,39.91,4.64,0.0,0.0049,0.0082,0.0016,1244.444,0.0004931,0.0004931,0.0004931
58,217.41,36.87,4.609,-0.31283,0.0078,0.0092,0.0064,1244.444,0.0005426,0.0005426,0.0005426
59,287.12,68.95,4.77,0.0,0.0015,0.0022,0.0008,1244.444,0.0001649,0.0001649,0.0001649
60,385.62,173.38,4.518,-0.3137,0.1642,0.1762,0.1522,1244.444,0.0001953,0.0001953,0.0001953
61,208.98,73.72,4.701,0.0,0.2539,0.2126,0.2952,1244.444,0.0005579,0.0005579,0.0005579
62,188.38,19.58,4.667,-0.29109,0.0123,0.0174,0.0072,1244.444,0.0003017,0.0003017,0.0003017
63,126.7,145.04,4.507,0.0,0.0025,0.004,0.001,1244.444,0.0002893,0.0002893,0.0002893
64,342.17,76.16,4.463,-0.313,0.0048,0.0076,0.002,1244.444,0.0003773,0.0003773,0.0003773
65,279.24,301.31,4.615,0.0,0.0016,0.0026,0.0006,1244.444,0.0001251,0.0001251,0.0001251
66,350.29,170.13,4.667,0.0,0.007,0.0118,0.0022,1244.444,0.00444,0.00444,0.00444
67,163.33,74.79,4.715,0.0,0.0038,0.0066,0.001,1244.444,0.000336,0.000336,0.000336
68,52.27,55.01,4.613,-0.31209,0.0136,0.0196,0.0076,1244.444,0.00318,0.00318,0.00318
69,458.04,129.3,4.552,0.0,0.0023,0.0036,0.001,1244.444,0.0001408,0.0001408,0.0001408
70,257.46,68.55,4.712,-0.31002,0.0015,0.0028,0.0002,1244.444,0.0001679,0.0001679,0.0001679
71,229.72,27.95,4.543,0.0,0.0102,0.0146,0.0058,1244.444,0.0003451,0.0003451,0.0003451
72,363.42,432.92,4.577,0.0,0.0042,0.0032,0.0052,1244.444,0.0001079,0.0001079,0.0001079
73,290.34,128.99,4.822,0.0,0.0041,0.0046,0.0036,1244.444,0.000123,0.000123,0.000123
74,336.98,148.21,4.61,0.0,0.0019,0.0034,0.0004,1244.444,0.0001222,0.0001222,0.0001222
75,218.91,134.9,4.787,-0.3086,0.0021,0.0032,0.001,1244.444,0.0002436,0.0002436,0.0002436
76,278.41,230.77,4.683,0.0,0.0025,0.0042,0.0008,1244.444,0.0001437,0.0001437,0.0001437
77,351.27,226.15,4.577,-0.31325,0.0035,0.0044,0.0026,1244.444,0.000477,0.000477,0.000477
78,192.94,165.46,4.483,0.0,0.0017,0.0032,0.0002,1244.444,0.000125,0.000125,0.000125
79,223.86,62.81,4.565,-0.28001,0.0168,0.0178,0.0158,1244.444,0.0005,0.0005,0.0005
80,68.42,25.96,4.6,0.0,0.0151,0.0186,0.0116,1244.444,0.0005228,0.0005228,0.0005228
81,340.93,99.87,4.499,-0.31479,0.0027,0.0042,0.0012,1244.444,0.0002471,0.0002471,0.0002471
82,333.42,80.28,4.602,-0.3276,0.004,0.0074,0.0006,1244.444,0.0004022,0.0004022,0.0004022
83,370.03,47.6,4.636,-0.31169,0.0068,0.0098,0.0038,1244.444,0.000288,0.000288,0.000288
84,278.02,46.74,4.723,0.0,0.0138,0.014,0.0136,1244.444,0.0002696,0.0002696,0.0002696
85,269.52,187.9,4.587,-0.31183,0.0116,0.0132,0.01,1244.444,0.0003847,0.0003847,0.0003847
86,4.51,4.62,4.757,0.0,0.1566,0.267,0.0462,1244.444,0.01025,0.01025,0.01025
87,217.27,54.8,4.725,-0.30958,0.0048,0.0088,0.0008,1244.444,0.0005278,0.0005278,0.0005278
88,242.08,44.94,4.566,-0.36821,0.0022,0.0036,0.0008,1244.444,0.0002758,0.0002758,0.0002758
89,89.57,137.34,4.797,-0.30874,0.0227,0.04,0.0054,1244.444,0.00132,0.00132,0.00132
90,233.81,252.95,4.704,0.0,0.0065,0.01,0.003,1244.444,0.0001864,0.0001864,0.0001864
91,362.33,94.42,4.709,0.0,0.0026,0.0036,0.0016,1244.444,0.0001602,0.0001602,0.0001602
92,243.0,61.95,4.73,0.0,0.0024,0.004,0.0008,1244.444,0.0002379,0.0002379,0.0002379
93,340.23,318.93,4.678,0.0,0.0018,0.0032,0.0004,1244.444,0.0002154,0.0002154,0.0002154
94,158.08,90.04,4.876,-0.30795,0.0172,0.022,0.0124,1244.444,0.0003753,0.0003753,0.0003753
95,155.73,30.53,4.597,-0.31185,0.0174,0.0284,0.0064,1244.444,0.0003495,0.0003495,0.0003495
96,184.83,151.17,4.733,-0.30895,0.0034,0.0046,0.0022,1244.444,0.0001674,0.0001674,0.0001674
97,209.55,163.18,4.807,0.0,0.0019,0.0028,0.001,1244.444,0.0001442,0.0001442,0.0001442
