Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
18,454.22,58.46,4.659,-0.28926,0.0362,0.034,0.0384,1244.444,0.000256,0.000256
19,187.73,37.36,4.821,-0.31198,0.0417,0.038,0.0454,1244.444,0.0005309,0.0005309
20,348.03,63.69,4.738,-0.31197,0.0293,0.0244,0.0342,1244.444,0.0002749,0.0002749
21,384.21,24.83,4.774,-0.31143,0.0377,0.04,0.0354,1244.444,0.0002773,0.0002773
22,264.83,139.12,4.668,-0.31332,0.0054,0.005,0.0058,1244.444,0.0002036,0.0002036
23,337.87,48.98,4.758,-0.31174,0.0197,0.0174,0.022,1244.444,0.0003123,0.0003123
24,161.89,18.63,4.611,-0.31355,0.0464,0.032,0.0608,1244.444,0.00106,0.00106
25,130.29,151.33,4.732,-0.31226,0.0297,0.0372,0.0222,1244.444,0.00052,0.00052
26,195.47,105.04,4.777,-0.31228,0.0049,0.0056,0.0042,1244.444,0.0001692,0.0001692
27,430.4,167.53,4.68,-0.31283,0.008,0.0112,0.0048,1244.444,0.0002194,0.0002194
28,235.74,60.9,4.744,-0.27186,0.0327,0.0344,0.031,1244.444,0.0002717,0.0002717
29,415.91,164.84,4.792,-0.32426,0.0105,0.0116,0.0094,1244.444,0.0001783,0.0001783
30,329.06,323.53,4.693,-0.31268,0.0234,0.0372,0.0096,1244.444,0.0001119,0.0001119
31,272.64,34.79,5.058,-0.30701,0.0161,0.0138,0.0184,1244.444,0.0004991,0.0004991
32,334.05,261.07,4.93,-0.30828,0.0297,0.0296,0.0298,1244.444,0.0004551,0.0004551
33,521.7,123.11,4.677,-0.31373,0.0046,0.0044,0.0048,1244.444,0.0002186,0.0002186
34,158.7,68.13,4.71,-0.2877,0.0526,0.036,0.0692,1244.444,0.0005052,0.0005052
35,359.64,78.43,4.915,-0.3092,0.0101,0.012,0.0082,1244.444,0.0001768,0.0001768
36,292.27,52.83,4.854,-0.31028,0.0062,0.0088,0.0036,1244.444,0.0001294,0.0001294
37,334.1,297.47,4.594,-0.31539,0.0187,0.023,0.0144,1244.444,0.000173,0.000173
38,512.64,134.09,4.486,-0.31594,0.035,0.0372,0.0328,1244.444,0.0018,0.0018
39,512.73,271.51,4.574,-0.31403,0.0062,0.0074,0.005,1244.444,0.0001165,0.0001165
40,536.84,127.02,4.705,-0.31264,0.0164,0.0166,0.0162,1244.444,0.0005271,0.0005271
41,252.17,302.14,4.815,-0.31264,0.0038,0.0044,0.0032,1244.444,0.0001088,0.0001088
42,316.81,432.34,4.655,-0.31429,0.0283,0.0296,0.027,1244.444,0.0001182,0.0001182
43,390.79,72.15,4.755,-0.31328,0.0149,0.0202,0.0096,1244.444,0.0005078,0.0005078
44,264.0,210.73,4.868,-0.3105,0.0043,0.0056,0.003,1244.444,0.0001353,0.0001353
45,464.27,383.28,4.763,-0.31105,0.0205,0.0144,0.0266,1244.444,0.000258,0.000258
46,505.74,442.85,4.674,-0.31335,0.0079,0.0072,0.0086,1244.444,0.000178,0.000178
47,435.76,130.05,4.795,-0.31225,0.0089,0.0094,0.0084,1244.444,0.000196,0.000196
48,481.78,313.94,4.707,-0.31165,0.0128,0.0156,0.01,1244.444,0.0002055,0.0002055
49,237.63,178.19,4.811,-0.31113,0.0029,0.0026,0.0032,1244.444,0.0002238,0.0002238
50,285.44,209.62,4.879,-0.30969,0.009,0.0042,0.0138,1244.444,0.0001546,0.0001546
51,389.19,363.81,4.767,-0.31094,0.0143,0.0202,0.0084,1244.444,0.0007714,0.0007714
52,254.77,79.08,4.855,-0.3096,0.0147,0.013,0.0164,1244.444,0.0005009,0.0005009
53,253.38,280.31,4.768,-0.31056,0.0101,0.0112,0.009,1244.444,0.0001795,0.0001795
54,226.56,52.53,4.822,-0.31041,0.0063,0.0078,0.0048,1244.444,0.0002955,0.0002955
55,54.91,485.25,4.907,-0.30999,0.0043,0.0062,0.0024,1244.444,0.000152,0.000152
56,396.59,18.31,4.455,-0.31804,0.0174,0.0096,0.0252,1244.444,0.0003033,0.0003033
57,164.39,49.11,4.835,-0.31002,0.0237,0.0168,0.0306,1244.444,0.0002994,0.0002994
58,364.54,208.56,4.709,-0.31367,0.0039,0.004,0.0038,1244.444,0.0001833,0.0001833
59,382.31,287.11,4.811,-0.31024,0.0187,0.007,0.0304,1244.444,0.0001971,0.0001971
60,292.5,335.4,4.672,-0.31324,0.0098,0.011,0.0086,1244.444,0.0004349,0.0004349
61,242.32,309.56,4.902,-0.30996,0.0282,0.0486,0.0078,1244.444,0.0001783,0.0001783
62,485.89,351.38,4.771,-0.31099,0.0216,0.0232,0.02,1244.444,0.0001677,0.0001677
63,327.69,258.5,4.995,-0.30845,0.0063,0.0064,0.0062,1244.444,0.0002998,0.0002998
64,184.02,163.93,4.879,-0.31051,0.0059,0.0098,0.002,1244.444,0.0002766,0.0002766
65,410.94,265.36,4.758,-0.31052,0.0177,0.0186,0.0168,1244.444,0.0001048,0.0001048
66,235.8,312.81,4.81,-0.31092,0.0035,0.004,0.003,1244.444,0.0001046,0.0001046
67,50.92,73.25,4.893,-0.31039,0.0619,0.1128,0.011,1244.444,0.01328,0.01328
68,162.15,103.53,4.741,-0.3118,0.009,0.0112,0.0068,1244.444,0.0001491,0.0001491
69,138.76,12.85,4.837,-0.30965,0.0105,0.0132,0.0078,1244.444,0.0002396,0.0002396
70,311.41,281.58,4.709,-0.31145,0.008,0.0112,0.0048,1244.444,0.0001475,0.0001475
71,313.99,124.29,4.846,-0.31011,0.0413,0.035,0.0476,1244.444,0.0001861,0.0001861
72,280.46,283.86,4.875,-0.3092,0.0496,0.049,0.0502,1244.444,0.0001437,0.0001437
73,273.11,244.97,4.875,-0.31024,0.0248,0.0332,0.0164,1244.444,0.0001939,0.0001939
74,274.37,211.77,4.814,-0.3113,0.0064,0.0046,0.0082,1244.444,0.0001669,0.0001669
75,257.5,165.42,4.769,-0.31043,0.0387,0.039,0.0384,1244.444,0.0002113,0.0002113
76,280.66,14.92,4.702,-0.31292,0.0214,0.0266,0.0162,1244.444,0.0002019,0.0002019
77,337.01,207.49,4.807,-0.31079,0.0078,0.008,0.0076,1244.444,0.0002129,0.0002129
78,385.82,250.61,4.861,-0.30955,0.0211,0.0188,0.0234,1244.444,0.0001318,0.0001318
79,510.13,34.08,4.786,-0.31151,0.0063,0.0094,0.0032,1244.444,0.0001502,0.0001502
80,150.68,164.24,5.043,-0.30792,0.0091,0.0084,0.0098,1244.444,0.0002726,0.0002726
81,259.68,155.73,4.961,-0.30881,0.0042,0.0054,0.003,1244.444,0.0001519,0.0001519
82,428.12,220.33,4.815,-0.31103,0.0046,0.0052,0.004,1244.444,0.000173,0.000173
83,332.32,57.85,4.738,-0.3138,0.0179,0.013,0.0228,1244.444,0.0002292,0.0002292
84,299.49,236.33,4.666,-0.31335,0.0073,0.0076,0.007,1244.444,0.0001189,0.0001189
85,343.3,154.97,4.745,-0.31197,0.0139,0.0144,0.0134,1244.444,0.0001812,0.0001812
86,255.93,171.02,4.89,-0.30914,0.0061,0.0062,0.006,1244.444,0.0001957,0.0001957
87,302.4,160.86,4.824,-0.30996,0.0094,0.0088,0.01,1244.444,0.0001342,0.0001342
88,242.01,83.23,4.689,-0.31918,0.0432,0.0428,0.0436,1244.444,0.000239,0.000239
89,150.55,208.11,4.948,-0.30883,0.0637,0.0566,0.0708,1244.444,0.0003571,0.0003571
90,291.52,74.89,4.803,-0.31023,0.0193,0.0178,0.0208,1244.444,0.0005339,0.0005339
91,413.65,305.07,4.893,-0.30983,0.0058,0.0046,0.007,1244.444,0.0001845,0.0001845
92,195.8,102.96,4.826,-0.31037,0.014,0.0158,0.0122,1244.444,0.00106,0.00106
93,146.59,31.13,4.91,-0.30922,0.0186,0.0164,0.0208,1244.444,0.000228,0.000228
94,88.03,257.78,4.72,-0.31212,0.0045,0.0068,0.0022,1244.444,0.0001295,0.0001295
95,287.31,171.11,4.802,-0.31134,0.014,0.0124,0.0156,1244.444,0.0004038,0.0004038
96,211.9,189.17,4.853,-0.3072,0.0304,0.018,0.0428,1244.444,0.0001464,0.0001464
97,273.96,254.3,4.95,-0.30871,0.0101,0.0058,0.0144,1244.444,0.0002039,0.0002039
98,341.18,295.05,4.775,-0.31129,0.0135,0.015,0.012,1244.444,0.0001279,0.0001279
99,284.25,285.48,4.832,-0.31021,0.015,0.0188,0.0112,1244.444,0.000474,0.000474
100,377.97,376.91,4.649,-0.31432,0.0077,0.0086,0.0068,1244.444,0.0001038,0.0001038
101,235.75,82.67,4.844,-0.31062,0.0161,0.028,0.0042,1244.444,0.0003254,0.0003254
102,245.24,147.23,4.787,-0.31093,0.0126,0.0132,0.012,1244.444,0.0004546,0.0004546
103,138.16,124.64,4.695,-0.31226,0.0064,0.009,0.0038,1244.444,0.0002852,0.0002852
104,312.84,288.2,4.784,-0.31223,0.0036,0.005,0.0022,1244.444,0.0002921,0.0002921
105,278.21,50.18,4.883,-0.30992,0.0097,0.009,0.0104,1244.444,0.0002177,0.0002177
106,297.87,159.63,4.775,-0.31271,0.1239,0.1046,0.1432,1244.444,0.0002766,0.0002766
107,248.8,65.83,4.986,-0.30744,0.0085,0.0072,0.0098,1244.444,0.0002069,0.0002069
108,242.38,216.8,4.858,-0.30937,0.0142,0.0082,0.0202,1244.444,0.0002966,0.0002966
109,175.42,304.41,4.794,-0.30982,0.0269,0.0278,0.026,1244.444,0.0001888,0.0001888
110,299.96,302.5,4.835,-0.30954,0.0057,0.0068,0.0046,1244.444,0.0002247,0.0002247
111,214.54,271.2,4.9,-0.30966,0.0064,0.0094,0.0034,1244.444,0.000186,0.000186
112,259.48,54.28,4.931,-0.30828,0.0148,0.0098,0.0198,1244.444,0.0001984,0.0001984
113,263.61,64.52,4.964,-0.30844,0.0039,0.006,0.0018,1244.444,0.0001905,0.0001905
114,288.74,313.12,4.885,-0.30934,0.011,0.0098,0.0122,1244.444,0.0001248,0.0001248
115,273.66,212.96,4.743,-0.31098,0.0046,0.0042,0.005,1244.444,9.757e-05,9.757e-05
116,297.17,276.55,4.931,-0.30852,0.0069,0.006,0.0078,1244.444,0.0001403,0.0001403
117,281.44,83.36,4.793,-0.31084,0.0155,0.0194,0.0116,1244.444,0.00222,0.00222
118,259.61,336.72,4.737,-0.31214,0.0056,0.0086,0.0026,1244.444,0.00091,0.00091
119,237.44,164.66,4.793,-0.3115,0.0078,0.0112,0.0044,1244.444,0.0006612,0.0006612
120,257.95,88.24,4.888,-0.30955,0.0084,0.0114,0.0054,1244.444,0.0002296,0.0002296
121,297.78,22.23,4.848,-0.31085,0.0082,0.0108,0.0056,1244.444,0.0002743,0.0002743
122,86.46,208.41,4.732,-0.3116,0.0038,0.0058,0.0018,1244.444,0.0002618,0.0002618
123,228.58,130.73,4.821,-0.31031,0.0034,0.0028,0.004,1244.444,0.0001884,0.0001884
124,362.08,136.45,4.881,-0.30921,0.0039,0.0038,0.004,1244.444,0.0001759,0.0001759
125,223.48,90.07,4.977,-0.30776,0.0111,0.0172,0.005,1244.444,0.0001353,0.0001353
126,326.74,61.18,4.831,-0.3093,0.0116,0.0078,0.0154,1244.444,0.0003646,0.0003646
