Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
0,441.71,283.42,4.636,-0.31328,0.0031,0.0032,0.003,1244.444,0.0001297,0.0001297
1,378.17,159.3,4.736,-0.31292,0.0339,0.0292,0.0386,1244.444,0.0002148,0.0002148
2,122.72,126.68,4.819,-0.3113,0.0273,0.031,0.0236,1244.444,0.0002625,0.0002625
3,295.69,187.79,4.747,-0.31115,0.0159,0.0202,0.0116,1244.444,0.00097,0.00097
4,450.85,237.46,4.788,-0.31095,0.0173,0.0134,0.0212,1244.444,0.0001903,0.0001903
5,265.24,170.21,4.851,-0.31057,0.0382,0.0206,0.0558,1244.444,0.0003466,0.0003466
6,364.84,72.2,4.9,-0.30906,0.099,0.0994,0.0986,1244.444,0.0005035,0.0005035
7,345.6,46.39,4.756,-0.311,0.0068,0.0088,0.0048,1244.444,0.00122,0.00122
8,531.33,43.04,4.813,-0.31335,0.0114,0.0136,0.0092,1244.444,0.0003059,0.0003059
9,509.78,64.63,4.638,-0.3224,0.0218,0.0212,0.0224,1244.444,0.0004638,0.0004638
10,253.08,196.97,4.805,-0.31123,0.0716,0.1314,0.0118,1244.444,0.03575,0.03575
11,266.9,87.02,4.743,-0.31179,0.0194,0.0264,0.0124,1244.444,0.0001765,0.0001765
12,572.2,251.67,4.626,-0.31372,0.0109,0.0122,0.0096,1244.444,0.0002133,0.0002133
13,253.86,292.6,4.557,-0.31378,0.0447,0.049,0.0404,1244.444,0.0001968,0.0001968
14,358.12,49.23,4.509,-0.31577,0.0158,0.0246,0.007,1244.444,0.0003856,0.0003856
15,466.79,82.83,4.599,-0.32045,0.0476,0.0508,0.0444,1244.444,0.0005629,0.0005629
16,161.67,26.19,4.937,-0.30883,0.0787,0.068,0.0894,1244.444,0.00286,0.00286
17,371.76,73.89,4.753,-0.31153,0.0231,0.0386,0.0076,1244.444,0.00119,0.00119
