Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error,Prob meas0 prep1,Prob meas1 prep0,Readout length (ns),√x (sx) error,Pauli-X error
69,333.7,16.75,4.837,-0.30965,0.0109,0.0112,0.0106,1244.444,0.0002396,0.0002396
70,374.3,349.71,4.709,-0.31145,0.0147,0.0142,0.0152,1244.444,0.0001475,0.0001475
71,341.49,129.95,4.846,-0.31011,0.0354,0.0374,0.0334,1244.444,0.0001861,0.0001861
72,310.4,228.16,4.875,-0.3092,0.0502,0.0404,0.06,1244.444,0.0001437,0.0001437
73,237.13,244.97,4.875,-0.31024,0.0204,0.0234,0.0174,1244.444,0.0001939,0.0001939
74,322.87,267.79,4.814,-0.3113,0.0014,0.001,0.0018,1244.444,0.0001669,0.0001669
75,381.92,77.05,4.769,-0.31043,0.0461,0.0448,0.0474,1244.444,0.0002113,0.0002113
76,207.09,14.67,4.702,-0.31292,0.0186,0.0206,0.0166,1244.444,0.0002019,0.0002019
77,337.2,66.36,4.807,-0.31079,0.0052,0.0076,0.0028,1244.444,0.0002129,0.0002129
78,393.49,250.61,4.861,-0.30955,0.0195,0.0198,0.0192,1244.444,0.0001318,0.0001318
79,510.13,30.12,4.786,-0.31151,0.0065,0.0092,0.0038,1244.444,0.0001502,0.0001502
80,172.22,147.9,5.043,-0.30792,0.0105,0.01,0.011,1244.444,0.0002726,0.0002726
81,223.77,157.03,4.961,-0.30881,0.0026,0.0026,0.0026,1244.444,0.0001519,0.0001519
82,350.62,219.05,4.815,-0.31103,0.0044,0.0056,0.0032,1244.444,0.000173,0.000173
83,373.06,53.05,4.738,-0.3138,0.0128,0.0126,0.013,1244.444,0.0002292,0.0002292
84,386.75,249.72,4.666,-0.31335,0.0068,0.0078,0.0058,1244.444,0.0001189,0.0001189
85,385.77,101.85,4.745,-0.31197,0.0216,0.0188,0.0244,1244.444,0.0001812,0.0001812
86,329.17,219.19,4.89,-0.30914,0.0064,0.007,0.0058,1244.444,0.0001957,0.0001957
87,302.4,271.08,4.824,-0.30996,0.0092,0.0084,0.01,1244.444,0.0001342,0.0001342
88,248.44,69.62,4.69,-0.31918,0.0053,0.0062,0.0044,1244.444,0.000239,0.000239
89,278.81,35.38,4.948,-0.30883,0.0083,0.0088,0.0078,1244.444,0.0003571,0.0003571
90,287.47,46.29,4.803,-0.31023,0.0173,0.0188,0.0158,1244.444,0.0005339,0.0005339
91,484.0,84.51,4.893,-0.30983,0.0029,0.0042,0.0016,1244.444,0.0001845,0.0001845
92,131.45,97.92,4.826,-0.31037,0.0135,0.0124,0.0146,1244.444,0.00106,0.00106
93,281.97,45.71,4.91,-0.30922,0.0124,0.0124,0.0124,1244.444,0.000228,0.000228
94,232.26,257.77,4.72,-0.31212,0.004,0.0042,0.0038,1244.444,0.0001295,0.0001295
95,332.95,226.86,4.802,-0.31134,0.0146,0.011,0.0182,1244.444,0.0004038,0.0004038
96,263.31,223.5,4.853,-0.3072,0.1168,0.043,0.1906,1244.444,0.0001464,0.0001464
97,236.26,233.44,4.95,-0.30871,0.022,0.0094,0.0346,1244.444,0.0002039,0.0002039
98,398.58,295.05,4.775,-0.31129,0.0131,0.0148,0.0114,1244.444,0.0001279,0.0001279
99,308.93,220.62,4.832,-0.31021,0.0133,0.0174,0.0092,1244.444,0.000474,0.000474
100,377.97,376.91,4.649,-0.31432,0.0094,0.012,0.0068,1244.444,0.0001038,0.0001038
101,235.64,67.83,4.844,-0.31062,0.0059,0.0082,0.0036,1244.444,0.0003254,0.0003254
102,376.58,102.02,4.787,-0.31093,0.0132,0.0162,0.0102,1244.444,0.0004546,0.0004546
103,188.02,114.05,4.695,-0.31226,0.0071,0.0098,0.0044,1244.444,0.0002852,0.0002852
104,359.79,227.63,4.784,-0.31223,0.0049,0.0068,0.003,1244.444,0.0002921,0.0002921
105,364.77,47.34,4.883,-0.30992,0.0156,0.02,0.0112,1244.444,0.0002177,0.0002177
106,385.57,26.91,4.775,-0.31271,0.007,0.0108,0.0032,1244.444,0.0002766,0.0002766
107,213.72,50.02,4.986,-0.30744,0.0064,0.0064,0.0064,1244.444,0.0002069,0.0002069
108,185.2,51.36,4.858,-0.30937,0.0074,0.0096,0.0052,1244.444,0.0002966,0.0002966
109,200.5,379.16,4.794,-0.30982,0.0304,0.0312,0.0296,1244.444,0.0001888,0.0001888
110,269.36,270.55,4.835,-0.30954,0.005,0.0066,0.0034,1244.444,0.0002247,0.0002247
111,198.84,278.71,4.9,-0.30966,0.0054,0.0074,0.0034,1244.444,0.000186,0.000186
112,270.41,50.42,4.931,-0.30828,0.0073,0.0092,0.0054,1244.444,0.0001984,0.0001984
113,219.92,62.45,4.964,-0.30844,0.0033,0.004,0.0026,1244.444,0.0001905,0.0001905
114,361.14,452.34,4.885,-0.30934,0.0113,0.0074,0.0152,1244.444,0.0001248,0.0001248
115,502.04,242.42,4.743,-0.31098,0.0118,0.0184,0.0052,1244.444,9.757e-05,9.757e-05
116,244.46,292.58,4.931,-0.30852,0.0069,0.0064,0.0074,1244.444,0.0001403,0.0001403
117,168.7,83.36,4.793,-0.31084,0.007,0.0094,0.0046,1244.444,0.00222,0.00222
118,320.89,172.91,4.737,-0.31214,0.0035,0.0042,0.0028,1244.444,0.00091,0.00091
119,124.43,164.66,4.793,-0.3115,0.0063,0.0082,0.0044,1244.444,0.0006612,0.0006612
120,257.95,256.53,4.888,-0.30955,0.0251,0.0398,0.0104,1244.444,0.0002296,0.0002296
121,204.38,24.96,4.848,-0.31085,0.0069,0.0092,0.0046,1244.444,0.0002743,0.0002743
122,251.75,210.94,4.732,-0.3116,0.0037,0.0036,0.0038,1244.444,0.0002618,0.0002618
123,138.63,222.03,4.821,-0.31031,0.0054,0.0052,0.0056,1244.444,0.0001884,0.0001884
124,362.08,179.49,4.881,-0.30921,0.0059,0.007,0.0048,1244.444,0.0001759,0.0001759
125,296.26,110.65,4.977,-0.30776,0.0054,0.0074,0.0034,1244.444,0.0001353,0.0001353
126,292.03,46.53,4.831,-0.3093,0.0083,0.007,0.0096,1244.444,0.0003646,0.0003646
